SITE_ID,SITE_IGBP,month,TA_F_avg,VPD_F_avg,P_F_avg,NETRAD_avg,NEE_VUT_REF_avg,NEE_VUT_REF_QC_avg,NEE_CUT_REF_avg,NEE_CUT_REF_QC_avg,GPP_NT_VUT_REF_avg,GPP_DT_VUT_REF_avg,GPP_NT_CUT_REF_avg,GPP_DT_CUT_REF_avg,RECO_NT_VUT_REF_avg,RECO_DT_VUT_REF_avg,RECO_NT_CUT_REF_avg,RECO_DT_CUT_REF_avg,ET_avg,BESS_PAR_avg,BESS_PARdiff_avg,BESS_RSDN_avg,CSIF_SIFdaily_avg,CSIF_SIFinst_avg,PET_avg,Ts_avg,Tmean_avg,prcp_avg,vpd_avg,prcp_lag3_avg,ESACCI_sm_avg,b1_avg,b2_avg,b3_avg,b4_avg,b5_avg,b6_avg,b7_avg,EVI_avg,GCI_avg,NDVI_avg,NDWI_avg,NIRv_avg,kNDVI_avg,Percent_Snow_avg,Fpar_avg,Lai_avg,LST_Day_avg,LST_Night_avg,CO2_concentration_avg,dataset,MODIS_LC,MODIS_IGBP,MODIS_PFT,koppen_sub,koppen,hemisphere,LOCATION_LAT,LOCATION_LONG
US-Ne1,CRO,5,17.07975,8.3415,3.03708333333333,142.30895495,2.47631916666667,0.94713275,2.48310166666667,0.952957,0.457223583333333,0.581006975,0.422506558333333,0.594643408333333,2.89676,2.885125,2.9070575,2.91350333333333,5.84737615833333,114.0,48.5,248.833333333333,0.186555445,0.4868492475,-0.0077982496666666,290.689135,290.337433333333,0.0040025291666666,0.769613566666667,0.0093960180833333,0.285413201666667,0.117481177916667,0.304443944166667,0.0601912600833333,0.102308600916667,0.365008330833333,0.3484305025,0.249896498333333,0.30234892,1.98473666666667,0.443667279166667,-0.0667011708333333,0.13516032125,0.195153505833333,0.0,0.356666666666667,0.725,303.996666666667,281.26,384.47125,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne1,CRO,6,22.4059166666667,9.507,4.11091666666667,169.392302045455,-3.36756083333333,0.949884083333333,-3.34165408333333,0.965393333333333,9.57073166666667,9.52617166666667,9.4856475,9.52863583333333,6.1017575,6.12290666666667,6.15167333333333,6.0301475,8.21496271666667,125.75,50.0,272.5,0.330242181666667,0.838343300833333,-0.0087978405833333,296.240111666667,295.969163333333,0.0037753329166666,1.014579655,0.0114236270833333,0.279376160833333,0.0900155905833333,0.3289506075,0.0476277189166667,0.0890654376666667,0.366900298333333,0.304852735833333,0.190490154166667,0.411293490909091,2.863791875,0.5789539125,0.05383015775,0.197876411666667,0.326009826666667,0.0,0.5075,1.26666666666667,306.23,288.626666666667,382.247083333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne1,CRO,7,24.6896666666667,8.79708333333333,6.39766666666667,182.919025383333,-11.2167508333333,0.9614695,-11.3241991666667,0.971774166666667,21.7821916666667,21.7308,21.7771166666667,21.8024,10.3731766666667,11.6050841666667,10.4690191666667,11.6730575,9.898334625,128.5,47.0,278.416666666667,0.4598810925,1.192429745,-0.0093031605833333,300.0657,299.349771666667,0.0019136966666666,1.32781982916667,0.0098497181666666,0.266456973333333,0.0640803750833333,0.389710745833333,0.0352002675,0.0718615558333333,0.366343005,0.258923119166667,0.132972575833333,0.536798669090909,4.47535063333333,0.71648774,0.2012709555,0.280166169166667,0.472621874166667,0.0,0.6675,2.0,305.031666666667,291.271666666667,381.6525,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne1,CRO,8,22.8399166666667,7.2425,5.11525,157.690947325,-7.460055,0.957213333333333,-7.51156583333333,0.964605666666667,16.7525666666667,16.7664833333333,16.777625,16.995975,9.30309083333333,10.0897608333333,9.27214666666667,10.0565241666667,8.22844784166667,115.916666666667,43.6666666666667,250.666666666667,0.400133940833333,1.0960592425,-0.0081620290833333,298.760785,297.746204166667,0.0024559623333333,1.14158261416667,0.0081449915833333,0.28731181,0.0600088695,0.370313566666667,0.0327908601666667,0.0664908575833333,0.3523178725,0.245736821666667,0.12518910825,0.515683435454545,4.65389489166667,0.717907418333333,0.20052450675,0.268194688333333,0.474965388333333,0.231182791666667,0.650833333333333,1.875,303.286666666667,289.561666666667,380.919583333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne1,CRO,9,18.1146666666667,7.3275,2.23533333333333,108.792242904167,-0.316774941666667,0.946411916666667,-0.338269033333333,0.95636575,5.64600933333333,5.710162,5.61215758333333,5.75518525,5.218665,5.05028333333333,5.27971416666667,5.0344025,5.04352253333333,92.0833333333333,32.9166666666667,200.833333333333,0.19508434,0.575114581666667,-0.0072556883333333,293.269569166667,292.6648275,0.0020818774166666,0.9248662,0.00645153625,0.301812786666667,0.08430277775,0.2927208275,0.04366555375,0.0789358305,0.33230943,0.275163329166667,0.165014160833333,0.349039989090909,2.74951759166667,0.547593436666667,0.028695889,0.1634983325,0.2961344875,0.0,0.441666666666667,0.866666666666667,301.55,284.146666666667,380.377083333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne1,CRO,10,11.286,5.38058333333333,1.66591666666667,56.0247069891667,1.82982833333333,0.954637166666667,1.808385,0.959789416666667,0.336978558333333,0.419626466666667,0.330278183333333,0.6026048575,2.11646333333333,2.1388075,2.14611,2.204735,2.43370241666667,61.6666666666667,23.6666666666667,134.333333333333,0.0727943273333333,0.234636933333333,-0.005343612,285.740613333333,285.576526666667,0.0020644618333333,0.612705279166667,0.0066023015833333,0.290817179166667,0.10500725325,0.243102953333333,0.0530793010833333,0.0859467723333333,0.318303221666667,0.3020241775,0.197103764166667,0.233127336363636,1.837526175,0.397257953333333,-0.107979826333333,0.0967298650833333,0.1579577725,0.0,0.299166666666667,0.416666666666667,295.095,276.376666666667,380.463333333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne1,CRO,11,4.69241666666667,3.11775,0.843166666666667,25.2617125825,1.37249058333333,0.94571775,1.35558858333333,0.95324075,-0.0115600583333333,0.0872016441666667,-0.0183107666666667,0.133895744833333,1.31981616666667,1.51339633333333,1.34241033333333,1.43172841666667,1.195770175,40.1666666666667,16.1666666666667,88.0,0.042170033,0.149088421666667,-0.0033326639166666,278.770660833333,278.955740833333,0.0010943049166666,0.356090678333333,0.0052406439166666,0.316062380833333,0.119251829166667,0.232080315,0.0655855980833333,0.0970232779166667,0.303848215,0.298424645833333,0.199855591666667,0.194259181818182,1.5727729,0.342944785833333,-0.134343368583333,0.0769194121666667,0.11608587825,3.08801175166667,0.254166666666667,0.3,286.336666666667,270.746666666667,381.190416666667,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne1,CRO,12,-2.69075,1.32191666666667,0.45925,7.35971613141667,0.952572833333333,0.934363666666667,0.933031416666667,0.9445565,-0.0393112916666667,0.0387444108333333,-0.0480666916666667,0.061762195,0.849453666666667,0.914347583333333,0.889526166666667,0.992055083333333,0.755640399166667,28.9166666666667,13.6666666666667,63.0833333333333,0.0166287380833333,0.0632210973333333,-0.0015362725833333,270.36026,270.91421,0.00124140275,0.172879452833333,0.0044001650833333,0.3272842425,0.2430170575,0.3166601,0.196060817083333,0.2227612895,0.305621786666667,0.257404435833333,0.175172601666667,0.165461843636364,1.36409790833333,0.292278966666667,0.02494398875,0.0630663323333333,0.0716224560833333,31.0564519166667,0.205,0.216666666666667,274.716666666667,263.246666666667,381.88,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16506,-96.47664
US-Ne2,CRO,1,-5.25190909090909,1.03472727272727,0.207909090909091,8.56629988845455,0.592937,0.957600272727273,0.566415181818182,0.970063727272727,-0.0703299454545455,0.0342750838181818,-0.0680315272727273,0.0415975127272727,0.505430636363636,0.659434636363636,0.505599181818182,0.617208181818182,0.865721961818182,33.8181818181818,17.2727272727273,73.7272727272727,0.0076355458181818,0.0290237650909091,-0.0015213619090909,268.270410909091,268.6493,7.428066363636E-4,0.156744116818182,0.0030356014545454,0.317290127272727,0.334588654545455,0.384536883636364,0.288539639363636,0.315139269090909,0.310828711818182,0.232132538181818,0.158589414636364,0.142593584,1.16226885454545,0.250113824545455,0.150069752636364,0.0536323607272727,0.0455650677272727,53.2434012727273,0.15,0.154545454545455,274.667272727273,261.930909090909,383.510454545455,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,2,-3.40318181818182,1.17890909090909,0.529545454545455,31.1649095736364,0.609444545454545,0.957106636363636,0.593811909090909,0.963427545454545,-0.0580432,0.0362374794545455,-0.0624133372727273,0.075087533,0.546828363636364,0.663945,0.540367181818182,0.691056545454545,2.11437953636364,50.9090909090909,25.5454545454545,111.454545454545,0.0072029023636363,0.0247884942727273,-0.0018558327272727,269.921774545455,270.217065454545,0.0012813185454545,0.173137046,0.0033151015454545,0.329954962727273,0.266595686363636,0.321471092727273,0.216708661272727,0.244265205,0.2888297,0.241017974545455,0.164372232727273,0.140655721,1.21525687272727,0.255360366363636,0.0528080993636364,0.052059573,0.05084051,52.8384456363636,0.137272727272727,0.154545454545455,276.221818181818,262.721818181818,383.841818181818,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,3,4.55027272727273,2.95145454545455,1.12845454545455,77.4986235845455,1.09347690909091,0.958577727272727,1.07585627272727,0.966031272727273,-0.147315527272727,0.0210906072727273,-0.153661563636364,0.0191930363636364,0.93313,1.18363581818182,0.928136363636364,1.08504063636364,2.87520809090909,70.8181818181818,34.2727272727273,156.181818181818,0.0295523418181818,0.0912955724545454,-0.004012733,278.5136,278.302714545455,0.0018074758181818,0.328511167272727,0.0038316007272727,0.334545005454545,0.128680111363636,0.22236116,0.0671543667272727,0.100855602727273,0.302115763636364,0.322029897272727,0.236241244545455,0.158418989,1.27744246363636,0.275603014545455,-0.184568553636364,0.060514271,0.0761151451818182,10.3900294545455,0.170909090909091,0.245454545454545,289.147272727273,269.390909090909,384.274090909091,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,4,10.8448181818182,5.58054545454545,2.53690909090909,108.464148709091,1.44622727272727,0.972095818181818,1.42421636363636,0.976010181818182,0.0300078,0.129948686363636,-0.0115352090909091,0.0886242372727273,1.46880027272727,1.54008245454545,1.442357,1.45118345454545,3.97178566363636,94.9090909090909,41.0909090909091,209.818181818182,0.0971256863636364,0.27112203,-0.0064537016363636,285.054550909091,284.652425454545,0.0037083636363636,0.564200423636364,0.0067971575454545,0.313407454545455,0.121640299545455,0.263482267272727,0.0614937869090909,0.0999871148181818,0.340697258181818,0.343549540909091,0.250687262727273,0.233849096,1.64207939090909,0.367844733636364,-0.131879407363636,0.0975067252727273,0.136571797727273,0.909090909090909,0.276363636363636,0.509090909090909,299.54,274.752727272727,385.042727272727,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,5,16.8941818181818,7.73636363636364,3.41309090909091,138.613342945455,1.80016172727273,0.950391090909091,1.76554472727273,0.958088909090909,0.4456469,0.778256012090909,0.417871881818182,0.754198332727273,2.21640636363636,2.35028454545455,2.19682090909091,2.32073,5.83458980909091,113.636363636364,49.0,247.909090909091,0.186032578181818,0.485417094545455,-0.0078498675454545,290.842132727273,290.499592727273,0.0038817408181818,0.780122418181818,0.009397580090909,0.286994051818182,0.117221989545455,0.303859963636364,0.060130055,0.101965688272727,0.363843988181818,0.346807177272727,0.24757008,0.302365212,1.98959361818182,0.443827625454545,-0.0653284636363636,0.134957910454545,0.195356460909091,0.0,0.355454545454545,0.727272727272727,304.225454545455,281.28,385.507272727273,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,6,22.2380909090909,8.85090909090909,4.011,161.837531154545,-2.08431181818182,0.967424090909091,-2.11014327272727,0.971085909090909,7.05273681818182,7.18245090909091,7.05158963636364,7.19845727272727,4.942,4.70441636363636,4.98742181818182,4.39794454545455,8.12034923636364,125.272727272727,50.2727272727273,272.363636363636,0.331829404545455,0.842364273636364,-0.008808999,296.360678181818,296.083000909091,0.0038499293636363,1.02798549272727,0.0112786257272727,0.280613643636364,0.0897299960909091,0.339883457272727,0.047515304,0.0888665150909091,0.367365583636364,0.304080588181818,0.188902574545455,0.413817108,2.88537068181818,0.581172677272727,0.0568179111818182,0.199140520909091,0.328264901818182,0.0,0.513636363636364,1.29090909090909,306.389090909091,288.496363636364,383.275,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,7,24.5213333333333,8.20283333333333,5.52566666666667,179.4136023,-9.26688916666667,0.969870166666667,-9.29508,0.976366583333333,17.6271758333333,17.9454925,17.6627716666667,17.9802208333333,8.30879833333333,9.3909075,8.44335666666667,9.34522583333333,9.898334625,128.5,47.0,278.416666666667,0.4598810925,1.192429745,-0.0093031605833333,300.0657,299.349771666667,0.0019136966666666,1.32781982916667,0.0098497181666666,0.266456973333333,0.0640803750833333,0.389710745833333,0.0352002675,0.0718615558333333,0.366343005,0.258923119166667,0.132972575833333,0.536798669090909,4.47535063333333,0.71648774,0.2012709555,0.280166169166667,0.472621874166667,0.0,0.6675,2.0,305.031666666667,291.271666666667,381.6525,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,8,22.6981666666667,6.62041666666667,5.39975,156.399890016667,-7.20360333333333,0.964157666666667,-7.1572525,0.97166225,15.5426666666667,16.217725,15.6069666666667,15.9717083333333,8.3463225,9.60453083333333,8.4900075,9.34439583333333,8.22844784166667,115.916666666667,43.6666666666667,250.666666666667,0.400133940833333,1.0960592425,-0.0081620290833333,298.760785,297.746204166667,0.0024559623333333,1.14158261416667,0.0081449915833333,0.28731181,0.0600088695,0.370313566666667,0.0327908601666667,0.0664908575833333,0.3523178725,0.245736821666667,0.12518910825,0.515683435454545,4.65389489166667,0.717907418333333,0.20052450675,0.268194688333333,0.474965388333333,0.231182791666667,0.650833333333333,1.875,303.286666666667,289.561666666667,380.919583333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,9,17.88325,6.80775,2.45116666666667,107.375491518333,-0.452809775,0.951388916666667,-0.442538825,0.962152833333333,5.53673508333333,5.57914691666667,5.47952466666667,5.87034083333333,5.08631083333333,4.8056575,5.07535166666667,5.06179916666667,5.04352253333333,92.0833333333333,32.9166666666667,200.833333333333,0.19508434,0.575114581666667,-0.0072556883333333,293.269569166667,292.6648275,0.0020818774166666,0.9248662,0.00645153625,0.301812786666667,0.08430277775,0.2927208275,0.04366555375,0.0789358305,0.33230943,0.275163329166667,0.165014160833333,0.349039989090909,2.74951759166667,0.547593436666667,0.028695889,0.1634983325,0.2961344875,0.0,0.441666666666667,0.866666666666667,301.55,284.146666666667,380.377083333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,10,10.8926363636364,4.92027272727273,1.75790909090909,55.5763904572727,1.73741636363636,0.953079181818182,1.72982090909091,0.961387909090909,0.127444563636364,0.278606245454545,0.130786845454545,0.369810654545455,1.86391454545455,2.29710909090909,1.88990272727273,2.19592727272727,2.42864275454545,60.8181818181818,23.5454545454545,132.272727272727,0.072364678,0.233302775454545,-0.005316925,285.759074545455,285.567298181818,0.0020635021818181,0.611755386363636,0.0065449551818181,0.288628240909091,0.105365390818182,0.243165978181818,0.0532612904545455,0.0860442789090909,0.318070673636364,0.302033711818182,0.197036950909091,0.232308304,1.83491349090909,0.395924821818182,-0.107883101454545,0.0964272373636364,0.156901369090909,0.0,0.299090909090909,0.418181818181818,295.323636363636,276.241818181818,381.475454545455,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,11,3.92763636363636,2.73109090909091,0.862909090909091,24.6996152418182,1.02841,0.959091090909091,1.01217554545455,0.965151545454545,-0.0364421909090909,0.0917915090909091,-0.0482958909090909,0.120376872727273,0.979110363636364,1.34272145454545,0.974288272727273,1.27907363636364,1.20208686363636,40.0909090909091,16.2727272727273,87.8181818181818,0.0421765739090909,0.149116264545455,-0.0033195316363636,278.395308181818,278.579241818182,0.0010018184545454,0.348900276363636,0.004984156,0.317751749090909,0.120470632727273,0.233485042727273,0.0667971679090909,0.0981402418181818,0.304137745454545,0.29817113,0.19927883,0.194733413,1.57427731818182,0.342889500909091,-0.131708147545455,0.0771494196363636,0.115956759,3.36874009272727,0.253636363636364,0.3,285.849090909091,270.3,382.205454545455,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne2,CRO,12,-3.23927272727273,1.14281818181818,0.507181818181818,8.80906850663636,0.741117545454545,0.968841818181818,0.701894272727273,0.972629454545455,-0.0540751263636364,0.0241681919090909,-0.0493111681818182,0.0290497518181818,0.671791909090909,0.854716909090909,0.666261818181818,0.846974,0.758424880909091,28.9090909090909,13.7272727272727,62.9090909090909,0.0157855389090909,0.0600045025454546,-0.0014962534545454,270.115179090909,270.660721818182,0.0012909812727272,0.169113192181818,0.004356297090909,0.326810599090909,0.250416771818182,0.323057333636364,0.203546091909091,0.230176603090909,0.307876355454545,0.256961402727273,0.175020446363636,0.165471908,1.35927626363636,0.290824781818182,0.0343153313636364,0.0631438257272727,0.0699134075454546,32.577713,0.205454545454545,0.218181818181818,274.423636363636,262.909090909091,382.901363636364,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.16487,-96.4701
US-Ne3,CRO,1,-5.0015,1.29508333333333,0.197916666666667,8.20516651133333,0.424199833333333,0.9444445,0.390290416666667,0.9616935,-0.049339525,0.02784413275,-0.0469270275,0.0570142491666667,0.354486333333333,0.469441333333333,0.343589083333333,0.554716,0.875323086666667,34.0,17.3333333333333,74.0833333333333,0.0072492970833333,0.0275558024166667,-0.0015413635833333,268.4822925,268.910146666667,7.5071775E-4,0.161868405,0.0031286323333333,0.31759989,0.339195672833333,0.39251687,0.28728333175,0.316545935,0.32338782,0.246565624166667,0.164249202833333,0.143252133636364,1.14865425833333,0.245515120833333,0.135878442,0.0551221539166667,0.0443147665833333,48.50000025,0.163333333333333,0.166666666666667,274.625,261.743333333333,382.485,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,2,-3.26125,1.42108333333333,0.540416666666667,28.0699792841667,0.556544333333333,0.946916166666667,0.51944575,0.9606125,-0.0537256583333333,0.0138304494166667,-0.0598667408333333,0.0242237566666667,0.4722575,0.563716166666667,0.459765666666667,0.654521166666667,2.02439805,51.4166666666667,25.5833333333333,112.75,0.0052057528333333,0.01786705275,-0.0018504865833333,269.966575833333,270.3668025,0.0012479994166666,0.175296636916667,0.0032568821666666,0.329091440833333,0.253834906666667,0.3131590375,0.1983934175,0.228313843333333,0.296180405833333,0.263506864166667,0.179518126666667,0.137954770909091,1.16730274166667,0.243212203333333,0.0067611398333333,0.05139477,0.049615003,54.23070675,0.138333333333333,0.15,275.691666666667,262.756666666667,382.814166666667,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,3,4.23933333333333,3.26091666666667,1.14308333333333,71.6374563733333,0.932622416666667,0.94791675,0.89136875,0.960237333333333,-0.103658341666667,0.054221465,-0.102857366666667,0.0764342216666667,0.795276583333333,0.930655083333333,0.790029416666667,1.05371366666667,2.85995849166667,70.8333333333333,34.5833333333333,156.083333333333,0.0250165864166667,0.0772810101666667,-0.0038648956666666,278.049425,277.844848333333,0.0017667095833333,0.317265263333333,0.00376542675,0.331315281666667,0.139260831333333,0.230230789166667,0.07368412125,0.108827068666667,0.308482620833333,0.335573450833333,0.241604728333333,0.151786382727273,1.21861711666667,0.259194885833333,-0.1891943195,0.0583001796666667,0.0670755441666667,11.68279575,0.168333333333333,0.241666666666667,288.425,268.991666666667,383.249166666667,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,4,11.02075,6.15941666666667,2.66475,103.545260759167,1.21069908333333,0.965856583333333,1.17794125,0.974537,0.0919079166666667,0.182259799166667,0.10411083,0.346809513333333,1.28428683333333,1.19817883333333,1.2840285,1.27086108333333,4.044696975,95.1666666666667,40.25,209.333333333333,0.0836799338333333,0.233434425833333,-0.0063706615,285.066193333333,284.698339166667,0.0036495899166666,0.560782804166667,0.00666429875,0.3106129125,0.124723465416667,0.258505405833333,0.0622577754166667,0.101091940916667,0.3404573525,0.3521976275,0.2557284725,0.218964108181818,1.56475888333333,0.349159618333333,-0.1536387575,0.0906954204166667,0.123240790916667,0.833333333333333,0.294166666666667,0.583333333333333,298.79,274.948333333333,384.00375,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,5,16.9333333333333,8.63033333333333,3.50633333333333,133.9021898,1.60795866666667,0.952509083333333,1.58675875,0.968302083333333,0.307151913333333,0.604574525,0.316447991666667,1.26848558333333,1.90544,1.80058,1.9063275,2.16491,5.7203666,113.5,48.75,247.916666666667,0.174404703333333,0.454994666666667,-0.0076979591666666,290.662931666667,290.348013333333,0.0040302586666666,0.76395872,0.0094465576666666,0.285413201666667,0.118946768833333,0.299602135833333,0.0599151858333333,0.1023979805,0.365727669166667,0.355273914166667,0.2587954325,0.291687771818182,1.93192415833333,0.431921856666667,-0.0847212225,0.129509263333333,0.18507931,0.0,0.400833333333333,0.883333333333333,303.276666666667,281.16,384.47125,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,6,22.435,10.2469090909091,3.63381818181818,154.298074745455,-1.02398709090909,0.954419181818182,-1.05402763636364,0.973484818181818,4.82861,5.00479372727273,4.81404454545455,5.74794,3.75900363636364,3.56053636363636,3.78649454545455,3.98240363636364,8.00912909090909,125.909090909091,49.7272727272727,273.454545454545,0.314492526363636,0.798347307272727,-0.0087019375454545,296.334930909091,296.089216363636,0.0039137096363636,1.01936489818182,0.0113759326363636,0.280613643636364,0.0909251635454545,0.333432023636364,0.0467974758181818,0.0890137853636364,0.370648956363636,0.31390571,0.200179949090909,0.396793254,2.79383276363636,0.570353350909091,0.0308979273636364,0.191684459090909,0.317060493636364,0.0,0.52,1.30909090909091,305.978181818182,288.385454545455,383.275,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,7,24.8349166666667,9.91025,2.35941666666667,169.505399458333,-7.8865175,0.951164916666667,-7.96644166666667,0.97390225,14.9215383333333,15.1961575,14.9713658333333,15.25159,7.0206425,7.3023775,7.00644833333333,7.37063666666667,9.38966818333333,128.25,46.8333333333333,277.833333333333,0.458266265,1.18839421666667,-0.0092182481666666,300.003361666667,299.345213333333,0.0019505851666666,1.31914150333333,0.0099851155833333,0.266456973333333,0.0628395141666667,0.386113971666667,0.0335927409166667,0.071081988,0.371517199166667,0.265581175833333,0.137254029166667,0.530928278181818,4.49702306666667,0.718668198333333,0.184572428333333,0.278691126666667,0.475033791666667,0.0,0.640833333333333,1.85833333333333,305.813333333333,291.133333333333,381.6525,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,8,22.8501666666667,7.97025,3.10841666666667,148.692032308333,-6.3380575,0.956093083333333,-6.47606416666667,0.974350166666667,14.357105,14.7932558333333,14.3911983333333,14.8596966666667,7.91818583333333,8.63519666666667,7.91675083333333,8.71569833333333,8.415684325,116.416666666667,43.75,251.916666666667,0.423622710833333,1.16108702333333,-0.0081069853333333,298.722859166667,297.752714166667,0.00251962075,1.13531036416667,0.00831337675,0.28731181,0.0545969084166667,0.3768115375,0.02916303625,0.062856582,0.3558200075,0.242735753333333,0.117134143333333,0.534697599090909,5.06847535833333,0.744513855,0.214995695,0.282315265,0.503792974166667,0.0,0.643333333333333,1.83333333333333,303.615,289.648333333333,380.919583333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,9,18.1218333333333,7.83783333333333,2.34908333333333,100.3573619125,0.335021,0.958912,0.289749283333333,0.9734955,4.34259916666667,4.64743083333333,4.35812666666667,4.79796083333333,4.68492416666667,4.55229083333333,4.65291333333333,4.63656583333333,5.20688634166667,92.3333333333333,32.5833333333333,201.25,0.225790076666667,0.6653151425,-0.00716839275,293.234249166667,292.666128333333,0.0020875345,0.917880030833333,0.0065577399166666,0.301812786666667,0.0736277746666667,0.300416380833333,0.0372786095,0.0721530534166667,0.330503606666667,0.257716656666667,0.139415272166667,0.383356295454545,3.23888258333333,0.600649320833333,0.0739760195833333,0.184404739166667,0.351065825,0.0,0.499166666666667,1.04166666666667,301.158333333333,284.17,380.377083333333,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,10,11.1075454545455,5.54909090909091,1.84227272727273,50.6043340336364,1.60721636363636,0.953079181818182,1.56871818181818,0.965420272727273,0.0129585454545455,0.138199279090909,0.0171510181818182,0.531564652727273,1.61011,1.70055809090909,1.60914181818182,1.72721090909091,2.35965857272727,60.9090909090909,23.8181818181818,132.909090909091,0.0722531950909091,0.232819123636364,-0.005250040090909,285.75126,285.593222727273,0.0020737773636363,0.610373158181818,0.006619167090909,0.288628240909091,0.105031083090909,0.243773447272727,0.0518343093636364,0.0847793253636364,0.318327393636364,0.301970088181818,0.188575069090909,0.233971652,1.89718640909091,0.399290944545455,-0.106215836818182,0.0974476636363636,0.160518829090909,0.0,0.350909090909091,0.527272727272727,295.272727272727,276.309090909091,381.475454545455,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,11,4.06618181818182,3.12790909090909,0.911818181818182,20.2391375327273,0.818033272727273,0.952525090909091,0.776379,0.968813181818182,-0.0268729842727273,0.0275117963636364,-0.0278456527272727,0.110288980909091,0.771173454545455,0.877664090909091,0.752385363636364,0.812485545454545,1.21919539090909,39.9090909090909,16.4545454545455,87.6363636363636,0.0401963837272727,0.142054943181818,-0.003255308090909,278.376310909091,278.590606363636,0.0010315218181818,0.346742542727273,0.0050194352727272,0.317751749090909,0.127296813818182,0.241007116363636,0.0685124220909091,0.101794848727273,0.313491957272727,0.311544526363636,0.20426377,0.191745041,1.51297355454545,0.326194120909091,-0.135390342181818,0.0763745773636364,0.105330703181818,2.57958532727273,0.279090909090909,0.336363636363636,285.618181818182,270.105454545455,382.205454545455,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
US-Ne3,CRO,12,-3.27663636363636,1.33936363636364,0.448818181818182,6.55101007054545,0.503193909090909,0.950513090909091,0.470549454545455,0.962610090909091,-0.0109204772727273,0.0437988745454545,-0.0037870427272727,0.0435916481818182,0.487796454545455,0.691762,0.482634272727273,0.667699636363636,0.750751937272727,28.5454545454545,13.6363636363636,62.5454545454545,0.014473678,0.055025943,-0.0014604098181818,270.078427272727,270.650241818182,0.0013069247272727,0.167795837272727,0.0044122211818181,0.326810599090909,0.235443440909091,0.312613096363636,0.181508930636364,0.210714599090909,0.314379733636364,0.274959096363636,0.183121916363636,0.163470657,1.32796264545455,0.27909136,-4.896521818181E-4,0.0629970482727273,0.0656636878181818,32.7780531363636,0.214545454545455,0.236363636363636,274.385454545455,263.021818181818,382.901363636364,FLUXNET,12,CRO,CRO,Dfa,Cold,N,41.17967,-96.43965
