SITE_ID,SITE_IGBP,month,TA_F_avg,VPD_F_avg,P_F_avg,NETRAD_avg,NEE_VUT_REF_avg,NEE_VUT_REF_QC_avg,NEE_CUT_REF_avg,NEE_CUT_REF_QC_avg,GPP_NT_VUT_REF_avg,GPP_DT_VUT_REF_avg,GPP_NT_CUT_REF_avg,GPP_DT_CUT_REF_avg,RECO_NT_VUT_REF_avg,RECO_DT_VUT_REF_avg,RECO_NT_CUT_REF_avg,RECO_DT_CUT_REF_avg,ET_avg,BESS_PAR_avg,BESS_PARdiff_avg,BESS_RSDN_avg,CSIF_SIFdaily_avg,CSIF_SIFinst_avg,PET_avg,Ts_avg,Tmean_avg,prcp_avg,vpd_avg,prcp_lag3_avg,ESACCI_sm_avg,b1_avg,b2_avg,b3_avg,b4_avg,b5_avg,b6_avg,b7_avg,EVI_avg,GCI_avg,NDVI_avg,NDWI_avg,NIRv_avg,kNDVI_avg,Percent_Snow_avg,Fpar_avg,Lai_avg,LST_Day_avg,LST_Night_avg,CO2_concentration_avg,dataset,MODIS_LC,MODIS_IGBP,MODIS_PFT,koppen_sub,koppen,hemisphere,LOCATION_LAT,LOCATION_LONG
AU-RDF,WSA,12,28.8005,14.5845,6.4035,169.2835664,-1.1983315,0.982527,-1.1691165,0.981183,5.088005,5.93092,5.27575,6.120345,3.849755,5.06086,4.07167,5.07826,7.1165572,128.0,56.5,264.5,0.19526628,0.526866015,-0.0090668275,303.470925,302.192925,0.005007383,1.31039025,0.009193773,0.22622868,0.11513806,0.30440835,0.04663901,0.092500615,0.379519615,0.349960295,0.22674722,0.27740636,2.29840235,0.451861365,-0.0684357,0.138062,0.20418339,0.0,0.465,1.45,315.55,297.96,391.9025,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-14.5636,132.4776
AU-Rig,GRA,1,23.846,19.65825,1.17425,163.736997475,0.72453525,0.9732865,0.72813275,0.9731185,1.086959075,0.87019935,1.086923825,0.93027275,1.8083315,1.4916755,1.8030215,1.50912,4.7675467,150.25,43.25,329.0,0.07325111425,0.18250582275,-0.010674987,299.0425,296.67733,0.0017373035,1.618744,0.0057867775,0.15161308,0.15239598125,0.2831274125,0.073308056,0.116610475,0.386474165,0.39920566,0.2616580575,0.174244093333333,1.483762425,0.3079036025,-0.1666487975,0.086480286,0.101513611,0.0,0.2625,0.55,318.005,287.7,392.615,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,2,22.76025,16.12125,2.2065,133.459304125,0.856431,0.95584475,0.860121,0.95565875,1.24091525,1.340697,1.227421,1.30463575,2.0937475,2.2955625,2.0819475,2.272895,4.4871866,127.25,43.75,276.25,0.08689164175,0.228831395,-0.00858982475,297.84926,295.7856575,0.0030600085,1.364369285,0.0066997115,0.1647497375,0.146357725,0.286002505,0.07115883425,0.11326607,0.388600255,0.39062865,0.256753745,0.179314156666667,1.6459574,0.335576155,-0.147178952,0.09538403375,0.12557001025,0.0,0.3025,0.625,314.685,286.655,392.84,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,3,19.44175,10.65275,1.16625,106.5013919675,0.461792125,0.97479825,0.468914625,0.97261425,2.4178798,2.498221,2.3953923,2.4537495,2.89034,2.939805,2.861135,2.905195,4.661667975,101.5,34.75,220.25,0.1419281915,0.3960780375,-0.00624231075,293.047355,292.1535275,0.00170279275,0.8817659425,0.00650010225,0.1903001225,0.1097016125,0.27634272,0.05409354425,0.09199839,0.3544241775,0.33736451,0.215216105,0.244660196666667,2.152933525,0.4373809325,-0.090654618,0.123714194,0.206708644,0.0,0.415,0.925,306.285,285.195,393.30375,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,4,15.25425,6.36875,1.2255,71.2259501225,-0.43543875,0.946007,-0.44110425,0.9328125,2.774255,3.031645,2.796695,3.03312,2.31483,2.69054,2.31937,2.6630025,3.344305075,72.25,26.75,157.0,0.1991449925,0.5816211625,-0.0039065165,288.5018325,288.18109,0.0012802075,0.5489355675,0.006043009,0.191536995,0.08113916625,0.285280825,0.03991416475,0.07578583225,0.3345141575,0.2782158225,0.1621766575,0.35444724,2.80015505,0.5545126525,0.01295785425,0.1604658325,0.30277522,0.0,0.565,1.125,298.82,280.89,394.05,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,5,11.3353333333333,3.759,1.44933333333333,39.18955053,-0.932575333333333,0.944444333333333,-0.909245333333333,0.943772333333333,3.33485666666667,3.52523,3.34216333333333,3.67097333333333,2.37758333333333,2.85907,2.3824,3.24833333333333,1.94895775,43.3333333333333,19.0,93.6666666666667,0.259500633333333,0.792986086666667,-0.002210436,283.77705,284.066723333333,0.0018341096666666,0.29897619,0.0051502553333333,0.223870833333333,0.0631860176666667,0.31117635,0.0310043006666667,0.067967738,0.329755916666667,0.231555906666667,0.119739773333333,0.47309909,3.59542296666667,0.653464266666667,0.141140564666667,0.20795036,0.404580616666667,0.0,0.67,1.73333333333333,290.786666666667,277.553333333333,394.111666666667,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,6,9.48266666666667,2.70533333333333,1.12266666666667,27.6097327466667,-0.734485,0.973379666666667,-0.715735,0.972916666666667,2.88213666666667,3.17772,2.89385,3.20593666666667,2.13590333333333,2.61433,2.14088666666667,2.64729666666667,1.66138156666667,33.3333333333333,15.3333333333333,73.3333333333333,0.25629725,0.818750366666667,-0.0015513153333333,281.579723333333,282.09597,0.0016837956666666,0.19727058,0.0050958016666666,0.250434293333333,0.0556907546666667,0.299053213333333,0.0277065663333333,0.0619239386666667,0.306367366666667,0.203327553333333,0.0987900953333333,0.46787108,3.87406816666667,0.676834353333333,0.18617546,0.20722285,0.42945069,0.0,0.656666666666667,1.76666666666667,286.753333333333,275.293333333333,393.93,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,7,8.71333333333333,2.50633333333333,0.959,33.6736244766667,-1.00260733333333,0.976478666666667,-0.985577333333333,0.976702666666667,3.23067666666667,3.60780333333333,3.22459666666667,3.52612666666667,2.23082666666667,2.50607666666667,2.22714666666667,2.58304333333333,2.41162773333333,37.0,17.0,80.6666666666667,0.269992626666667,0.863892746666667,-0.0015789096666666,280.61067,281.188313333333,0.0020949636666666,0.183283203333333,0.005612869,0.266955403333333,0.0513263436666667,0.30941557,0.025126881,0.061612366,0.305511833333333,0.194412893333333,0.086594085,0.483650315,4.02295553333333,0.708175393333333,0.221866273333333,0.222388756666667,0.463325986666667,0.0,0.72,2.0,286.253333333333,275.766666666667,393.438333333333,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,8,9.491,3.508,0.684666666666667,50.6675876933333,-1.52657866666667,0.970878,-1.523762,0.964381666666667,4.39834,4.58174,4.42018,4.6718,2.85751666666667,3.03912,2.85889,3.04066666666667,4.48904796666667,58.6666666666667,23.3333333333333,128.666666666667,0.32793241,0.987404883333333,-0.0023542516666666,281.60139,282.045756666667,0.0015385936666666,0.246382143333333,0.0053173536666666,0.245075823333333,0.0509935453333333,0.33523224,0.025062366,0.0623247256666667,0.32597203,0.19641719,0.0859161246666667,0.5155261,4.37670303333333,0.732724783333333,0.258347756666667,0.247029223333333,0.49054741,0.0,0.77,2.26666666666667,289.46,276.18,392.643333333333,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,9,12.3425,4.834,0.7035,86.01789881,-3.176865,0.960764,-3.176865,0.960764,7.51893,7.79313,7.477845,7.83959,4.33831,4.570745,4.283435,4.679835,6.63438625,81.5,34.0,177.5,0.476198105,1.30533565,-0.003982488,284.777025,285.160555,0.001648277,0.3996782,0.0073813335,0.212313735,0.050981663,0.40013832,0.025901668,0.069318335,0.3600533,0.20588333,0.08791,0.577204125,4.7836168,0.772983035,0.32024835,0.309980675,0.53501885,0.0,0.79,3.2,293.59,278.31,392.7025,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,10,14.094,6.962,0.441666666666667,115.23002565,-2.38880666666667,0.959453666666667,-2.38880666666667,0.959453666666667,5.89887666666667,5.99987333333333,5.91764,6.12171666666667,3.49378,3.41399333333333,3.51392333333333,3.59424333333333,8.10214916666667,114.333333333333,43.0,250.333333333333,0.398798016666667,1.00796758,-0.0059032096666666,287.518546666667,287.17166,8.706163333333E-4,0.589758533333333,0.005368561,0.19662228,0.0715526846666667,0.370599993333333,0.0344892446666667,0.0745569866666667,0.363355883333333,0.236500006666667,0.11624193,0.50462267,3.99957996666667,0.67402011,0.22009686,0.251738873333333,0.426333766666667,0.0,0.663333333333333,2.2,299.666666666667,279.213333333333,391.586666666667,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,11,18.6593333333333,12.6763333333333,1.126,134.678969366667,1.269976,0.956944333333333,1.269976,0.956944333333333,0.981184,0.950602,0.972010666666667,0.779364,2.21587666666667,1.65522333333333,2.19463,1.77138333333333,6.10419166666667,128.666666666667,49.6666666666667,279.333333333333,0.14964528,0.361748353333333,-0.0081114976666666,293.15944,291.62882,0.0013687043333333,0.96481859,0.004134155,0.172032633333333,0.124432226666667,0.29960555,0.0568577736666667,0.0956877733333333,0.374953316666667,0.331655563333333,0.19607111,0.271814795,2.16323836666667,0.41282185,-0.0512044436666667,0.124885675333333,0.17299616,0.0,0.346666666666667,0.766666666666667,308.38,282.706666666667,392.368333333333,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Rig,GRA,12,21.19775,16.38875,1.017,162.700483225,1.3681985,0.9445565,1.3687635,0.9418685,0.3373682,0.5181759,0.3447242,0.513789875,1.6965375,1.6142315,1.69671,1.502879,4.9450115,148.0,47.25,323.25,0.052040188,0.125144555,-0.0099409855,296.3468575,294.02684,0.001341947,1.31383875,0.00352779075,0.1547042425,0.15030805,0.271951615,0.07086854625,0.11238951,0.37181855,0.38879516,0.2573282075,0.181923473333333,1.429846225,0.2898437425,-0.176929525,0.07851024975,0.08459569125,0.0,0.2225,0.45,314.995,284.905,394.2425,FLUXNET,10,GRA,GRA,Cfa,Temperate,S,-36.6499,145.5759
AU-Stp,GRA,1,29.5828333333333,19.3403333333333,7.49433333333333,141.2765908,-0.227921833333333,0.972222166666667,-0.251101333333333,0.973342333333333,1.69079933333333,1.77346466666667,1.67186183333333,1.814648,1.457675,1.59467916666667,1.39970266666667,1.55096416666667,6.52268891666667,135.0,56.8333333333333,280.5,0.0945702825,0.259229471666667,-0.0098155676666666,304.203268333333,302.474933333333,0.0057924456666666,1.68704033333333,0.0101484111666667,0.257425693333333,0.136315382666667,0.271860618333333,0.0650545138333333,0.115330709666667,0.34709387,0.3497943,0.238766886666667,0.208676104,1.37011393333333,0.334546798333333,-0.119425014,0.090882689,0.114304101666667,0.0,0.295,0.65,316.336666666667,297.276666666667,390.499166666667,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,2,28.52275,17.1895,8.33775,140.0174152,-0.80648725,0.97354125,-0.80672875,0.97000725,2.4314485,2.66789575,2.420551,2.67169575,1.60233,1.99899,1.567555,1.9746525,6.703493175,132.5,52.75,277.5,0.11363828,0.3204289,-0.0095351915,303.8845675,302.0067275,0.00634988125,1.730467425,0.01376958475,0.25256829,0.125238821,0.2718328975,0.05980238125,0.10913153975,0.34294982,0.33386832,0.227463945,0.2335012125,1.501033,0.3711193425,-0.09503833825,0.1010970925,0.1401330775,0.0,0.345,0.8,315.32,296.965,392.35375,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,3,27.90175,15.7935,4.077,144.511940525,-1.65065,0.94489225,-1.65176075,0.94791675,3.5336825,3.756165,3.512895,3.762985,1.86895,2.34157,1.8847825,2.3480725,6.91679655,123.5,48.0,257.0,0.161452975,0.4655499375,-0.00893691,302.073135,300.8452075,0.0038463685,1.511342025,0.0178847655,0.2914387525,0.1044624785,0.2774614825,0.05056523275,0.09794946125,0.333954755,0.30012381,0.1859857,0.279003033333333,1.84470085,0.453883865,-0.03531312,0.12594629,0.20420869,0.0,0.4225,1.05,311.88,295.675,392.41,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,4,26.3806,17.6182,0.8774,132.24225578,-1.3053184,0.93625,-1.3242924,0.9351388,3.495578,3.71154,3.463304,3.71383,2.17465,2.640068,2.0563,2.711548,5.9097106,114.6,35.6,243.6,0.1262798988,0.368507618,-0.0100654832,300.710986,299.506298,6.356452E-4,1.76122908,0.0117647598,0.238952452,0.0990720004,0.257709984,0.0480709998,0.0876679968,0.31964399,0.290415654,0.176739002,0.259758775,1.96082168,0.44692278,-0.0582238894,0.1151941912,0.199890218,0.0,0.412,0.88,310.208,292.904,393.021,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,5,22.6146,16.4548,0.16,90.383185014,-0.2621452,0.941129,-0.2405896,0.9353496,1.353092,1.4801264,1.3324996,1.4980962,1.0613146,1.0237896,1.0256344,1.0031206,2.93491928,101.4,26.6,218.2,0.0770013588,0.2284619248,-0.0099303082,297.825524,296.392112,2.111884E-4,1.62687428,0.0051488796,0.199022608,0.111653547,0.24342838,0.053440643,0.089863228,0.315209054,0.303104518,0.190332902,0.20454287,1.75081606,0.37506051,-0.1077722726,0.0916866298,0.1465724052,0.0,0.342,0.66,308.648,288.936,393.578,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,6,19.4658,14.98,0.0094,75.159492754,0.1940842,0.9693054,0.1885974,0.9769446,0.52397138,0.487409894,0.51731938,0.489015798,0.69464338,0.4490358,0.6357994,0.4033846,1.940387596,96.6,21.6,211.4,0.0501810994,0.1523515016,-0.0094767002,294.39709,293.002218,1.66334E-5,1.44095034,6.204062E-4,0.1810678,0.131156668,0.255235982,0.061761331,0.0982839996,0.335325322,0.320753984,0.201377998,0.1858795575,1.63217724,0.325635754,-0.112169734,0.0827984382,0.10984064,0.0,0.306,0.58,306.908,284.848,392.917,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,7,20.2923333333333,16.3555,0.0376666666666667,79.0544956966667,0.300473166666667,0.962029666666667,0.291170833333333,0.969982166666667,0.153519266666667,0.224547816666667,0.145881233333333,0.232755333333333,0.439848916666667,0.447778,0.413021033333333,0.366543666666667,1.02192902266667,100.666666666667,23.0,219.166666666667,0.0309046676666667,0.0943943458333333,-0.0101306265,295.127366666667,293.686606666667,6.9408E-5,1.55780331666667,2.595756666666E-4,0.164833002333333,0.14263011,0.251540858333333,0.0667376315,0.1045586,0.336325261666667,0.33759676,0.220998381666667,0.159657886,1.42017136666667,0.277138788333333,-0.146892718333333,0.0699878885,0.0791323951666667,0.0,0.251666666666667,0.466666666666667,308.4,285.983333333333,391.771666666667,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,8,21.9426,20.7346,0.0012,94.194599282,0.2745782,0.9150538,0.2667218,0.929301,0.0182965,0.083152428,0.00324756,0.080509888,0.28662342,0.287487,0.25389482,0.2476516,1.21051725,120.0,24.2,263.4,0.0276689504,0.082316304,-0.011681904,297.198358,295.402218,7.3064E-6,1.93016646,1.060696E-4,0.149455486,0.155903876,0.264531608,0.0729735442,0.1137625744,0.355538056,0.358106452,0.23695805,0.155122995,1.33015902,0.25796301,-0.151444384,0.068624311,0.067795384,0.0,0.232,0.42,312.5,286.58,390.29,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,9,26.778,26.8822,0.1666,103.864744982,0.3650384,0.977778,0.3971308,0.9797224,0.05355878,0.034857886,0.050964628,0.055861144,0.405317,0.3262476,0.3837782,0.361693,1.91521102,134.4,33.6,291.8,0.0271865096,0.0768038194,-0.0134237662,303.129746,300.637282,6.61018E-5,2.66317032,1.579726E-4,0.138644722,0.167632004,0.277193984,0.0786406638,0.121805326,0.373601996,0.380775314,0.256103988,0.15624104,1.27901608,0.246275304,-0.158550672,0.068435965,0.0613365232,0.0,0.206,0.4,317.12,291.94,387.323,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,10,28.951,29.7406666666667,0.5935,118.46538205,0.401695166666667,0.966173666666667,0.387661333333333,0.956653166666667,0.0020448666666666,0.025454505,-0.0130278,0.0268898183333333,0.391037695,0.4984345,0.342951606666667,0.600136,1.88543792333333,142.666666666667,40.0,309.333333333333,0.0280122086666667,0.0753021313333333,-0.0144195608333333,305.895308333333,303.018606666667,3.324218333333E-4,3.04404175,3.949648333333E-4,0.14225421,0.181820161666667,0.29318897,0.0856327941666667,0.132714511666667,0.394627406666667,0.405960193333333,0.281719353333333,0.156548562,1.21945896666667,0.235846466666667,-0.16212003,0.068893232,0.0562446376666667,0.0,0.193333333333333,0.383333333333333,319.216666666667,294.256666666667,388.838333333333,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,11,30.2486666666667,27.4563333333333,1.3855,121.710372166667,0.48486125,0.968518333333333,0.47615755,0.9697915,0.235262913333333,0.418313681666667,0.225556983333333,0.417132006666667,0.712095,0.854678666666667,0.672028166666667,0.845219333333333,3.64276058333333,135.166666666667,51.0,287.0,0.0374352608333333,0.0986280435,-0.0126936111666667,307.396821666667,304.178575,0.0013506635,2.80163301666667,0.0017381361666666,0.17875575,0.180423879166667,0.293429441666667,0.0857149966666667,0.13530167,0.393556931666667,0.41152247,0.29476916,0.15291175,1.18976998333333,0.24372428,-0.168360995,0.0706380473333333,0.0627871608333333,0.0,0.195,0.416666666666667,319.306666666667,296.99,391.3325,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-Stp,GRA,12,29.7565714285714,21.6075714285714,3.19514285714286,132.489443516667,0.0881691428571429,0.957661142857143,0.087095,0.956701142857143,1.41605134285714,1.58155332857143,1.38556894285714,1.5931474,1.50008885714286,1.68038942857143,1.41648128571429,1.73552314285714,4.59133818571429,134.142857142857,58.1428571428571,279.428571428571,0.054842358,0.146161254285714,-0.0108356645714286,305.988327142857,303.57138,0.0035521684285714,2.13794671428571,0.0051040977142857,0.227067717142857,0.16270449,0.278059011428571,0.0776058834285714,0.126935197142857,0.371588842857143,0.392192022857143,0.282239415714286,0.163413101666667,1.21231317142857,0.26630708,-0.17001767,0.0737898217142857,0.0754371512857143,0.0,0.211428571428571,0.471428571428571,318.302857142857,297.797142857143,390.99,FLUXNET,10,GRA,GRA,BSh,Arid,S,-17.1507,133.3502
AU-TTE,GRA,1,30.8895,33.9015,2.5485,151.52116935,0.725789,0.97379,0.7113115,0.973454,0.4040575,0.5480725,0.407701,0.5557375,1.117119,1.2617065,1.139212,1.280475,3.2537407,150.5,40.0,325.5,7.69313E-4,0.00228893,-0.013957467,306.011155,303.6071,0.0033779025,3.1584859,0.0050511385,0.10994347,0.149811275,0.23489838,0.041330643,0.0780596825,0.32303548,0.364658045,0.31566285,0.11709071,2.00793125,0.220934305,-0.216720535,0.052219938,0.050120628,0.0,0.17,0.35,324.94,296.35,394.89,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,2,28.543,27.144,0.9285,145.3519345,-0.056749,0.9720985,-0.057217,0.9713545,1.378798,1.62662882,1.3755175,1.62479382,1.320282,1.598737,1.3189535,1.598247,2.14676935,139.0,42.5,298.0,0.030045835,0.083409119,-0.013033744,303.44075,301.476165,0.001136825,2.57309935,0.005571595,0.107549555,0.134839275,0.241783925,0.040217854,0.0757607075,0.31972857,0.33694286,0.27900177,0.154597743,2.18964695,0.28254863,-0.1647895,0.069836623,0.08574459,0.0,0.26,0.55,320.96,295.65,395.17,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,3,28.539,29.7655,0.103,129.83232525,0.36901365,0.983535,0.3622957,0.983535,0.45855,0.646748685,0.472143,0.654238685,0.8229605,0.95606,0.841428,0.965656,2.91712915,132.0,31.0,287.5,0.012123376,0.0344846755,-0.0136965885,304.337315,301.915695,6.5922E-5,2.9053615,0.0045806485,0.085094395,0.13442095,0.229425795,0.0404629085,0.0737258045,0.30709837,0.32618385,0.26740965,0.138031625,2.10889075,0.259190115,-0.17489931,0.0605931215,0.070724877,0.0,0.23,0.45,321.59,294.6,395.755,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,4,24.0475,21.9945,0.1465,97.679233145,0.5417405,0.98125,0.5378615,0.981597,-0.2104204,0.0897535,-0.2075271,0.0789615,0.327174,0.5887425,0.333766,0.5911015,2.23529085,113.5,26.0,249.0,-0.002407058,-0.0070592905,-0.010963256,299.052365,297.171645,4.117615E-4,2.0429259,0.001614525,0.096239418,0.13246,0.209844995,0.0399866685,0.071351665,0.288585,0.31566,0.261111655,0.113516002,1.94364205,0.225008285,-0.20223071,0.047534841,0.051132132,0.0,0.195,0.35,316.02,289.15,396.5375,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,5,20.089,15.65,0.706,74.26848118,0.3271155,0.950269,0.325042,0.9485885,-0.05202055,0.03523935,-0.0451808,0.03522055,0.2723985,0.2908105,0.282574,0.280123,1.69393215,89.0,22.0,194.5,-0.0048175805,-0.014407194,-0.0076632015,293.9731,292.775725,5.34719E-4,1.2988464,0.001012421,0.11287601,0.12345322,0.193553215,0.037758065,0.067867742,0.266562895,0.29496128,0.237962895,0.106035092,1.8637401,0.220484095,-0.20878207,0.042824855,0.0487255955,0.0,0.175,0.25,308.37,285.4,397.21,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,6,15.0855,11.1785,0.0165,59.525347225,0.28473225,0.9885415,0.28185775,0.9885415,-0.073505,0.1053225,-0.074904,0.1053225,0.206574,0.318724,0.211627,0.319453,1.06305615,77.0,22.5,168.5,-0.0034397815,-0.0105940175,-0.0070648005,289.006505,287.935365,3.83795E-5,0.96843367,9.848655E-4,0.101087045,0.122041665,0.194076675,0.0369049965,0.06702,0.26740332,0.29226667,0.238191665,0.1091378375,1.909995,0.22767365,-0.20250823,0.044230465,0.0518232285,0.0,0.185,0.25,304.0,280.37,396.9725,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,7,14.985,12.3195,0.2485,70.135080645,0.2825395,0.9734545,0.2807695,0.96875,-0.195409,0.00459228,-0.2005225,0.002893735,0.08391265,0.2722745,0.08419075,0.279885,0.521830533,87.5,19.0,193.5,-0.00612178,-0.0189244405,-0.007034436,288.61383,287.72845,2.03326E-4,1.0449746,7.764165E-4,0.11439838,0.124850003,0.19390967,0.036454837,0.067045162,0.270649985,0.29975645,0.247451595,0.103403255,1.91107585,0.2164855,-0.214933795,0.042017758,0.046875298,0.0,0.165,0.2,305.54,279.73,396.385,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,8,17.282,16.9596666666667,0.0,88.7000448033333,0.370906666666667,0.973790333333333,0.369875666666667,0.972446333333333,-0.321797666666667,0.0,-0.327600333333333,0.0,0.04626682,0.238612,0.04645844,0.244171333333333,1.79999823333333,111.666666666667,18.3333333333333,249.333333333333,-0.006507661,-0.019416002,-0.0093265253333333,291.626096666667,290.171853333333,1.33433333333333E-6,1.44952706666667,1.888573333333E-4,0.0873809533333333,0.133465593333333,0.20430969,0.0383387093333333,0.070897852,0.285777393333333,0.32001612,0.265873113333333,0.103187963333333,1.8928369,0.209816286666667,-0.22076338,0.0428711866666667,0.044112501,0.0,0.163333333333333,0.266666666666667,310.566666666667,281.193333333333,394.343333333333,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,9,23.4783333333333,25.8753333333333,0.131,105.9289352,0.412990666666667,0.924074,0.413151,0.922453666666667,-0.339404,0.0053678593333333,-0.342833666666667,0.0053678593333333,0.0754796333333333,0.431986666666667,0.0730067333333333,0.417848333333333,1.5967603,131.0,23.6666666666667,290.666666666667,-0.0074461863333333,-0.020913907,-0.012202551,298.794433333333,296.689533333333,6.54563333333333E-5,2.3638716,2.278773333333E-4,0.0794323666666667,0.142599996666667,0.215246656666667,0.040011114,0.0744944413333333,0.30316,0.3406111,0.289288866666667,0.102628093333333,1.902038,0.203189303333333,-0.225636316666667,0.0437191576666667,0.0413861086666667,0.0,0.153333333333333,0.266666666666667,318.566666666667,286.18,393.748333333333,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,10,26.586,32.3116666666667,0.0536666666666667,121.7635408,0.51179,0.927195,0.512295666666667,0.924059,-0.364433666666667,0.0074367393333333,-0.364863333333333,0.0075478093333333,0.149963066666667,0.498879666666667,0.145881233333333,0.493665333333333,1.15534918666667,151.0,26.3333333333333,334.0,-0.008477134,-0.022459497,-0.014509114,302.701856666667,299.91703,3.298E-5,3.00799473333333,9.97803333333333E-5,0.0797768166666667,0.150881723333333,0.225195683333333,0.0411698913333333,0.0776612886666667,0.31650752,0.356977416666667,0.30675485,0.102053296666667,1.91186846666667,0.198102523333333,-0.226564603333333,0.0445249416666667,0.039364872,0.0,0.143333333333333,0.233333333333333,323.726666666667,289.106666666667,393.911666666667,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,11,29.5556666666667,33.642,0.673333333333333,129.2840278,0.617682666666667,0.912963,0.615702333333333,0.912037,-0.180228666666667,0.0626624166666667,-0.165650666666667,0.05772495,0.439684,0.701356666666667,0.445436333333333,0.701344,1.43736426666667,142.0,38.0,308.333333333333,-0.008722401,-0.0225029363333333,-0.014390849,305.960613333333,302.866403333333,5.17254E-4,3.20210436666667,6.156943333333E-4,0.094249565,0.16022222,0.2360689,0.0441244406666667,0.082523338,0.331225573333333,0.373529996666667,0.3218733,0.101664508333333,1.86875486666667,0.191968163333333,-0.225437846666667,0.0452081386666667,0.036973654,0.0,0.136666666666667,0.233333333333333,324.38,294.78,394.673333333333,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
AU-TTE,GRA,12,29.2176666666667,29.268,3.131,149.3611111,0.704024666666667,0.939068,0.700590666666667,0.938396,0.407058066666667,0.555387666666667,0.394845533333333,0.526794,1.10607333333333,1.29172666666667,1.10167933333333,1.20267166666667,2.6386785,141.666666666667,43.0,305.0,-0.0037778486666666,-0.0097872016666666,-0.013129674,305.302346666667,302.603433333333,0.0015216426666666,2.817725,0.002071867,0.123942881333333,0.160037633333333,0.24194731,0.0439838683333333,0.0823634353333333,0.33523763,0.374724726666667,0.326326866666667,0.10948796,1.9400741,0.204084146666667,-0.21515432,0.0493469626666667,0.041854205,0.0,0.16,0.266666666666667,322.933333333333,295.5,395.438333333333,FLUXNET,7,OSH,SH,BWh,Arid,S,-22.287,133.64
