TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20120101,20120107,24.633,1.0,508.113,325.998,0.4375,368.793,0.0,17.003,1.0,99.583,1.0,0.0,0.0,2.594,1.0,0.391174534722,1.0,213.088085417,1.0,-9999,-9999,406.391,1.0,-9999,1.0,94.8224,1.0,-9999,1.44775,49.1257,1.0,-9999,1.54229,-0.421694,0.907738,0.298421,-0.364212,-0.227512,-0.0896721,0.91369,0.922619,0.949405,10.0723,10.0607,10.1394,10.304,10.3379,10.2724,10.3387,10.4594,6.82764,6.82631,6.95952,7.18419,6.78876,6.58353,6.76263,6.79497,-9999,-9999
20120108,20120114,26.374,1.0,504.801,253.054,0.458333,402.603,0.0,12.995,1.0,99.469,1.0,2.62,0.0,2.628,0.988095,0.492762339372,0.993055555556,171.060352361,1.0,-9999,-9999,413.56,1.0,-9999,1.0,109.938,1.0,-9999,1.74375,40.4386,1.0,-9999,2.17139,1.75904,0.866071,0.336868,1.94869,2.05821,2.17426,0.866071,0.89881,0.910714,11.8526,11.7122,11.8232,11.906,9.66337,9.63085,9.75327,9.84467,6.94731,6.94596,7.0815,7.31011,6.45066,6.07836,6.31923,6.44804,-9999,-9999
20120115,20120121,26.113,1.0,499.83,302.252,0.458333,383.589,0.0,14.711,1.0,99.525,0.994048,1.628,0.0,2.119,0.994048,0.350191427083,1.0,193.762778679,0.986111111111,-9999,-9999,421.806,1.0,-9999,1.0,92.727,0.994048,-9999,1.89779,38.4027,0.994048,-9999,2.32612,4.00271,0.824405,0.214238,3.93714,4.02448,4.19727,0.752976,0.848214,0.854167,13.7811,13.5455,13.6684,13.8417,9.60706,9.48132,9.60706,9.78389,6.92748,6.92614,7.06129,7.28925,6.5427,6.33682,6.51015,6.54871,-9999,-9999
20120122,20120128,25.197,1.0,493.186,273.22,0.907738,390.387,0.0,11.252,1.0,99.597,0.994048,2.18,0.0,2.193,0.997024,0.393401288859,0.996527777778,177.071269931,1.0,581.368821839,0.767361111111,428.087,1.0,-9999,1.0,92.233,0.994048,-9999,1.92041,46.7003,0.994048,-9999,2.44467,3.68052,0.875,0.217611,3.57059,3.67687,3.8452,0.869048,0.863095,0.872024,13.5995,13.1562,13.281,13.4771,9.68063,9.48799,9.60734,9.74737,6.6785,6.67197,6.78316,6.95528,6.65711,6.14587,6.47307,6.58393,-9999,-9999
20120129,20120204,28.523,1.0,484.87,214.158,1.0,410.89,0.0,16.906,1.0,99.408,1.0,1.718,0.0,1.947,1.0,0.351653152778,1.0,149.729601562,1.0,416.159722222,1.0,420.217,1.0,-9999,1.0,73.2823,1.0,-9999,1.92633,44.3772,1.0,-9999,2.2632,4.84001,0.973214,0.196026,4.81306,4.89364,5.5074,0.97619,0.97619,0.994048,12.738,11.7705,11.8695,12.738,7.02338,6.90149,7.07411,7.42489,9.0348,8.42717,8.60123,9.74906,5.41748,5.3674,5.424,6.00314,-9999,-9999
20120205,20120211,26.46,1.0,474.911,230.066,1.0,402.028,0.0,12.073,1.0,99.569,1.0,1.645,0.0,2.255,0.991071,0.408533210598,0.993055555556,140.917778719,1.0,412.513888889,1.0,432.252,1.0,-9999,1.0,87.9996,0.994048,-9999,1.90926,25.9424,0.997024,-9999,2.06707,4.98764,0.907738,0.282148,4.97871,5.14909,5.69749,0.904762,0.91369,0.928571,17.1113,16.7966,17.2026,17.7353,11.6336,11.2436,11.8643,12.6006,8.70313,6.50916,8.36949,8.70313,5.03801,5.10664,5.93396,6.21443,-9999,-9999
20120212,20120218,28.443,1.0,463.37,266.24,1.0,392.031,0.0,19.617,1.0,99.631,1.0,1.008,0.0,2.111,1.0,0.349945538194,1.0,179.715027377,0.996527777778,504.579861111,1.0,418.375,1.0,-9999,1.0,85.5401,1.0,-9999,2.08605,38.8119,1.0,-9999,2.15313,7.5747,0.943452,0.390963,7.06854,7.53285,7.64572,0.967262,0.970238,0.946429,16.2798,15.5899,16.1266,16.6839,9.04006,8.12013,8.80611,9.3575,17.9113,15.7023,17.693,18.4264,10.6778,8.97998,10.2246,10.6925,-9999,-9999
20120219,20120225,26.311,1.0,450.346,212.621,1.0,401.032,0.0,13.197,1.0,99.462,1.0,3.838,0.0,2.134,1.0,0.375885923611,1.0,152.236546261,0.993055555556,443.055555556,1.0,448.734,1.0,-9999,1.0,82.3936,0.973214,-9999,1.9699,28.1165,0.973214,-9999,2.0076,9.61766,0.952381,0.429761,9.16109,9.61506,9.6697,0.946429,0.955357,0.955357,16.3988,16.3988,17.5442,17.6022,7.24805,7.19602,7.88604,7.95385,15.636,15.6397,16.4708,17.2855,9.09603,7.85423,8.14897,9.09603,-9999,-9999
20120226,20120303,24.343,1.0,435.979,215.008,1.0,394.11,0.0,8.421,1.0,99.617,0.97619,3.208,0.0,2.03,0.994048,0.401226873792,0.993055555556,130.321354827,0.996527777778,388.46875,1.0,452.735,1.0,-9999,1.0,107.964,0.994048,-9999,2.41501,1.52488,0.994048,-9999,1.79362,9.33278,0.916667,0.358116,8.68896,9.35682,9.52097,0.940476,0.919643,0.895833,22.3203,22.2268,24.3236,25.9104,14.0689,12.924,14.7837,16.4885,18.3607,15.3355,17.0647,19.7728,9.91995,9.88537,10.4781,11.9434,-9999,-9999
20120304,20120310,28.566,1.0,420.448,268.371,1.0,399.253,0.0,20.135,1.0,99.796,1.0,0.047,0.0,1.833,1.0,0.286256010417,1.0,189.920085962,0.996527777778,519.413194444,1.0,420.553,1.0,-9999,1.0,120.128,1.0,-9999,2.62068,-8.28787,1.0,-9999,1.75799,6.69355,0.940476,0.21703,6.45928,6.69602,6.858,0.925595,0.9375,0.943452,21.9773,19.1929,23.7135,26.3421,15.5803,13.9809,16.8866,19.5178,30.7171,18.4827,23.2185,30.7171,12.7765,12.224,14.0906,17.8838,-9999,-9999
20120311,20120317,25.148,1.0,403.967,234.245,1.0,380.562,0.0,13.79,1.0,99.788,1.0,0.38,0.0,2.188,1.0,0.368676440972,1.0,151.67173316,1.0,449.961805556,1.0,417.767,1.0,-9999,1.0,89.7137,1.0,-9999,2.34288,18.9098,1.0,-9999,1.89649,2.76411,0.997024,0.193323,2.68446,2.81305,3.22648,1.0,0.997024,0.991071,13.0719,12.5823,13.1263,13.3505,10.0071,9.6416,10.2265,10.6402,9.36735,9.40583,10.4406,10.6122,8.92838,8.08606,8.76855,9.00086,-9999,-9999
20120318,20120324,23.34,1.0,386.781,198.346,1.0,378.21,0.0,10.388,1.0,99.678,1.0,2.053,0.0,1.891,1.0,0.342555246528,1.0,114.911967083,1.0,363.041666667,1.0,426.243,1.0,-9999,1.0,72.2576,1.0,-9999,1.97001,24.1763,1.0,-9999,1.73531,2.72006,0.964286,0.197139,2.51774,2.70704,2.74214,0.946429,0.979167,0.973214,11.1706,11.0181,12.0571,12.1804,8.4264,8.40831,9.33247,9.55996,5.96662,6.70572,8.4961,8.91412,7.36534,5.97946,6.65781,7.39623,-9999,-9999
20120325,20120331,19.398,1.0,369.156,213.864,1.0,320.659,0.0,10.421,1.0,100.268,1.0,0.65,0.0,1.805,1.0,0.300692694444,1.0,117.273813542,1.0,404.628472222,1.0,413.915,1.0,-9999,1.0,67.1039,0.946429,-9999,1.5762,34.146,0.943452,-9999,1.7604,0.771645,0.946429,0.198408,0.768003,0.857594,0.961647,0.964286,0.985119,0.964286,10.1919,9.0188,9.83646,10.1713,9.1233,8.09275,9.11269,9.30337,8.26574,5.94178,6.58237,7.83102,6.3209,6.06214,6.27857,6.65405,-9999,-9999
20120401,20120407,23.613,1.0,351.378,166.905,1.0,363.747,0.0,13.526,1.0,99.801,1.0,1.285,0.0,1.865,0.991071,0.315063554167,0.989583333333,92.1242998715,1.0,302.385416667,1.0,439.282,1.0,-9999,1.0,59.0409,0.157738,-9999,1.3396,9.50586,0.154762,-9999,1.22713,6.41738,0.907738,0.17815,6.02495,6.31567,6.43557,0.91369,0.907738,0.904762,16.6621,15.9853,16.8779,17.0684,10.3491,9.84575,10.5306,10.723,17.9908,11.3015,14.738,16.965,7.72671,6.10183,6.87756,7.8417,-9999,-9999
20120408,20120414,23.039,1.0,333.742,136.87,1.0,393.28,0.0,7.838,1.0,99.811,1.0,3.767,0.0,1.708,1.0,0.26598028125,1.0,89.5874966354,1.0,286.302083333,1.0,466.383,1.0,-9999,1.0,65.6971,0.922619,-9999,0.940157,0.814772,0.925595,-9999,0.77506,6.51504,0.940476,0.138271,5.9211,6.22741,6.51504,0.970238,0.958333,0.940476,14.5058,14.5097,14.7535,14.9982,8.33699,8.17416,8.48588,8.69525,14.7579,12.4389,13.3516,13.8092,7.42571,6.64482,6.92034,7.35095,-9999,-9999
20120415,20120421,20.707,1.0,316.55,175.063,0.625,356.419,0.0,6.745,0.997024,100.05,0.988095,6.826,0.0,1.863,0.97619,0.254257323148,0.979166666667,95.2974039583,1.0,-9999,-9999,462.465,1.0,-9999,1.0,77.4224,0.943452,-9999,0.811418,1.002,0.931548,-9999,0.825772,4.13163,0.64881,0.125237,3.75284,3.85805,4.14271,0.779762,0.732143,0.619048,12.3743,12.3173,12.9698,13.4589,8.89925,8.16618,8.77443,9.78071,10.5597,10.0438,10.6571,11.3963,7.41402,6.65678,7.59384,7.98811,-9999,-9999
20120422,20120428,14.388,1.0,300.105,145.524,0.5625,325.106,0.0,3.315,1.0,100.11,1.0,6.65,0.0,2.197,1.0,0.354581649306,1.0,77.5308108958,1.0,-9999,-9999,425.259,1.0,-9999,1.0,68.09,0.952381,-9999,0.916916,5.51519,0.952381,-9999,0.946193,-0.0548607,0.848214,0.135013,-0.183396,-0.0924522,0.0519211,0.85119,0.85119,0.824405,7.21544,7.21717,7.27658,7.59403,7.47866,7.3664,7.45187,7.5239,7.8368,6.17449,7.03704,8.20315,6.40403,6.58307,6.71033,7.05161,-9999,-9999
20120429,20120505,16.568,1.0,284.704,160.981,0.5625,315.716,0.0,5.733,1.0,100.674,1.0,0.075,0.0,1.745,0.994048,0.282205572917,1.0,82.4131061806,1.0,-9999,-9999,433.719,1.0,-9999,1.0,58.7524,0.985119,-9999,0.734852,-0.227794,0.985119,-9999,1.00887,2.65447,0.800595,0.147514,2.66874,2.76297,2.88614,0.794643,0.809524,0.875,9.1182,8.86569,9.05022,9.12521,6.32524,6.19103,6.26167,6.3637,8.24758,7.33223,8.01193,8.74732,6.82748,6.78279,6.9068,7.25631,-9999,-9999
20120506,20120512,21.799,1.0,270.629,155.908,0.5625,346.759,0.0,9.355,1.0,100.069,1.0,1.472,0.0,2.042,0.994048,0.333022055556,1.0,85.9013657882,1.0,-9999,-9999,426.065,1.0,-9999,1.0,57.5664,0.988095,-9999,1.02793,-3.38331,0.988095,-9999,1.18231,5.24127,0.821429,0.184204,5.10736,5.12549,5.34129,0.830357,0.821429,0.91369,13.312,13.1658,13.4374,13.5799,7.66942,7.99565,8.20666,8.39588,10.2943,9.97031,10.2813,10.7999,6.14204,5.72061,6.15889,6.75897,-9999,-9999
20120513,20120519,17.287,0.96131,258.145,146.158,0.800595,320.271,0.0,6.403,0.958333,100.39,0.491071,0.026,0.0,2.205,0.491071,-9999,-9999,-9999,-9999,-9999,-9999,423.285,0.96131,-9999,1.0,41.8015,0.991071,-9999,1.15066,-1.99012,0.991071,-9999,1.13945,3.58304,0.880952,0.187434,3.14751,3.32499,3.53161,0.940476,0.895833,0.880952,8.57914,8.37621,8.64328,8.85149,4.8571,5.09175,5.28619,5.5435,7.37121,6.93629,7.37121,8.4917,6.23787,6.44871,6.59201,6.74296,-9999,-9999
20120520,20120526,20.348,1.0,247.489,112.965,1.0,359.326,0.0,6.935,1.0,100.212,0.607143,1.715,0.0,1.723,0.571429,-9999,-9999,-9999,-9999,222.756944444,1.0,445.133,1.0,-9999,1.0,36.6445,0.994048,-9999,1.23072,-3.51567,0.997024,-9999,1.18116,4.74051,0.979167,0.206688,4.77964,4.87746,5.21142,0.979167,0.979167,0.982143,10.0664,9.65131,9.90299,10.2588,4.19889,4.64693,4.99589,5.24713,11.2051,10.5254,11.1192,11.4787,6.62036,6.6053,6.85435,7.05658,-9999,-9999
20120527,20120602,21.012,1.0,238.862,108.556,1.0,361.94,0.0,8.062,1.0,100.049,1.0,2.388,0.0,2.323,0.982143,0.452453265741,0.989583333333,-9999,-9999,230.993055556,1.0,440.609,1.0,-9999,1.0,45.32,1.0,-9999,1.32116,-15.2899,1.0,-9999,1.12628,7.00256,0.985119,0.266498,6.98993,7.3877,7.51958,0.985119,0.985119,0.991071,13.2238,12.8973,13.0496,13.3433,5.66541,5.57069,5.85427,6.16908,12.8924,12.5935,12.9214,13.122,5.64532,5.43275,5.52601,5.61036,-9999,-9999
20120603,20120609,10.206,1.0,232.427,134.98,1.0,278.655,0.0,3.638,1.0,100.7,0.940476,0.0,0.0,1.963,0.940476,0.301373504388,0.9375,67.0557502187,0.618055555556,257.263888889,1.0,414.065,1.0,-9999,1.0,52.094,0.973214,-9999,1.25242,-11.535,0.973214,-9999,1.08484,1.88686,0.988095,0.160111,1.69655,1.78677,1.81954,0.988095,0.985119,0.988095,7.20341,7.02845,7.1453,7.20129,5.35745,5.3147,5.35745,5.4091,4.69821,4.30474,4.65393,5.35176,4.76515,4.10649,4.21014,4.62521,-9999,-9999
20120610,20120616,19.95,0.818452,228.304,88.443,0.83631,378.028,0.0,6.739,0.818452,100.029,0.488095,2.134,0.0,2.166,0.479167,0.354582352814,0.5625,-9999,-9999,154.473958333,0.666666666667,465.729,0.818452,-9999,1.0,70.1413,0.800595,-9999,1.52031,-61.932,0.791667,-9999,1.04924,8.41204,0.6875,0.254623,8.18865,8.63279,8.713,0.761905,0.717262,0.693452,20.2577,19.8538,20.3737,20.5039,11.3765,11.219,11.5057,11.8784,4.92547,4.1033,5.11802,9.71709,3.16316,1.78293,2.05752,3.17437,-9999,-9999
20120617,20120623,17.042,0.309524,226.562,93.808,0.604167,343.602,0.0,5.405,0.309524,100.151,0.0,3.931,0.0,1.898,0.0,-9999,-9999,-9999,-9999,-9999,-9999,445.276,0.309524,-9999,1.0,80.2348,0.354167,-9999,0.696782,-76.6155,0.354167,-9999,1.14856,9.05905,0.217262,0.398186,9.58288,9.84915,10.5129,0.217262,0.217262,0.255952,17.659,17.2595,17.3942,17.6517,6.9547,6.66601,7.4546,7.81131,4.14188,3.36354,4.3684,9.21473,3.70784,1.88052,2.74922,3.61553,-9999,-9999
20120624,20120630,20.317,0.0,227.227,119.776,0.604167,354.52,0.0,8.072,0.0,100.327,0.0,0.133,0.0,2.499,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,80.2348,0.0,-9999,1.03727,-76.6155,0.0,-9999,1.73675,9.10167,0.0,3.76596,9.63758,9.92656,10.4831,0.0,0.0,0.0,20.6982,20.2389,20.6813,20.8096,10.0269,9.95219,10.6462,11.0001,4.84503,3.97321,5.08417,9.78819,4.21052,2.36368,2.69466,4.21218,-9999,-9999
20120701,20120707,16.265,0.0,230.271,86.697,0.604167,352.695,0.0,6.43,0.0,100.166,0.0,13.804,0.0,2.939,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,82.7198,0.0,-9999,-9999,-77.1094,0.0,-9999,-9999,9.04595,0.0,-9999,9.54622,9.85233,10.5024,0.0,0.0,0.0,17.1125,16.7151,16.8464,17.1052,6.4124,6.12686,6.97495,7.36429,4.01412,3.25835,4.23493,9.05801,3.0866,1.72041,2.01414,3.09139,-9999,-9999
20120708,20120714,11.401,0.0,235.624,120.692,0.598214,292.786,0.0,5.335,0.0,100.445,0.0,1.807,0.0,1.874,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,80.3988,0.0,-9999,-9999,-76.6859,0.0,-9999,-9999,8.98967,0.0,-9999,9.53138,9.79118,10.4632,0.0,0.0,0.0,12.8189,12.0672,12.2744,12.8075,2.1673,1.73003,2.4595,3.63829,3.0193,2.39981,3.51854,8.03469,4.32134,2.36177,3.15382,4.24331,-9999,-9999
20120715,20120721,12.617,0.0,243.166,140.047,0.583333,294.836,0.0,5.92,0.0,100.834,0.0,0.0,0.0,2.095,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,80.7644,0.0,-9999,-9999,-76.5834,0.0,-9999,-9999,8.7967,0.0,-9999,9.37741,9.66108,10.2311,0.0,0.0,0.0,13.7964,13.106,13.2802,13.7856,3.37808,2.8813,3.64974,4.58003,3.24644,2.59364,3.63557,8.3408,4.87685,2.72621,3.4479,4.81468,-9999,-9999
20120722,20120728,15.394,0.0,252.74,126.365,0.583333,323.192,0.0,6.327,0.0,100.27,0.0,1.15,0.0,1.864,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,83.2642,0.0,-9999,-9999,-77.0831,0.0,-9999,-9999,8.74099,0.0,-9999,9.28605,9.58685,10.2503,0.0,0.0,0.0,16.1793,15.6288,15.7864,16.1904,5.73744,5.36964,6.29898,6.72842,3.79919,3.06781,4.01869,8.92077,4.38019,2.45839,2.88838,4.34938,-9999,-9999
20120729,20120804,18.878,0.0,264.149,124.746,0.577381,347.962,0.0,7.837,0.0,100.307,0.0,1.476,0.0,2.531,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,80.7871,0.0,-9999,-9999,-76.8179,0.0,-9999,-9999,8.68781,0.0,-9999,9.26531,9.51981,10.2053,0.0,0.0,0.0,19.3661,18.8249,19.2125,19.3773,8.98617,8.82005,9.54666,9.99975,4.53678,3.70611,4.77029,9.53808,4.26158,2.44633,2.7557,4.26603,-9999,-9999
20120805,20120811,21.419,0.0,277.168,147.403,0.5625,364.122,0.0,8.953,0.0,100.178,0.0,0.047,0.0,2.257,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,80.8122,0.0,-9999,-9999,-77.1378,0.0,-9999,-9999,8.50411,0.0,-9999,9.09573,9.37417,9.95735,0.0,0.0,0.0,21.7411,21.3528,21.8291,21.9365,11.6121,11.6096,11.9534,12.638,5.08616,4.18298,5.3292,9.97858,4.59375,2.74657,3.16651,4.60787,-9999,-9999
20120812,20120818,23.614,0.0,291.549,152.009,0.5625,375.013,0.0,11.585,0.0,100.124,0.0,3.101,0.0,3.751,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,83.3121,0.0,-9999,-9999,-77.6375,0.0,-9999,-9999,8.44839,0.0,-9999,9.00507,9.30064,9.97727,0.0,0.0,0.0,23.908,23.908,24.2246,24.2935,13.7558,13.7558,14.8644,15.1684,5.58643,4.62135,5.83567,10.3464,4.34823,2.80779,3.11733,4.38107,-9999,-9999
20120819,20120825,21.764,0.0,307.027,139.983,0.5625,373.234,0.0,10.044,0.0,100.373,0.0,3.062,0.0,3.043,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,80.8122,0.0,-9999,-9999,-77.1378,0.0,-9999,-9999,8.46149,0.0,-9999,9.04174,9.29746,9.9939,0.0,0.0,0.0,22.1459,21.8652,22.3024,22.393,11.9874,11.9874,12.6131,13.1711,5.17909,4.26667,5.42193,10.0279,4.13251,2.60294,2.8979,4.16092,-9999,-9999
20120826,20120901,15.809,0.0,323.331,161.824,0.5625,324.439,0.0,7.234,0.0,100.841,0.0,0.908,0.0,2.076,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.1445,0.0,-9999,-9999,-82.5959,0.0,-9999,-9999,8.45893,0.0,-9999,9.13018,9.39064,10.6239,0.0,0.0,0.0,16.7035,16.268,16.4048,16.709,6.18413,5.82467,6.77189,7.24887,3.91933,3.17684,4.13804,8.97595,4.86756,3.03534,3.4158,4.87658,-9999,-9999
20120902,20120908,24.078,0.0,340.186,180.533,0.547619,369.912,0.0,12.27,0.0,100.08,0.0,0.429,0.0,2.514,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,83.7651,0.0,-9999,-9999,-84.6349,0.0,-9999,-9999,5.76302,0.0,-9999,6.34901,6.66031,8.49723,0.0,0.0,0.0,24.4047,24.4047,24.8514,24.8568,16.1022,16.073,18.1911,18.3894,5.70072,4.68495,5.95045,10.4185,4.62394,3.25171,3.58467,4.62477,-9999,-9999
20120909,20120915,20.451,0.0,357.321,166.875,0.520833,364.628,0.0,7.779,0.0,100.107,0.0,8.513,0.0,2.327,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2779,0.0,-9999,-9999,-84.2205,0.0,-9999,-9999,5.68736,0.0,-9999,6.2917,6.56368,8.46093,0.0,0.0,0.0,20.84,20.3983,20.84,20.9692,12.5923,12.4201,13.659,14.4943,4.8776,4.00248,5.11673,9.80833,5.15767,3.18681,3.53703,5.16414,-9999,-9999
20120916,20120922,21.505,0.0,374.469,205.506,0.520833,357.041,0.0,10.868,0.0,99.663,0.0,3.976,0.0,2.664,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2493,0.0,-9999,-9999,-84.0814,0.0,-9999,-9999,5.72998,0.0,-9999,6.34569,6.64142,8.42883,0.0,0.0,0.0,22.0853,22.0356,22.3124,22.3765,13.862,13.8014,15.5679,15.8673,5.16338,4.26027,5.40164,9.95746,5.45906,3.61731,3.96182,5.48747,-9999,-9999
20120923,20120929,17.092,0.0,391.376,221.277,0.520833,307.714,0.0,9.553,0.0,100.696,0.0,0.282,0.0,2.76,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,83.7651,0.0,-9999,-9999,-84.6349,0.0,-9999,-9999,5.76302,0.0,-9999,6.34901,6.66031,8.49723,0.0,0.0,0.0,17.7111,17.3209,17.4539,17.7038,9.40014,9.05913,9.8669,10.9997,4.15385,3.37421,4.38041,9.22256,5.90628,3.84551,4.16924,5.92273,-9999,-9999
20120930,20121006,23.795,0.0,407.798,188.934,0.5,392.638,0.0,9.029,0.0,99.656,0.0,4.593,0.0,2.129,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2779,0.0,-9999,-9999,-84.2205,0.0,-9999,-9999,5.68736,0.0,-9999,6.2917,6.56368,8.46093,0.0,0.0,0.0,24.1233,24.1233,24.521,24.5424,15.8801,15.816,17.9806,18.127,5.63578,4.6599,5.88473,10.3712,5.37937,3.41922,3.73491,5.40077,-9999,-9999
20121007,20121013,24.141,0.0,423.506,220.158,0.5,390.739,0.0,11.39,0.0,99.967,0.0,1.583,0.0,3.151,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2493,0.0,-9999,-9999,-84.0814,0.0,-9999,-9999,5.72998,0.0,-9999,6.34569,6.64142,8.42883,0.0,0.0,0.0,24.5043,24.5043,24.9713,24.9898,16.2836,16.2794,18.3299,18.5975,5.72334,4.68801,5.97236,10.423,5.45649,3.84978,4.2087,5.45729,-9999,-9999
20121014,20121020,23.253,0.0,438.296,255.202,0.5,360.74,0.0,11.672,0.0,99.666,0.0,2.734,0.0,2.386,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,83.7651,0.0,-9999,-9999,-84.6349,0.0,-9999,-9999,5.76302,0.0,-9999,6.34901,6.66031,8.49723,0.0,0.0,0.0,23.5794,23.5785,23.8763,23.9406,15.2756,15.2712,17.2285,17.4654,5.51028,4.55577,5.75791,10.2819,5.58545,4.31199,4.67096,5.5863,-9999,-9999
20121021,20121027,21.58,0.0,451.984,166.481,0.5,378.475,0.0,7.024,0.0,99.486,0.0,16.89,0.0,2.299,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2779,0.0,-9999,-9999,-84.2205,0.0,-9999,-9999,5.68736,0.0,-9999,6.2917,6.56368,8.46093,0.0,0.0,0.0,21.8915,21.5267,21.9954,22.0983,13.6449,13.526,14.9771,15.6314,5.12095,4.21314,5.36462,10.0066,5.19482,3.15924,3.50004,5.19802,-9999,-9999
20121028,20121103,24.286,0.0,464.418,230.344,0.47619,387.998,0.0,8.906,0.0,99.568,0.0,7.58,0.0,2.354,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2493,0.0,-9999,-9999,-84.0814,0.0,-9999,-9999,5.72998,0.0,-9999,6.34569,6.64142,8.42883,0.0,0.0,0.0,24.6159,24.6159,25.0834,25.1,16.3952,16.3904,18.442,18.6886,5.74942,4.70301,5.99959,10.4524,6.07269,3.99277,4.32663,6.09303,-9999,-9999
20121104,20121110,25.515,0.0,475.477,279.113,0.458333,376.928,0.0,13.113,0.0,99.475,0.0,0.415,0.0,2.144,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,83.7651,0.0,-9999,-9999,-84.6349,0.0,-9999,-9999,5.76302,0.0,-9999,6.34901,6.66031,8.49723,0.0,0.0,0.0,25.8825,25.861,26.4784,26.5646,17.5822,17.5788,19.8181,20.1947,6.04134,4.80902,6.2939,10.6508,5.7721,4.69975,5.08586,5.77309,-9999,-9999
20121111,20121117,23.657,0.0,485.072,278.328,0.458333,368.638,0.0,12.034,0.0,99.899,0.0,0.157,0.0,2.807,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2779,0.0,-9999,-9999,-84.2205,0.0,-9999,-9999,5.68736,0.0,-9999,6.2917,6.56368,8.46093,0.0,0.0,0.0,23.9727,23.9727,24.3021,24.3719,15.7292,15.6433,17.8123,17.9536,5.60115,4.63518,5.85003,10.3503,6.33085,4.71698,5.11179,6.3317,-9999,-9999
20121118,20121124,26.276,0.0,493.143,257.086,0.458333,396.924,0.0,12.065,0.0,99.599,0.0,4.013,0.0,1.9,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,81.2493,0.0,-9999,-9999,-84.0814,0.0,-9999,-9999,5.72998,0.0,-9999,6.34569,6.64142,8.42883,0.0,0.0,0.0,26.662,26.6666,27.3359,27.4641,18.4444,18.4398,20.6945,21.0873,6.22105,4.87602,6.47517,10.7742,5.62207,4.39426,4.77587,5.66287,-9999,-9999
