TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20090101,28.671,0.0,509.096,307.007,0.0,392.519,0.0,20.158,0.0,99.548,0.0,0.0,0.0,3.744,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090102,24.547,0.0,508.824,212.807,0.0,399.5,0.0,11.046,0.0,99.552,0.0,6.917,0.0,3.913,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090103,22.329,0.0,508.519,276.267,0.0,369.261,0.0,11.534,0.0,99.733,0.0,0.329,0.0,4.206,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090104,22.994,0.0,508.18,339.802,0.0,335.382,0.0,14.66,0.0,99.979,0.0,0.0,0.0,2.745,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090105,24.699,0.0,507.807,345.667,0.0,339.134,0.0,17.114,0.0,99.785,0.0,0.0,0.0,1.799,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090106,26.999,0.0,507.402,328.643,0.0,369.164,0.0,19.817,0.0,99.558,0.0,0.0,0.0,1.64,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090107,28.59,0.0,506.963,259.105,0.0,395.747,0.0,20.969,0.0,99.587,0.0,0.0,0.0,1.382,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090108,27.759,0.0,506.489,239.299,0.0,404.536,0.0,17.544,0.0,99.756,0.0,1.109,0.0,1.865,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090109,24.438,0.0,505.983,226.128,0.0,401.985,0.0,8.463,0.0,100.076,0.0,7.93,0.0,1.989,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090110,24.208,0.0,505.443,219.641,0.0,401.584,0.0,7.916,0.0,100.078,0.0,12.15,0.0,1.126,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090111,25.7,0.0,504.868,307.742,0.0,384.539,0.0,12.485,0.0,99.831,0.0,0.853,0.0,1.271,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090112,28.474,0.0,504.261,272.508,0.0,409.259,0.0,16.557,0.0,99.657,0.0,1.145,0.0,1.136,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090113,25.922,0.0,503.619,174.557,0.0,416.737,0.0,7.233,0.0,99.534,0.0,10.43,0.0,2.62,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090114,26.83,0.0,502.943,274.587,0.0,407.302,0.0,10.188,0.0,99.454,0.0,6.891,0.0,1.654,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090115,27.843,0.0,502.233,300.755,0.0,391.989,0.0,15.313,0.0,99.466,0.0,0.0,0.0,1.832,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090116,27.587,0.0,501.489,302.519,0.0,388.817,0.0,17.002,0.0,99.441,0.0,0.0,0.0,1.158,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090117,26.067,0.0,500.711,275.063,0.0,394.202,0.0,9.355,0.0,99.293,0.0,6.221,0.0,1.062,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090118,25.768,0.0,499.898,265.313,0.0,392.952,0.0,9.301,0.0,99.472,0.0,5.281,0.0,1.968,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090119,22.189,0.0,499.052,155.209,0.0,389.924,0.0,8.582,0.0,99.944,0.0,0.54,0.0,3.892,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090120,22.884,0.0,498.171,336.24,0.0,337.343,0.0,13.047,0.0,100.158,0.0,0.0,0.0,2.783,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090121,25.206,0.0,497.256,304.748,0.0,366.62,0.0,14.747,0.0,100.032,0.0,0.0,0.0,2.135,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090122,27.839,0.0,496.307,287.51,0.0,397.5,0.0,16.599,0.0,99.991,0.0,0.0,0.0,2.035,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090123,28.707,0.0,495.323,312.744,0.0,382.918,0.0,19.89,0.0,99.931,0.0,0.0,0.0,2.225,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090124,28.809,0.0,494.306,266.209,0.0,396.922,0.0,19.268,0.0,99.627,0.0,0.0,0.0,1.859,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090125,27.42,0.0,493.254,242.285,0.0,403.094,0.0,12.737,0.0,99.572,0.0,6.602,0.0,1.366,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090126,26.075,0.0,492.168,279.581,0.0,398.738,0.0,9.13,0.0,99.631,0.0,4.351,0.0,1.362,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090127,26.626,0.0,491.048,248.549,0.0,410.541,0.0,9.115,0.0,99.652,0.0,5.97,0.0,1.474,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090128,26.336,0.0,489.893,232.579,0.0,407.093,0.0,9.679,0.0,99.502,0.0,4.591,0.0,1.38,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090129,25.84,0.0,488.706,244.634,0.0,395.025,0.0,11.48,0.0,99.366,0.0,1.374,0.0,2.475,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090130,26.805,0.0,487.483,313.855,0.0,381.624,0.0,15.99,0.0,99.3,0.0,0.0,0.0,2.767,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090131,27.273,0.0,486.227,324.58,0.0,369.348,0.0,18.06,0.0,99.382,0.0,0.0,0.0,2.314,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090201,28.216,0.0,484.938,275.524,0.0,392.464,0.0,17.734,0.0,99.567,0.0,0.0,0.0,1.583,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090202,28.422,0.0,483.614,241.278,0.0,402.772,0.0,15.977,0.0,99.524,0.0,0.494,0.0,1.887,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090203,27.26,0.0,482.257,192.679,0.0,413.916,0.0,11.746,0.0,99.525,0.0,1.489,0.0,2.299,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090204,27.507,0.0,480.867,301.277,0.0,405.736,0.0,15.274,0.0,99.757,0.0,0.0,0.0,1.559,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090205,29.225,0.0,479.444,316.379,0.0,399.405,0.0,18.659,0.0,99.531,0.0,0.0,0.0,2.077,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090206,26.37,0.0,477.987,123.101,0.0,418.987,0.0,8.989,0.0,99.494,0.0,10.008,0.0,2.312,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090207,26.498,0.0,476.498,294.58,0.0,382.574,0.0,14.036,0.0,99.712,0.0,0.0,0.0,1.841,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090208,28.873,0.0,474.977,264.762,0.0,406.056,0.0,19.529,0.0,99.552,0.0,0.0,0.0,1.745,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090209,29.652,0.0,473.422,232.206,0.0,423.166,0.0,19.296,0.0,99.508,0.0,0.0,0.0,2.013,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090210,28.525,0.0,471.836,250.134,0.0,422.504,0.0,12.747,0.0,99.435,0.0,4.795,0.0,1.865,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090211,28.078,0.0,470.217,257.403,0.0,405.223,0.0,14.16,0.0,99.509,0.0,6.647,0.0,2.896,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090212,25.509,0.0,468.568,317.271,0.0,343.711,0.0,17.819,0.0,99.773,0.0,0.0,0.0,2.604,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090213,25.74,0.0,466.886,283.831,0.0,370.489,0.0,16.663,0.0,99.41,0.0,0.0,0.0,1.374,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090214,27.449,0.0,465.174,272.795,0.0,397.461,0.0,15.362,0.0,99.459,0.0,0.0,0.0,1.274,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090215,27.533,0.0,463.431,239.157,0.0,408.174,0.0,13.674,0.0,99.438,0.0,1.811,0.0,1.393,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090216,25.857,0.0,461.658,169.383,0.0,412.875,0.0,8.568,0.0,99.399,0.0,5.632,0.0,0.855,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090217,27.352,0.0,459.854,256.228,0.0,403.697,0.0,13.769,0.0,99.617,0.0,0.0,0.0,1.229,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,138.858,0.0,-9999,-9999,-9999,-9999,-9.10107,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090218,26.844,0.0,458.021,251.431,0.0,413.772,0.0,9.736,0.0,99.623,0.0,10.744,0.0,1.665,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,151.532,0.0,-9999,-9999,-9999,-9999,11.9714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20090219,26.416,0.0,456.159,202.41,0.0,421.944,0.0,6.895,0.0,99.665,0.0,14.396,0.0,2.258,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,142.421,0.0,-9999,-9999,-9999,-9999,-6.29761,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
