index,filename,size,country,site_id,record_count,site_IGBP,site_koppen,start_time,end_time,recorded_date_count
192,data_full_half_hourly_raw_v0_1_CA-Obs.csv,79761143,CA,CA-Obs,199968,ENF,Cold,4/24/1999 0:00,12/31/2010 23:30,4166
193,data_full_half_hourly_raw_v0_1_GL-ZaF.csv,8659173,GL,GL-ZaF,20400,WET,Polar,4/13/2008 0:00,10/29/2011 23:30,425
194,data_full_half_hourly_raw_v0_1_US-Tw3.csv,9430179,US,US-Tw3,22704,CRO,Temperate,5/24/2013 0:00,12/31/2014 23:30,473
195,data_full_half_hourly_raw_v0_1_FI-Sii.csv,33630964,FI,FI-Sii,83808,GRA,Cold,2/26/2016 0:00,12/31/2020 23:30,1746
196,data_full_half_hourly_raw_v0_1_DE-Zrk.csv,11567690,DE,DE-Zrk,28608,WET,Cold,5/15/2013 0:00,12/31/2014 23:30,596
197,data_full_half_hourly_raw_v0_1_DE-HoH.csv,43995285,DE,DE-HoH,104736,DBF,Cold,1/1/2015 0:00,12/31/2020 23:30,2182
198,data_full_half_hourly_raw_v0_1_US-Atq.csv,34451188,US,US-Atq,82512,WET,Polar,4/5/2003 0:00,10/1/2008 23:30,1719
199,data_full_half_hourly_raw_v0_1_US-Seg.csv,80288925,US,US-Seg,183984,GRA,Arid,1/1/2007 0:00,12/31/2017 23:30,3833
200,data_full_half_hourly_raw_v0_1_CZ-KrP.csv,53551679,CZ,CZ-KrP,122736,CRO,Cold,1/1/2014 0:00,12/31/2020 23:30,2557
201,data_full_half_hourly_raw_v0_1_IT-BFt.csv,14513933,IT,IT-BFt,35088,DBF,Temperate,1/1/2019 0:00,12/31/2020 23:30,731
202,data_full_half_hourly_raw_v0_1_IT-Ro1.csv,55880062,IT,IT-Ro1,134832,DBF,Temperate,5/14/2000 0:00,12/31/2008 23:30,2809
203,data_full_half_hourly_raw_v0_1_CH-Fru.csv,108832836,CH,CH-Fru,253296,GRA,Cold,8/7/2005 0:00,12/31/2020 23:30,5277
204,data_full_half_hourly_raw_v0_1_US-Tw2.csv,7043481,US,US-Tw2,16896,CRO,Temperate,5/22/2012 0:00,5/8/2013 23:30,352
205,data_full_half_hourly_raw_v0_1_IT-CA1.csv,24966376,IT,IT-CA1,56016,DBF,Temperate,6/8/2011 0:00,12/17/2014 23:30,1167
206,data_full_half_hourly_raw_v0_1_IT-Col.csv,87685457,IT,IT-Col,212976,DBF,Cold,6/24/1996 0:00,12/31/2014 23:30,4437
207,data_full_half_hourly_raw_v0_1_US-Whs.csv,59177837,US,US-Whs,131616,OSH,Arid,6/30/2007 0:00,12/31/2014 23:30,2742
208,data_full_half_hourly_raw_v0_1_US-Wi6.csv,4035924,US,US-Wi6,9888,OSH,Cold,5/6/2002 0:00,9/8/2003 23:30,206
209,data_full_half_hourly_raw_v0_1_CA-Ca2.csv,48584140,CA,CA-Ca2,110352,ENF,Temperate,1/23/2001 0:00,12/31/2010 23:30,2299
210,data_full_half_hourly_raw_v0_1_SJ-Adv.csv,7707039,SJ,SJ-Adv,18720,WET,Polar,7/17/2012 0:00,12/31/2014 23:30,390
211,data_full_half_hourly_raw_v0_1_AU-GWW.csv,12879106,AU,AU-GWW,32640,SAV,Arid,1/1/2013 0:00,12/31/2014 23:30,680
212,data_full_half_hourly_raw_v0_1_DE-Lkb.csv,25490456,DE,DE-Lkb,60432,ENF,Cold,5/1/2009 0:00,12/31/2013 23:30,1259
213,data_full_half_hourly_raw_v0_1_DK-Sor.csv,161166588,DK,DK-Sor,411360,DBF,Cold,6/5/1996 0:00,12/31/2020 23:30,8570
214,data_full_half_hourly_raw_v0_1_DE-RuW.csv,49450745,DE,DE-RuW,119376,ENF,Cold,1/13/2012 0:00,12/31/2020 23:30,2487
215,data_full_half_hourly_raw_v0_1_CA-TP1.csv,57691169,CA,CA-TP1,134448,ENF,Cold,1/6/2003 0:00,12/18/2014 23:30,2801
216,data_full_half_hourly_raw_v0_1_FI-Ken.csv,17845432,FI,FI-Ken,48240,ENF,Cold,1/1/2018 0:00,12/31/2020 23:30,1005
217,data_full_half_hourly_raw_v0_1_AU-TTE.csv,18551559,AU,AU-TTE,42576,GRA,Arid,7/18/2012 0:00,12/31/2014 23:30,887
218,data_full_half_hourly_raw_v0_1_AU-Dry.csv,34886065,AU,AU-Dry,80688,SAV,Tropical,9/1/2008 0:00,12/31/2014 23:30,1681
