year,month,SITE_ID,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,MODIS_LC,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,MODIS_PFT,gap_flag_month
2009,12,AR-SLu,154.0,40.0,336.0,0.20432499,-0.013386652,302.46967,0.15152083,7.0,0.035415366,0.0,0.49,1.2,313.84,293.58,SH,1.0
2010,1,AR-SLu,154.0,40.0,336.0,0.20432499,-0.013386652,302.46967,0.15152083,7.0,0.035415366,0.0,0.49,1.2,313.84,293.58,SH,0.0
2010,2,AR-SLu,120.0,46.0,258.0,0.1455303,-0.008937791,298.78864,0.16655783,7.0,0.000400779,0.0,0.43,0.9,309.86,292.96,SH,0.0
2010,3,AR-SLu,107.0,31.0,231.0,0.10980482,-0.008132122,297.54816,0.16407675,7.0,-0.022856813,0.0,0.41,0.8,309.18,290.52,SH,0.0
2010,4,AR-SLu,81.0,27.0,175.0,0.076728895,-0.00675834,291.69604,0.12401654,7.0,-0.042024087,0.0,0.36,0.5,303.24,286.34,SH,0.0
2010,5,AR-SLu,56.0,19.0,122.0,0.066020064,-0.004725121,287.05652,0.14272605,7.0,-0.010640754,0.0,0.37,0.5,296.2,277.82,SH,0.0
2010,6,AR-SLu,48.0,15.0,105.0,0.055993885,-0.003966339,284.32104,0.15315518,7.0,-0.0314929,0.0,0.33,0.4,293.18,276.8,SH,0.0
2010,7,AR-SLu,58.0,15.0,129.0,0.044577617,-0.004890211,282.39343,0.11506776,7.0,-0.07298639,0.0,0.32,0.4,292.12,271.64,SH,0.0
2010,8,AR-SLu,72.0,23.0,158.0,0.03940548,-0.006607018,285.98975,0.12942678,7.0,-0.12023627,0.0,0.26,0.3,298.98,276.72,SH,0.0
2010,9,AR-SLu,92.0,30.0,202.0,0.043048184,-0.007369228,289.56998,0.14007734,7.0,-0.13769455,0.0,0.25,0.4,303.02,281.76,SH,0.0
2010,10,AR-SLu,124.0,35.0,271.0,0.076557115,-0.009151526,292.5633,0.16722338,7.0,-0.10536736,0.0,0.32,0.6,305.08,283.92,SH,0.0
2010,11,AR-SLu,147.0,39.0,322.0,0.10822074,-0.01190903,298.02554,0.14072989,7.0,-0.06737776,0.0,0.38,0.8,311.82,288.0,SH,0.0
2010,12,AR-SLu,157.0,38.0,344.0,0.09730604,-0.014495663,303.0575,0.14455558,7.0,-0.08736732,0.0,0.35,0.7,316.2,291.4,SH,0.0
2011,1,AR-SLu,153.0,42.0,333.0,0.12373857,-0.012760364,302.67914,0.15524794,7.0,-0.05742977,0.0,0.39,0.8,314.56,292.3,SH,0.0
2011,2,AR-SLu,123.0,40.0,266.0,0.17441228,-0.009652332,298.49115,0.18353738,7.0,0.015588671,0.0,0.46,1.0,308.54,290.96,SH,0.0
2010,2,AR-Vir,117.0,36.0,250.0,0.35580766,-0.00634148,297.72784,0.32501653,9.0,0.30432472,0.0,0.78,3.5,302.72,292.26,SA,1.0
2010,3,AR-Vir,117.0,36.0,250.0,0.35580766,-0.00634148,297.72784,0.32501653,9.0,0.30432472,0.0,0.78,3.5,302.72,292.26,SA,0.0
2010,4,AR-Vir,80.0,29.0,172.0,0.2839798,-0.005368337,293.50464,0.32063323,9.0,0.2673957,0.0,0.73,2.8,298.5,287.4,SA,0.0
2010,5,AR-Vir,86.5,31.0,186.66666666666666,0.2788303466666667,-0.0055891785,293.3109666666667,0.32892169833333335,9.0,0.24559199166666668,0.0,0.715,2.7333333333333334,298.9666666666667,287.09666666666664,SA,1.0
2010,6,AR-Vir,93.0,33.0,201.33333333333334,0.27368089333333334,-0.00581002,293.11729333333335,0.33721016666666664,9.0,0.22378828333333334,0.0,0.7,2.6666666666666665,299.43333333333334,286.7933333333333,SA,1.0
2010,7,AR-Vir,99.5,35.0,216.0,0.26853144,-0.0060308615,292.92362,0.345498635,9.0,0.201984575,0.0,0.685,2.5999999999999996,299.9,286.49,SA,1.0
2010,8,AR-Vir,106.0,37.0,230.66666666666666,0.2633819866666667,-0.006251703,292.72994666666665,0.35378710333333335,9.0,0.18018086666666666,0.0,0.67,2.533333333333333,300.3666666666667,286.18666666666667,SA,1.0
2010,9,AR-Vir,112.5,39.0,245.33333333333331,0.25823253333333335,-0.0064725445,292.5362733333333,0.36207557166666665,9.0,0.15837715833333332,0.0,0.655,2.466666666666667,300.83333333333337,285.8833333333333,SA,1.0
2010,10,AR-Vir,119.0,41.0,260.0,0.25308308,-0.006693386,292.3426,0.37036404,9.0,0.13657345,0.0,0.64,2.4,301.3,285.58,SA,0.0
2010,11,AR-Vir,143.0,40.0,313.0,0.31803423,-0.009438761,296.23062,0.30845198,9.0,0.14476806,0.0,0.67,2.8,304.5,287.16,SA,0.0
2010,12,AR-Vir,132.0,48.0,282.0,0.3697338,-0.007714525,298.17078,0.34871957,9.0,0.18570562,0.0,0.7,3.2,306.02,291.66,SA,0.0
2011,1,AR-Vir,118.16666666666667,43.5,252.66666666666666,0.34333891833333335,-0.006880408833333333,296.36151666666666,0.35275374666666665,9.0,0.19082262833333333,0.0,0.7,3.0166666666666666,303.68333333333334,290.03000000000003,SA,1.0
2011,2,AR-Vir,104.33333333333333,39.0,223.33333333333334,0.31694403666666665,-0.006046292666666666,294.55225333333334,0.3567879233333333,9.0,0.19593963666666667,0.0,0.7,2.8333333333333335,301.34666666666664,288.40000000000003,SA,1.0
2011,3,AR-Vir,90.5,34.5,194.0,0.290549155,-0.0052121765,292.74298999999996,0.3608221,9.0,0.20105664499999998,0.0,0.7,2.6500000000000004,299.01,286.77,SA,1.0
2011,4,AR-Vir,76.66666666666666,30.0,164.66666666666669,0.26415427333333336,-0.004378060333333333,290.93372666666664,0.36485627666666665,9.0,0.20617365333333332,0.0,0.7,2.466666666666667,296.67333333333335,285.14,SA,1.0
2011,5,AR-Vir,62.83333333333333,25.5,135.33333333333334,0.23775939166666668,-0.003543944166666667,289.1244633333333,0.3688904533333333,9.0,0.21129066166666666,0.0,0.7,2.283333333333333,294.33666666666664,283.51,SA,1.0
2011,6,AR-Vir,49.0,21.0,106.0,0.21136451,-0.002709828,287.3152,0.37292463,9.0,0.21640767,0.0,0.7,2.1,292.0,281.88,SA,0.0
2011,7,AR-Vir,55.0,24.0,119.0,0.18242584,-0.003015079,286.8988,0.386298,9.0,0.17755991,0.0,0.67,2.0,291.5,280.04,SA,0.0
2011,8,AR-Vir,72.0,28.0,158.0,0.18276119,-0.004576981,288.80756,0.38348413,9.0,0.11838274,0.0,0.66,2.2,294.08,282.52,SA,0.0
2011,9,AR-Vir,101.0,32.0,222.0,0.21006429,-0.006154791,291.2943,0.3647775,9.0,0.10540362,0.0,0.61,2.1,300.92,284.12,SA,0.0
2011,10,AR-Vir,117.0,37.0,255.0,0.28600556,-0.006816447,294.14105,0.37912953,9.0,0.15533045,0.0,0.68,2.6,302.04,287.4,SA,0.0
2011,11,AR-Vir,137.0,43.0,297.0,0.34715226,-0.007331189,295.76166,0.36139324,9.0,0.19298722,0.0,0.7,3.0,304.52,289.4,SA,0.0
2011,12,AR-Vir,143.5,45.0,310.5,0.34830658000000003,-0.0091955345,298.70495500000004,0.31154041,9.0,0.17931429999999998,0.0,0.695,3.05,307.23,290.77,SA,1.0
2012,1,AR-Vir,150.0,47.0,324.0,0.3494609,-0.01105988,301.64825,0.26168758,9.0,0.16564138,0.0,0.69,3.1,309.94,292.14,SA,0.0
2012,2,AR-Vir,121.0,52.0,255.0,0.26720712,-0.00967826,302.7314,0.2692186,9.0,0.1188409,0.0,0.61,2.5,311.02,292.78,SA,0.0
2012,3,AR-Vir,119.0,36.0,259.0,0.27218473,-0.008565038,299.28296,0.26918423,9.0,0.15375136,0.0,0.71,2.8,307.62,290.46,SA,0.0
2012,4,AR-Vir,82.0,30.0,175.0,0.23835534,-0.00503153,293.89178,0.3200102,9.0,0.16134018,0.0,0.7,2.5,300.2,287.28,SA,0.0
2012,5,AR-Vir,72.0,22.0,155.0,0.21216469,-0.004194588,291.5248,0.29509848,9.0,0.16418244,0.0,0.73,2.3,298.18,285.38,SA,0.0
2002,1,AT-Neu,26.0,11.0,58.0,-0.003479731,-0.00141792,260.66064,0.27212936,5.0,0.3542498,98.03226,0.16,0.2,267.84,265.08,MF,0.0
2002,2,AT-Neu,46.5,20.5,105.0,0.013877716499999998,-0.0039678215,265.25325,0.27212936,5.0,0.31946592,85.16129,0.28,0.5,273.11,268.06,MF,1.0
2002,3,AT-Neu,67.0,30.0,152.0,0.031235164,-0.006517723,269.84586,0.27212936,5.0,0.28468204,72.29032,0.4,0.8,278.38,271.04,MF,0.0
2002,4,AT-Neu,79.0,48.0,177.0,0.047175948,-0.008353777,272.3154,0.27212936,5.0,0.19794841,72.7,0.38,0.9,279.74,268.84,MF,0.0
2002,5,AT-Neu,80.0,54.0,173.0,0.24571215,-0.007596985,276.5257,0.27212936,5.0,0.27997357,12.32258,0.64,2.4,288.84,274.56,MF,0.0
2002,6,AT-Neu,112.0,56.0,249.0,0.33910477,-0.012672886,282.68622,0.28147867,5.0,0.2599248,0.0,0.69,2.7,293.38,281.4,MF,0.0
2002,7,AT-Neu,95.0,50.0,208.0,0.34887245,-0.011351332,283.5834,0.2770454,5.0,0.31352216,0.0,0.74,3.3,293.44,278.86,MF,0.0
2002,8,AT-Neu,84.0,44.0,186.0,0.26559213,-0.009925142,282.76358,0.2741223,5.0,0.2887128,0.0,0.72,2.8,292.14,277.74,MF,0.0
2002,9,AT-Neu,64.0,31.0,141.0,0.19242159,-0.007749774,277.3741,0.26633948,5.0,0.30418327,4.133333,0.63,2.3,286.54,274.86,MF,0.0
2002,10,AT-Neu,46.0,21.0,103.0,0.09794027,-0.004792459,272.6443,0.27674684,5.0,0.21516412,2.387097,0.62,1.3,282.38,272.02,MF,0.0
2002,11,AT-Neu,20.0,12.0,44.0,0.05626147,-0.001307979,270.5769,0.28952578,5.0,0.17758535,10.366667,0.42,0.7,274.86,269.6,MF,0.0
2002,12,AT-Neu,17.0,9.0,37.0,0.019383058,-0.000649639,265.8846,0.28923210666666666,5.0,0.22442947,63.51613,0.19,0.3,268.34,265.26,MF,0.0
2003,1,AT-Neu,21.0,11.0,47.0,0.001766447,-0.000908323,261.05444,0.28893843333333336,5.0,0.3542498,89.451614,0.13,0.1,264.44,261.7,MF,0.0
2003,2,AT-Neu,43.0,17.0,100.0,-0.003396501,-0.003581472,260.71283,0.28864476,5.0,0.67299956,99.03571,0.19,0.2,266.12,262.84,MF,0.0
2003,3,AT-Neu,64.0,31.0,145.5,0.0512521875,-0.006029876,266.09204,0.28835108666666665,5.0,0.448360615,64.134522,0.32999999999999996,0.6500000000000001,273.58000000000004,265.53,MF,1.0
2003,4,AT-Neu,85.0,45.0,191.0,0.105900876,-0.00847828,271.47125,0.28805741333333335,5.0,0.22372167,29.233334,0.47,1.1,281.04,268.22,MF,0.0
2003,5,AT-Neu,100.0,53.0,224.0,0.25487185,-0.009436399,277.3662,0.28776374,5.0,0.25669459,0.0,0.69,2.6,291.24,276.16,MF,0.0
2003,6,AT-Neu,115.0,56.0,255.0,0.30054885,-0.014684022,284.92883,0.28699058,5.0,0.25806665,0.0,0.71,2.9,294.82,284.1,MF,0.0
2003,7,AT-Neu,106.0,51.0,235.0,0.3067095,-0.013798915,284.37164,0.2772571,5.0,0.27183333,0.0,0.73,3.0,295.28,281.16,MF,0.0
2003,8,AT-Neu,98.0,43.0,218.0,0.21934868,-0.016004711,285.89185,0.2741223,5.0,0.19616462,0.0,0.67,2.3,298.84,283.58,MF,0.0
2003,9,AT-Neu,73.0,29.0,164.0,0.15882345,-0.009941816,278.83917,0.26633948,5.0,0.21167946,0.0,0.67,1.9,290.54,275.88,MF,0.0
2003,10,AT-Neu,42.0,21.0,92.0,0.084957235,-0.003932513,270.21954,0.27674684,5.0,0.25726876,19.709677,0.53,1.0,279.24,267.44,MF,0.0
2003,11,AT-Neu,27.0,12.0,60.0,0.042884283,-0.00216873,269.90256,0.28952578,5.0,0.1975288,13.633333,0.46,0.8,279.86,269.14,MF,0.0
2003,12,AT-Neu,16.0,9.0,35.0,0.010589608,-0.000564225,262.92627,0.2868716485714286,5.0,0.22442947,57.83871,0.29,0.4,270.6,263.46,MF,0.0
2004,1,AT-Neu,33.33333333333333,16.666666666666668,74.66666666666666,0.008129401,-0.0025031766666666665,264.49338,0.28421751714285715,5.0,0.31907698,69.0,0.27999999999999997,0.4,272.38,264.24,MF,1.0
2004,2,AT-Neu,50.666666666666664,24.333333333333336,114.33333333333333,0.005669194,-0.004442128333333333,266.06048999999996,0.28156338571428574,5.0,0.41372449,80.16129000000001,0.27,0.4,274.16,265.02,MF,1.0
2004,3,AT-Neu,68.0,32.0,154.0,0.003208987,-0.00638108,267.6276,0.2789092542857143,5.0,0.508372,91.32258,0.26,0.4,275.94,265.8,MF,0.0
2004,4,AT-Neu,77.0,47.0,170.0,0.07531562,-0.007709824,272.4693,0.2762551228571429,5.0,0.20088528,34.2,0.39,1.0,285.72,265.9,MF,0.0
2004,5,AT-Neu,86.5,50.0,190.0,0.190623775,-0.0082629885,275.4157,0.2736009914285714,5.0,0.23827376,17.1,0.535,1.85,289.68,270.08,MF,1.0
2004,6,AT-Neu,96.0,53.0,210.0,0.30593193,-0.008816153,278.3621,0.27094686,5.0,0.27566224,0.0,0.68,2.7,293.64,274.26,MF,0.0
2004,7,AT-Neu,88.0,51.0,193.0,0.31785998,-0.010290802,281.87262,0.2772934,5.0,0.29157087,0.0,0.66,2.6,293.92,278.68,MF,0.0
2004,8,AT-Neu,88.0,45.0,193.0,0.25474748,-0.011205748,283.51367,0.2854005,5.0,0.2836054,0.0,0.68,2.5,293.48,280.12,MF,0.0
2004,9,AT-Neu,77.0,28.0,172.0,0.19063297,-0.009539481,280.03143,0.26882875,5.0,0.28108755,0.0,0.72,2.4,290.34,277.58,MF,0.0
2004,10,AT-Neu,46.0,22.0,103.0,0.10351406,-0.004820772,276.67578,0.28281778,5.0,0.24189042,2.8064516,0.57,1.2,284.18,272.7,MF,0.0
2004,11,AT-Neu,20.0,13.0,44.0,0.038972657,-0.002113462,266.26236,0.28952578,5.0,0.18863545,42.3,0.28,0.4,272.38,265.4,MF,0.0
2004,12,AT-Neu,18.0,9.0,39.0,0.015044762,-0.00115066,262.0055,0.28756424,5.0,0.23539095,44.16129,0.26,0.4,271.92,264.72,MF,0.0
2005,1,AT-Neu,21.0,11.0,46.0,0.00429276,-0.000999533,260.2472,0.2856027,5.0,0.3542498,88.16129,0.16,0.2,267.6,260.94,MF,0.0
2005,2,AT-Neu,37.0,19.0,84.0,-0.003382801,-0.002230063,260.76898,0.28364116,5.0,0.6988014,100.0,0.18,0.2,266.22,257.98,MF,0.0
2005,3,AT-Neu,62.0,33.0,138.0,0.016187768,-0.005827442,267.5932,0.28167962,5.0,0.47204253,79.258064,0.27,0.5,275.92,263.86,MF,0.0
2005,4,AT-Neu,75.0,44.0,167.0,0.09649879,-0.008174874,272.71204,0.27971808,5.0,0.16840036,19.833334,0.49,1.2,285.46,268.18,MF,0.0
2005,5,AT-Neu,95.0,54.0,208.0,0.26058018,-0.009461753,276.38037,0.27775654,5.0,0.28753647,5.322581,0.59,2.1,290.9,272.76,MF,0.0
2005,6,AT-Neu,101.0,58.0,222.0,0.30773652,-0.012036338,281.23517,0.27170563,5.0,0.2540945,0.0,0.71,2.8,296.2,277.84,MF,0.0
2005,7,AT-Neu,88.5,49.0,193.5,0.28868552999999997,-0.0102660875,281.263765,0.282333515,5.0,0.278980575,0.0,0.71,2.8,294.4,278.03,MF,1.0
2005,8,AT-Neu,76.0,40.0,165.0,0.26963454,-0.008495837,281.29236,0.2929614,5.0,0.30386665,0.0,0.71,2.8,292.6,278.22,MF,0.0
2005,9,AT-Neu,73.0,32.0,162.0,0.18467186,-0.00864362,280.05298,0.26602262,5.0,0.27730656,0.0,0.71,2.5,289.74,278.0,MF,0.0
2005,10,AT-Neu,54.0,20.0,123.0,0.11125828,-0.006654091,276.28345,0.2746334,5.0,0.24150781,0.0,0.67,1.5,286.94,275.86,MF,0.0
2005,11,AT-Neu,26.0,13.0,59.0,0.033208307,-0.0027688,266.661,0.28952578,5.0,0.21850868,38.366665,0.38,0.6,274.38,264.64,MF,0.0
2005,12,AT-Neu,30.0,15.333333333333334,67.66666666666667,0.020953993999999997,-0.002763877666666667,265.64546,0.28923210666666666,5.0,0.3825391533333333,58.87539666666666,0.32,0.4666666666666667,272.31333333333333,263.00666666666666,MF,1.0
2006,1,AT-Neu,34.0,17.666666666666668,76.33333333333333,0.008699680999999997,-0.002758955333333333,264.62991999999997,0.28893843333333336,5.0,0.5465696266666666,79.38412833333334,0.26,0.3333333333333333,270.24666666666667,261.37333333333333,MF,1.0
2006,2,AT-Neu,38.0,20.0,85.0,-0.003554632,-0.002754033,263.61438,0.28864476,5.0,0.7106001,99.89286,0.2,0.2,268.18,259.74,MF,0.0
2006,3,AT-Neu,56.5,33.5,125.0,0.028955394,-0.005593481000000001,268.04236000000003,0.28835108666666665,5.0,0.45427425499999996,64.6297635,0.35,0.7,277.27,263.33000000000004,MF,1.0
2006,4,AT-Neu,75.0,47.0,165.0,0.06146542,-0.008432929,272.47034,0.28805741333333335,5.0,0.19794841,29.366667,0.5,1.2,286.36,266.92,MF,0.0
2006,5,AT-Neu,85.0,57.0,186.0,0.1849156,-0.007948533,275.8753,0.28776374,5.0,0.28063864,0.9932088,0.54,1.9,287.72,270.74,MF,0.0
2006,6,AT-Neu,106.0,52.0,235.0,0.29904163,-0.011409111,280.21152,0.2710908,5.0,0.26291966,0.0,0.68,2.6,293.92,277.68,MF,0.0
2006,7,AT-Neu,120.0,49.0,269.0,0.31614256,-0.016190104,286.09027,0.28283587,5.0,0.2831507,0.0,0.73,3.2,298.08,282.82,MF,0.0
2006,8,AT-Neu,70.0,43.0,152.0,0.23371567,-0.006964646,279.6833,0.28065792,5.0,0.27534515,0.0,0.67,2.4,290.58,273.2,MF,0.0
2006,9,AT-Neu,85.0,29.0,191.0,0.18196468,-0.010451745,282.359,0.27556533,5.0,0.263838,0.0,0.68,2.2,293.7,279.62,MF,0.0
2006,10,AT-Neu,53.0,21.0,119.0,0.116177574,-0.005923338,277.0031,0.27267128,5.0,0.23561807,0.29032257,0.68,1.6,286.3,275.24,MF,0.0
2006,11,AT-Neu,26.0,13.0,57.0,0.046445146,-0.002380483,268.42838,0.28952578,5.0,0.16125087,2.1333334,0.49,0.8,280.28,270.3,MF,0.0
2006,12,AT-Neu,23.0,11.5,50.5,0.036942944,-0.001816869,267.12804,0.28976495333333335,5.0,0.257750335,26.9698917,0.37,0.6000000000000001,277.48,268.83000000000004,MF,1.0
2007,1,AT-Neu,20.0,10.0,44.0,0.027440742,-0.001253255,265.8277,0.2900041266666667,5.0,0.3542498,51.80645,0.25,0.4,274.68,267.36,MF,0.0
2007,2,AT-Neu,37.0,19.0,84.0,0.04543161,-0.003472418,267.13712,0.2902433,5.0,0.6948624,31.321428,0.32,0.4,275.9,265.6,MF,0.0
2007,3,AT-Neu,56.0,31.0,125.0,0.051145878,-0.00597126,269.03094,0.2904824733333333,5.0,0.18230633,47.29032,0.39,0.7,279.98,266.08,MF,0.0
2007,4,AT-Neu,95.0,40.0,215.0,0.14706884,-0.011400737,275.03253,0.29072164666666667,5.0,0.19895813,12.833333,0.64,1.9,291.54,274.44,MF,0.0
2007,5,AT-Neu,91.0,52.0,199.0,0.267808,-0.010048151,277.61877,0.29096082,5.0,0.274206,0.0,0.64,2.3,290.72,274.26,MF,0.0
2007,6,AT-Neu,104.0,56.0,228.0,0.32468426,-0.010093741,282.29245,0.2963492,5.0,0.27225012,0.0,0.62,2.2,292.94,275.38,MF,0.0
2007,7,AT-Neu,108.0,47.0,239.0,0.3100913,-0.013208173,283.53363,0.2604731,5.0,0.28080535,0.0,0.72,3.0,296.16,279.58,MF,0.0
2007,8,AT-Neu,83.0,40.0,183.0,0.25143927,-0.009375788,282.63553,0.27276513,5.0,0.26529568,0.0,0.66,2.5,292.7,277.84,MF,0.0
2007,9,AT-Neu,62.0,33.0,137.0,0.17341045,-0.006985024,276.52405,0.23900063,5.0,0.26810944,1.2,0.71,2.2,288.22,274.9,MF,0.0
2007,10,AT-Neu,49.0,21.0,111.0,0.09557639,-0.005296394,273.34274,0.26246196,5.0,0.24625675,4.451613,0.59,1.2,283.96,271.12,MF,0.0
2007,11,AT-Neu,21.0,11.0,45.0,0.019376136,-0.001695819,265.43384,0.28952578,5.0,0.19778527,62.466667,0.25,0.4,270.74,264.62,MF,0.0
2007,12,AT-Neu,18.0,9.0,41.0,0.018018618,-0.000670545,261.30658,0.28916849,5.0,0.22442947,64.6129,0.19,0.2,268.0,263.8,MF,0.0
2008,1,AT-Neu,21.0,10.0,48.0,0.02701498,-0.001362614,265.18433,0.2888112,5.0,0.3542498,60.129032,0.24,0.3,270.88,265.54,MF,0.0
2008,2,AT-Neu,41.0,18.0,93.0,0.03084804,-0.004267782,265.96683,0.28845391,5.0,0.6948624,48.896553,0.33,0.5,274.68,264.66,MF,0.0
2008,3,AT-Neu,55.0,34.0,124.0,0.041837174,-0.004843131,267.66058,0.28809662,5.0,0.2791404,46.903225,0.33,0.6,276.86,262.08,MF,0.0
2008,4,AT-Neu,67.0,46.0,144.0,0.06888645,-0.006306347,271.8772,0.28773933,5.0,0.20088528,44.766666,0.44,1.2,286.16,266.4,MF,0.0
2008,5,AT-Neu,90.0,55.0,198.0,0.2511026,-0.00972414,276.56097,0.28738204,5.0,0.28118792,4.806452,0.57,2.0,291.48,271.44,MF,0.0
2008,6,AT-Neu,97.0,57.0,211.0,0.31198156,-0.008062288,280.60223,0.29654488,5.0,0.28303248,0.0,0.66,2.6,292.4,274.8,MF,0.0
2008,7,AT-Neu,98.0,54.0,215.0,0.32746246,-0.01046399,282.8792,0.27692088,5.0,0.31601664,0.0,0.7,2.9,292.88,276.52,MF,0.0
2008,8,AT-Neu,96.0,42.0,212.0,0.26417068,-0.010331474,283.58286,0.26053265,5.0,0.29642078,0.0,0.73,2.8,293.44,280.28,MF,0.0
2008,9,AT-Neu,68.0,31.0,151.0,0.18546592,-0.007984266,278.094,0.26764807,5.0,0.30025986,0.0,0.64,2.0,286.78,273.8,MF,0.0
2008,10,AT-Neu,48.0,20.0,107.0,0.10188052,-0.005195484,275.32248,0.27259362,5.0,0.247181,2.8387096,0.64,1.4,285.1,272.08,MF,0.0
2008,11,AT-Neu,24.0,13.0,53.0,0.035730015,-0.001908392,267.0865,0.28952578,5.0,0.19858861,33.566666,0.34,0.5,275.14,266.74,MF,0.0
2008,12,AT-Neu,15.0,9.0,32.0,-0.003414001,-0.000597529,263.45386,0.28923210666666666,5.0,0.22477254,97.22581,0.14,0.2,267.3,262.98,MF,0.0
2009,1,AT-Neu,20.0,11.0,46.0,-0.003479731,-0.000986449,260.6815,0.28893843333333336,5.0,0.6287109,98.22581,0.16,0.2,266.38,261.88,MF,0.0
2009,2,AT-Neu,36.0,20.0,80.0,-0.003897268,-0.001943253,263.53717,0.28864476,5.0,0.7135107,99.78571,0.18,0.2,266.8,258.38,MF,0.0
2009,3,AT-Neu,50.0,34.0,109.0,-0.003349023,-0.004704565,267.8853,0.28835108666666665,5.0,0.28468204,96.354836,0.24,0.4,273.36,263.72,MF,0.0
2009,4,AT-Neu,84.0,47.0,188.0,0.07231642,-0.009193562,274.06628,0.28805741333333335,5.0,0.19794841,37.633335,0.53,1.5,288.06,273.24,MF,0.0
2009,5,AT-Neu,92.0,55.0,202.0,0.27540255,-0.008779414,277.10068,0.28776374,5.0,0.30201513,0.9677419,0.67,2.7,292.3,273.66,MF,0.0
2009,6,AT-Neu,87.0,57.0,188.0,0.26470485,-0.008911066,279.99988,0.28099346,5.0,0.2898341,0.0,0.62,2.4,293.66,274.62,MF,0.0
2009,7,AT-Neu,95.0,52.0,209.0,0.26109454,-0.010297678,283.41077,0.2651548,5.0,0.3028254,0.0,0.61,2.4,293.74,279.76,MF,0.0
2009,8,AT-Neu,103.0,42.0,230.0,0.27626306,-0.011987284,284.80722,0.2591155,5.0,0.29902172,0.0,0.77,3.2,295.14,281.38,MF,0.0
2009,9,AT-Neu,78.0,31.0,175.0,0.2030583,-0.008974269,280.90698,0.2591967,5.0,0.29543024,0.0,0.72,2.5,289.34,276.94,MF,0.0
2009,10,AT-Neu,43.0,23.0,95.0,0.10779114,-0.004807942,273.09296,0.27916285,5.0,0.25942075,23.548388,0.54,1.1,282.46,267.0,MF,0.0
2009,11,AT-Neu,23.0,12.0,51.0,0.058321908,-0.001919359,269.54196,0.28952578,5.0,0.18998146,24.3,0.42,0.7,277.66,268.64,MF,0.0
2009,12,AT-Neu,13.0,8.0,29.0,0.000428076,-0.00053668,261.26367,0.29353518,5.0,0.22442947,89.19355,0.28,0.4,264.3,258.7,MF,0.0
2010,1,AT-Neu,21.0,11.0,47.0,-0.001221665,-0.001009889,260.75677,0.29754458,5.0,0.3542498,99.129036,0.18,0.2,265.38,260.08,MF,0.0
2010,2,AT-Neu,37.0,19.0,84.0,0.003733904,-0.002464421,263.12067,0.30155398,5.0,0.6870738,95.64286,0.22,0.3,268.32,260.06,MF,0.0
2010,3,AT-Neu,60.0,34.0,134.0,0.021558143,-0.005298086,267.3919,0.30556338,5.0,0.3017188,77.77419,0.29,0.5,275.4,262.12,MF,0.0
2010,4,AT-Neu,82.0,45.0,184.0,0.08762679,-0.008775257,272.50854,0.30957278,5.0,0.19794841,33.6,0.54,1.4,286.38,269.22,MF,0.0
2010,5,AT-Neu,71.0,53.0,150.0,0.247258,-0.005353391,275.3612,0.31358218,5.0,0.2804201,1.3548387,0.56,1.8,290.56,269.1,MF,0.0
2010,6,AT-Neu,100.0,51.0,220.0,0.32160378,-0.009599827,279.77417,0.28049424,5.0,0.28309298,0.0,0.73,3.0,295.8,276.66,MF,0.0
2010,7,AT-Neu,105.0,47.0,232.0,0.33916086,-0.013846569,285.00476,0.2686337,5.0,0.30944917,0.0,0.72,3.1,296.54,281.46,MF,0.0
2010,8,AT-Neu,85.0,45.0,186.0,0.27292618,-0.008248106,282.50732,0.27391058,5.0,0.29809183,0.0,0.73,2.9,292.32,278.0,MF,0.0
2010,9,AT-Neu,69.0,33.0,153.0,0.20024525,-0.007524177,277.8356,0.24750026,5.0,0.3040034,0.5,0.64,2.1,287.7,274.42,MF,0.0
2010,10,AT-Neu,48.0,20.0,107.0,0.09727172,-0.005383074,273.02228,0.26911572,5.0,0.26825404,22.709677,0.54,1.2,281.52,271.18,MF,0.0
2010,11,AT-Neu,23.0,13.0,50.0,0.043263704,-0.001397096,267.8693,0.28952578,5.0,0.22600906,36.066666,0.35,0.5,275.72,265.22,MF,0.0
2010,12,AT-Neu,14.0,9.0,30.0,-0.002851689,-0.000488162,261.04773,0.28923210666666666,5.0,0.22442947,100.0,0.23,0.3,265.84,257.76,MF,0.0
2011,1,AT-Neu,21.0,11.0,47.0,0.01430571,-0.001215279,262.82367,0.28893843333333336,5.0,0.3542498,83.51613,0.24,0.3,269.3,261.78,MF,0.0
2011,2,AT-Neu,39.0,18.0,88.0,0.023179026,-0.003444858,265.7978,0.28864476,5.0,0.6948624,72.78571,0.27,0.4,272.44,263.88,MF,0.0
2011,3,AT-Neu,64.0,30.0,145.0,0.058573388,-0.007123135,269.5346,0.28835108666666665,5.0,0.29966563,44.064518,0.42,0.8,280.02,267.56,MF,0.0
2011,4,AT-Neu,90.0,44.0,204.0,0.15106861,-0.009759389,274.06744,0.28805741333333335,5.0,0.21869281,5.5333333,0.6,1.7,289.28,273.48,MF,0.0
2011,5,AT-Neu,101.0,49.0,226.0,0.27441964,-0.010538466,276.9087,0.28776374,5.0,0.28091756,0.48387095,0.68,2.6,292.6,275.78,MF,0.0
