date,SITE_ID,year,month,TIMESTAMP,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,MODIS_LC,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,MODIS_PFT
2010-01-01,AR-SLu,2010.0,1.0,201001.0,154.0,40.0,336.0,0.20432499,-0.013386652,302.46967,0.15152083,7.0,0.035415366,0.0,0.49,1.2,313.84,293.58,SH
2010-02-01,AR-SLu,2010.0,2.0,201002.0,120.0,46.0,258.0,0.1455303,-0.008937791,298.78864,0.16655783,7.0,0.000400779,0.0,0.43,0.9,309.86,292.96,SH
2010-03-01,AR-SLu,2010.0,3.0,201003.0,107.0,31.0,231.0,0.10980482,-0.008132122,297.54816,0.16407675,7.0,-0.022856813,0.0,0.41,0.8,309.18,290.52,SH
2010-04-01,AR-SLu,2010.0,4.0,201004.0,81.0,27.0,175.0,0.076728895,-0.00675834,291.69604,0.12401654,7.0,-0.042024087,0.0,0.36,0.5,303.24,286.34,SH
2010-05-01,AR-SLu,2010.0,5.0,201005.0,56.0,19.0,122.0,0.066020064,-0.004725121,287.05652,0.14272605,7.0,-0.010640754,0.0,0.37,0.5,296.2,277.82,SH
2010-06-01,AR-SLu,2010.0,6.0,201006.0,48.0,15.0,105.0,0.055993885,-0.003966339,284.32104,0.15315518,7.0,-0.0314929,0.0,0.33,0.4,293.18,276.8,SH
2010-07-01,AR-SLu,2010.0,7.0,201007.0,58.0,15.0,129.0,0.044577617,-0.004890211,282.39343,0.11506776,7.0,-0.07298639,0.0,0.32,0.4,292.12,271.64,SH
2010-08-01,AR-SLu,2010.0,8.0,201008.0,72.0,23.0,158.0,0.03940548,-0.006607018,285.98975,0.12942678,7.0,-0.12023627,0.0,0.26,0.3,298.98,276.72,SH
2010-09-01,AR-SLu,2010.0,9.0,201009.0,92.0,30.0,202.0,0.043048184,-0.007369228,289.56998,0.14007734,7.0,-0.13769455,0.0,0.25,0.4,303.02,281.76,SH
2010-10-01,AR-SLu,2010.0,10.0,201010.0,124.0,35.0,271.0,0.076557115,-0.009151526,292.5633,0.16722338,7.0,-0.10536736,0.0,0.32,0.6,305.08,283.92,SH
2010-11-01,AR-SLu,2010.0,11.0,201011.0,147.0,39.0,322.0,0.10822074,-0.01190903,298.02554,0.14072989,7.0,-0.06737776,0.0,0.38,0.8,311.82,288.0,SH
2010-12-01,AR-SLu,2010.0,12.0,201012.0,157.0,38.0,344.0,0.09730604,-0.014495663,303.0575,0.14455558,7.0,-0.08736732,0.0,0.35,0.7,316.2,291.4,SH
2011-01-01,AR-SLu,2011.0,1.0,201101.0,153.0,42.0,333.0,0.12373857,-0.012760364,302.67914,0.15524794,7.0,-0.05742977,0.0,0.39,0.8,314.56,292.3,SH
2011-02-01,AR-SLu,2011.0,2.0,201102.0,123.0,40.0,266.0,0.17441228,-0.009652332,298.49115,0.18353738,7.0,0.015588671,0.0,0.46,1.0,308.54,290.96,SH
2011-03-01,AR-SLu,2011.0,3.0,201103.0,114.0,34.0,247.0,0.18305057,-0.009239569,297.05414,0.1653738,7.0,0.057314258,0.0,0.52,1.1,307.88,290.2,SH
2010-03-01,AR-Vir,2010.0,3.0,201003.0,117.0,36.0,250.0,0.35580766,-0.00634148,297.72784,0.32501653,9.0,0.30432472,0.0,0.78,3.5,302.72,292.26,SA
2010-04-01,AR-Vir,2010.0,4.0,201004.0,80.0,29.0,172.0,0.2839798,-0.005368337,293.50464,0.32063323,9.0,0.2673957,0.0,0.73,2.8,298.5,287.4,SA
2010-10-01,AR-Vir,2010.0,10.0,201010.0,119.0,41.0,260.0,0.25308308,-0.006693386,292.3426,0.37036404,9.0,0.13657345,0.0,0.64,2.4,301.3,285.58,SA
2010-11-01,AR-Vir,2010.0,11.0,201011.0,143.0,40.0,313.0,0.31803423,-0.009438761,296.23062,0.30845198,9.0,0.14476806,0.0,0.67,2.8,304.5,287.16,SA
2010-12-01,AR-Vir,2010.0,12.0,201012.0,132.0,48.0,282.0,0.3697338,-0.007714525,298.17078,0.34871957,9.0,0.18570562,0.0,0.7,3.2,306.02,291.66,SA
2011-06-01,AR-Vir,2011.0,6.0,201106.0,49.0,21.0,106.0,0.21136451,-0.002709828,287.3152,0.37292463,9.0,0.21640767,0.0,0.7,2.1,292.0,281.88,SA
2011-07-01,AR-Vir,2011.0,7.0,201107.0,55.0,24.0,119.0,0.18242584,-0.003015079,286.8988,0.386298,9.0,0.17755991,0.0,0.67,2.0,291.5,280.04,SA
2011-08-01,AR-Vir,2011.0,8.0,201108.0,72.0,28.0,158.0,0.18276119,-0.004576981,288.80756,0.38348413,9.0,0.11838274,0.0,0.66,2.2,294.08,282.52,SA
2011-09-01,AR-Vir,2011.0,9.0,201109.0,101.0,32.0,222.0,0.21006429,-0.006154791,291.2943,0.3647775,9.0,0.10540362,0.0,0.61,2.1,300.92,284.12,SA
2011-10-01,AR-Vir,2011.0,10.0,201110.0,117.0,37.0,255.0,0.28600556,-0.006816447,294.14105,0.37912953,9.0,0.15533045,0.0,0.68,2.6,302.04,287.4,SA
2011-11-01,AR-Vir,2011.0,11.0,201111.0,137.0,43.0,297.0,0.34715226,-0.007331189,295.76166,0.36139324,9.0,0.19298722,0.0,0.7,3.0,304.52,289.4,SA
2012-01-01,AR-Vir,2012.0,1.0,201201.0,150.0,47.0,324.0,0.3494609,-0.01105988,301.64825,0.26168758,9.0,0.16564138,0.0,0.69,3.1,309.94,292.14,SA
2012-02-01,AR-Vir,2012.0,2.0,201202.0,121.0,52.0,255.0,0.26720712,-0.00967826,302.7314,0.2692186,9.0,0.1188409,0.0,0.61,2.5,311.02,292.78,SA
2012-03-01,AR-Vir,2012.0,3.0,201203.0,119.0,36.0,259.0,0.27218473,-0.008565038,299.28296,0.26918423,9.0,0.15375136,0.0,0.71,2.8,307.62,290.46,SA
2012-04-01,AR-Vir,2012.0,4.0,201204.0,82.0,30.0,175.0,0.23835534,-0.00503153,293.89178,0.3200102,9.0,0.16134018,0.0,0.7,2.5,300.2,287.28,SA
2012-05-01,AR-Vir,2012.0,5.0,201205.0,72.0,22.0,155.0,0.21216469,-0.004194588,291.5248,0.29509848,9.0,0.16418244,0.0,0.73,2.3,298.18,285.38,SA
2002-01-31,AT-Neu,2002.0,1.0,200201.0,26.0,11.0,58.0,-0.003479731,-0.00141792,260.66064,0.27212936,5.0,0.3542498,98.03226,0.16,0.2,267.84,265.08,MF
2002-02-28,AT-Neu,2002.000000052154,1.952900976629949,200201.95290619205,47.557642892633226,16.292999929688254,108.01033253535232,0.02527061490599905,-0.003881683370506379,265.8798166334508,0.27212936,5.000000000000001,0.3510851787720923,76.89668548111003,0.3438161334824273,0.6540922261086701,274.77525434978094,270.23486257055276,MF
2002-03-31,AT-Neu,2002.0,3.0,200203.0,67.0,30.0,152.0,0.031235164,-0.006517723,269.84586,0.27212936,5.0,0.28468204,72.29032,0.4,0.8,278.38,271.04,MF
2002-04-30,AT-Neu,2002.0,4.0,200204.0,79.0,48.0,177.0,0.047175948,-0.008353777,272.3154,0.27212936,5.0,0.19794841,72.7,0.38,0.9,279.74,268.84,MF
2002-05-31,AT-Neu,2002.0,5.0,200205.0,80.0,54.0,173.0,0.24571215,-0.007596985,276.5257,0.27212936,5.0,0.27997357,12.32258,0.64,2.4,288.84,274.56,MF
2002-06-30,AT-Neu,2002.0,6.0,200206.0,112.0,56.0,249.0,0.33910477,-0.012672886,282.68622,0.28147867,5.0,0.2599248,0.0,0.69,2.7,293.38,281.4,MF
2002-07-31,AT-Neu,2002.0,7.0,200207.0,95.0,50.0,208.0,0.34887245,-0.011351332,283.5834,0.2770454,5.0,0.31352216,0.0,0.74,3.3,293.44,278.86,MF
2002-08-31,AT-Neu,2002.0,8.0,200208.0,84.0,44.0,186.0,0.26559213,-0.009925142,282.76358,0.2741223,5.0,0.2887128,0.0,0.72,2.8,292.14,277.74,MF
2002-09-30,AT-Neu,2002.0,9.0,200209.0,64.0,31.0,141.0,0.19242159,-0.007749774,277.3741,0.26633948,5.0,0.30418327,4.133333,0.63,2.3,286.54,274.86,MF
2002-10-31,AT-Neu,2002.0,10.0,200210.0,46.0,21.0,103.0,0.09794027,-0.004792459,272.6443,0.27674684,5.0,0.21516412,2.387097,0.62,1.3,282.38,272.02,MF
2002-11-30,AT-Neu,2002.0,11.0,200211.0,20.0,12.0,44.0,0.05626147,-0.001307979,270.5769,0.28952578,5.0,0.17758535,10.366667,0.42,0.7,274.86,269.6,MF
2002-12-31,AT-Neu,2002.0,12.0,200212.0,17.0,9.0,37.0,0.019383058,-0.000649639,265.8846,0.29766015922702227,5.0,0.22442947,63.51613,0.19,0.3,268.34,265.26,MF
2003-01-31,AT-Neu,2003.0,1.0,200301.0,21.0,11.0,47.0,0.001766447,-0.000908323,261.05444,0.29989322986640193,5.0,0.3542498,89.451614,0.13,0.1,264.44,261.7,MF
2003-02-28,AT-Neu,2003.0,2.0,200302.0,43.0,17.0,100.0,-0.003396501,-0.003581472,260.71283,0.2968378962780446,5.0,0.67299956,99.03571,0.19,0.2,266.12,262.84,MF
2003-03-31,AT-Neu,2002.9651996605203,3.457935730137444,200299.9779017821,66.80596214200573,30.998757080228806,152.62103122123844,0.020893976078778687,-0.0066977548246687545,265.2774761107343,0.291628335626111,5.0,0.5074744592321249,71.46613894708558,0.3005774532086518,0.3726029053158726,272.15089548276,264.5599105585324,MF
2003-04-30,AT-Neu,2003.0,4.0,200304.0,85.0,45.0,191.0,0.105900876,-0.00847828,271.47125,0.2886679988356238,5.0,0.22372167,29.233334,0.47,1.1,281.04,268.22,MF
2003-05-31,AT-Neu,2003.0,5.0,200305.0,100.0,53.0,224.0,0.25487185,-0.009436399,277.3662,0.28776374,5.0,0.25669459,0.0,0.69,2.6,291.24,276.16,MF
2003-06-30,AT-Neu,2003.0,6.0,200306.0,115.0,56.0,255.0,0.30054885,-0.014684022,284.92883,0.28699058,5.0,0.25806665,0.0,0.71,2.9,294.82,284.1,MF
2003-07-31,AT-Neu,2003.0,7.0,200307.0,106.0,51.0,235.0,0.3067095,-0.013798915,284.37164,0.2772571,5.0,0.27183333,0.0,0.73,3.0,295.28,281.16,MF
2003-08-31,AT-Neu,2003.0,8.0,200308.0,98.0,43.0,218.0,0.21934868,-0.016004711,285.89185,0.2741223,5.0,0.19616462,0.0,0.67,2.3,298.84,283.58,MF
2003-09-30,AT-Neu,2003.0,9.0,200309.0,73.0,29.0,164.0,0.15882345,-0.009941816,278.83917,0.26633948,5.0,0.21167946,0.0,0.67,1.9,290.54,275.88,MF
2003-10-31,AT-Neu,2003.0,10.0,200310.0,42.0,21.0,92.0,0.084957235,-0.003932513,270.21954,0.27674684,5.0,0.25726876,19.709677,0.53,1.0,279.24,267.44,MF
2003-11-30,AT-Neu,2003.0,11.0,200311.0,27.0,12.0,60.0,0.042884283,-0.00216873,269.90256,0.28952578,5.0,0.1975288,13.633333,0.46,0.8,279.86,269.14,MF
2003-12-31,AT-Neu,2003.0,12.0,200312.0,16.0,9.0,35.0,0.010589608,-0.000564225,262.92627,0.29691133238114387,5.0,0.22442947,57.83871,0.29,0.4,270.6,263.46,MF
2004-01-31,AT-Neu,2003.267586353206,9.798083287961425,200336.55671860857,24.538952593014713,11.805173716111192,55.207538305968626,-0.013733786833410644,-0.0012570150782358434,260.22473160599117,0.29751014989591346,5.000000000000002,0.3744254101863933,96.95732581699055,0.19079134583100427,0.1395584432700603,266.0977682573495,261.43130768065464,MF
2004-02-29,AT-Neu,2003.7331344474035,5.1709983026712525,200378.484443043,49.15768513151607,19.276570289553234,112.70021318153026,-0.02491814233620531,-0.004004951360430354,263.08343611702855,0.2919262556316389,5.000000000000001,0.5743622255709943,114.62891476623544,0.18999469483165157,0.11562088418340008,268.7131017348197,264.16358726766987,MF
2004-03-31,AT-Neu,2004.0,3.0,200403.0,68.0,32.0,154.0,0.003208987,-0.00638108,267.6276,0.28082052556982484,5.0,0.508372,91.32258,0.26,0.4,275.94,265.8,MF
2004-04-30,AT-Neu,2004.0,4.0,200404.0,77.0,47.0,170.0,0.07531562,-0.007709824,272.4693,0.27312680552537016,5.0,0.20088528,34.2,0.39,1.0,285.72,265.9,MF
2004-05-31,AT-Neu,2003.9933507774108,5.102055124160953,200404.43713286525,89.92413234646428,53.21296955194912,196.56793734991962,0.20319601504741117,-0.008215814507156707,275.707734112787,0.26976324912246286,5.0,0.17272014338851202,5.310602963926338,0.5686707697129479,2.006465640174721,291.58137731065636,269.26877167235074,MF
2004-06-30,AT-Neu,2004.0,6.0,200406.0,96.0,53.0,210.0,0.30593193,-0.008816153,278.3621,0.27094686,5.0,0.27566224,0.0,0.68,2.7,293.64,274.26,MF
2004-07-31,AT-Neu,2004.0,7.0,200407.0,88.0,51.0,193.0,0.31785998,-0.010290802,281.87262,0.2772934,5.0,0.29157087,0.0,0.66,2.6,293.92,278.68,MF
2004-08-31,AT-Neu,2004.0,8.0,200408.0,88.0,45.0,193.0,0.25474748,-0.011205748,283.51367,0.2854005,5.0,0.2836054,0.0,0.68,2.5,293.48,280.12,MF
2004-09-30,AT-Neu,2004.0,9.0,200409.0,77.0,28.0,172.0,0.19063297,-0.009539481,280.03143,0.26882875,5.0,0.28108755,0.0,0.72,2.4,290.34,277.58,MF
2004-10-31,AT-Neu,2004.0,10.0,200410.0,46.0,22.0,103.0,0.10351406,-0.004820772,276.67578,0.28281778,5.0,0.24189042,2.8064516,0.57,1.2,284.18,272.7,MF
2004-11-30,AT-Neu,2004.0,11.0,200411.0,20.0,13.0,44.0,0.038972657,-0.002113462,266.26236,0.28952578,5.0,0.18863545,42.3,0.28,0.4,272.38,265.4,MF
2004-12-31,AT-Neu,2004.0,12.0,200412.0,18.0,9.0,39.0,0.015044762,-0.00115066,262.0055,0.29256639414485985,5.0,0.23539095,44.16129,0.26,0.4,271.92,264.72,MF
2005-01-31,AT-Neu,2005.0,1.0,200501.0,21.0,11.0,46.0,0.00429276,-0.000999533,260.2472,0.29364017980135226,5.0,0.3542498,88.16129,0.16,0.2,267.6,260.94,MF
2005-02-28,AT-Neu,2005.0,2.0,200502.0,37.0,19.0,84.0,-0.003382801,-0.002230063,260.76898,0.29291951967486285,5.0,0.6988014,100.0,0.18,0.2,266.22,257.98,MF
2005-03-31,AT-Neu,2005.0,3.0,200503.0,62.0,33.0,138.0,0.016187768,-0.005827442,267.5932,0.2900872235551318,5.0,0.47204253,79.258064,0.27,0.5,275.92,263.86,MF
2005-04-30,AT-Neu,2005.0,4.0,200504.0,75.0,44.0,167.0,0.09649879,-0.008174874,272.71204,0.2851428326332708,5.0,0.16840036,19.833334,0.49,1.2,285.46,268.18,MF
2005-05-31,AT-Neu,2005.0,5.0,200505.0,95.0,54.0,208.0,0.26058018,-0.009461753,276.38037,0.27775654,5.0,0.28753647,5.322581,0.59,2.1,290.9,272.76,MF
2005-06-30,AT-Neu,2005.0,6.0,200506.0,101.0,58.0,222.0,0.30773652,-0.012036338,281.23517,0.27170563,5.0,0.2540945,0.0,0.71,2.8,296.2,277.84,MF
2005-07-31,AT-Neu,2005.0001651645061,6.998073832623373,200507.01459028322,89.31803271133604,50.98929699699138,194.90277186696045,0.3106114084411267,-0.010726234325348602,282.4441327524194,0.2875061244255084,4.999999999999999,0.2702902744958424,-1.2483263173579175,0.7348991822153086,2.964497782628396,296.0577307852884,279.0626297081578,MF
2005-08-31,AT-Neu,2005.0,8.0,200508.0,76.0,40.0,165.0,0.26963454,-0.008495837,281.29236,0.2929614,5.0,0.30386665,0.0,0.71,2.8,292.6,278.22,MF
2005-09-30,AT-Neu,2005.0,9.0,200509.0,73.0,32.0,162.0,0.18467186,-0.00864362,280.05298,0.26602262,5.0,0.27730656,0.0,0.71,2.5,289.74,278.0,MF
2005-10-31,AT-Neu,2005.0,10.0,200510.0,54.0,20.0,123.0,0.11125828,-0.006654091,276.28345,0.2746334,5.0,0.24150781,0.0,0.67,1.5,286.94,275.86,MF
2005-11-30,AT-Neu,2005.0,11.0,200511.0,26.0,13.0,59.0,0.033208307,-0.0027688,266.661,0.28952578,5.0,0.21850868,38.366665,0.38,0.6,274.38,264.64,MF
2005-12-31,AT-Neu,2005.2576918246596,8.945078942875112,200534.7142614088,14.982013269418573,10.63807866258103,33.46099472393651,-0.009188277629462989,-0.000660155121568472,261.1325963777956,0.30152393284975754,5.0,0.3806047957891387,76.4250821351292,0.18066703586490163,0.09713424304340657,265.7831705074839,257.92391362812236,MF
2006-01-31,AT-Neu,2005.7366004458456,4.231941302161043,200577.89198588673,23.963649737647877,13.090740434568197,53.86029071355315,-0.010440965397116872,-0.0009873523425351324,261.3317650987136,0.3095677391916412,5.0,0.6779398752857054,101.54367727619582,0.14098878145834057,0.03003631169386305,264.25167740194536,257.90422743222945,MF
2006-02-28,AT-Neu,2006.0,2.0,200602.0,38.0,20.0,85.0,-0.003554632,-0.002754033,263.61438,0.3134342674843062,5.0,0.7106001,99.89286,0.2,0.2,268.18,259.74,MF
2006-03-31,AT-Neu,2006.0469590570706,2.4591886040836965,200607.15509431114,58.296492997064036,32.934208326817775,129.27057162695453,0.008586396430488707,-0.006238568881367111,268.0184549673548,0.3122499821834276,5.0,0.4294097613757896,69.01213238463782,0.36354199775375917,0.6204221117130156,278.28627686085144,263.20078026959584,MF
2006-04-30,AT-Neu,2006.0,4.0,200604.0,75.0,47.0,165.0,0.06146542,-0.008432929,272.47034,0.3038797746984441,5.0,0.19794841,29.366667,0.5,1.2,286.36,266.92,MF
2006-05-31,AT-Neu,2006.0,5.0,200605.0,85.0,57.0,186.0,0.1849156,-0.007948533,275.8753,0.28776374,5.0,0.28063864,0.9932088,0.54,1.9,287.72,270.74,MF
2006-06-30,AT-Neu,2006.0,6.0,200606.0,106.0,52.0,235.0,0.29904163,-0.011409111,280.21152,0.2710908,5.0,0.26291966,0.0,0.68,2.6,293.92,277.68,MF
2006-07-31,AT-Neu,2006.0,7.0,200607.0,120.0,49.0,269.0,0.31614256,-0.016190104,286.09027,0.28283587,5.0,0.2831507,0.0,0.73,3.2,298.08,282.82,MF
2006-08-31,AT-Neu,2006.0,8.0,200608.0,70.0,43.0,152.0,0.23371567,-0.006964646,279.6833,0.28065792,5.0,0.27534515,0.0,0.67,2.4,290.58,273.2,MF
2006-09-30,AT-Neu,2006.0,9.0,200609.0,85.0,29.0,191.0,0.18196468,-0.010451745,282.359,0.27556533,5.0,0.263838,0.0,0.68,2.2,293.7,279.62,MF
2006-10-31,AT-Neu,2006.0,10.0,200610.0,53.0,21.0,119.0,0.116177574,-0.005923338,277.0031,0.27267128,5.0,0.23561807,0.29032257,0.68,1.6,286.3,275.24,MF
2006-11-30,AT-Neu,2006.0,11.0,200611.0,26.0,13.0,57.0,0.046445146,-0.002380483,268.42838,0.28952578,5.0,0.16125087,2.1333334,0.49,0.8,280.28,270.3,MF
2006-12-31,AT-Neu,2006.5025053562558,5.953433394771147,200656.20396902037,14.53803580909279,8.094900867341394,30.707118145940612,0.018745366365278397,-0.0007316746760305871,265.1356047977673,0.3014280021446772,5.0,0.14037469615342663,33.309965071789826,0.3107813573403486,0.4452117294667664,276.192857001378,268.32531622282295,MF
2007-01-31,AT-Neu,2007.0,1.0,200701.0,20.0,10.0,44.0,0.027440742,-0.001253255,265.8277,0.30279444278079437,5.0,0.3542498,51.80645,0.25,0.4,274.68,267.36,MF
2007-02-28,AT-Neu,2007.0,2.0,200702.0,37.0,19.0,84.0,0.04543161,-0.003472418,267.13712,0.29497291827099104,5.0,0.6948624,31.321428,0.32,0.4,275.9,265.6,MF
2007-03-31,AT-Neu,2007.0,3.0,200703.0,56.0,31.0,125.0,0.051145878,-0.00597126,269.03094,0.2852216239550235,5.0,0.18230633,47.29032,0.39,0.7,279.98,266.08,MF
2007-04-30,AT-Neu,2007.0,4.0,200704.0,95.0,40.0,215.0,0.14706884,-0.011400737,275.03253,0.2839100939984299,5.0,0.19895813,12.833333,0.64,1.9,291.54,274.44,MF
2007-05-31,AT-Neu,2007.0,5.0,200705.0,91.0,52.0,199.0,0.267808,-0.010048151,277.61877,0.29096082,5.0,0.274206,0.0,0.64,2.3,290.72,274.26,MF
2007-06-30,AT-Neu,2007.0,6.0,200706.0,104.0,56.0,228.0,0.32468426,-0.010093741,282.29245,0.2963492,5.0,0.27225012,0.0,0.62,2.2,292.94,275.38,MF
2007-07-31,AT-Neu,2007.0,7.0,200707.0,108.0,47.0,239.0,0.3100913,-0.013208173,283.53363,0.2604731,5.0,0.28080535,0.0,0.72,3.0,296.16,279.58,MF
2007-08-31,AT-Neu,2007.0,8.0,200708.0,83.0,40.0,183.0,0.25143927,-0.009375788,282.63553,0.27276513,5.0,0.26529568,0.0,0.66,2.5,292.7,277.84,MF
2007-09-30,AT-Neu,2007.0,9.0,200709.0,62.0,33.0,137.0,0.17341045,-0.006985024,276.52405,0.23900063,5.0,0.26810944,1.2,0.71,2.2,288.22,274.9,MF
2007-10-31,AT-Neu,2007.0,10.0,200710.0,49.0,21.0,111.0,0.09557639,-0.005296394,273.34274,0.26246196,5.0,0.24625675,4.451613,0.59,1.2,283.96,271.12,MF
2007-11-30,AT-Neu,2007.0,11.0,200711.0,21.0,11.0,45.0,0.019376136,-0.001695819,265.43384,0.28952578,5.0,0.19778527,62.466667,0.25,0.4,270.74,264.62,MF
2007-12-31,AT-Neu,2007.0,12.0,200712.0,18.0,9.0,41.0,0.018018618,-0.000670545,261.30658,0.30498623539547015,5.0,0.22442947,64.6129,0.19,0.2,268.0,263.8,MF
2008-01-31,AT-Neu,2008.0,1.0,200801.0,21.0,10.0,48.0,0.02701498,-0.001362614,265.18433,0.3070722630482004,5.0,0.3542498,60.129032,0.24,0.3,270.88,265.54,MF
2008-02-29,AT-Neu,2008.0,2.0,200802.0,41.0,18.0,93.0,0.03084804,-0.004267782,265.96683,0.2969157455909901,5.0,0.6948624,48.896553,0.33,0.5,274.68,264.66,MF
2008-03-31,AT-Neu,2008.0,3.0,200803.0,55.0,34.0,124.0,0.041837174,-0.004843131,267.66058,0.28424357264643263,5.0,0.2791404,46.903225,0.33,0.6,276.86,262.08,MF
2008-04-30,AT-Neu,2008.0,4.0,200804.0,67.0,46.0,144.0,0.06888645,-0.006306347,271.8772,0.2811337804307482,5.0,0.20088528,44.766666,0.44,1.2,286.16,266.4,MF
2008-05-31,AT-Neu,2008.0,5.0,200805.0,90.0,55.0,198.0,0.2511026,-0.00972414,276.56097,0.28738204,5.0,0.28118792,4.806452,0.57,2.0,291.48,271.44,MF
2008-06-30,AT-Neu,2008.0,6.0,200806.0,97.0,57.0,211.0,0.31198156,-0.008062288,280.60223,0.29654488,5.0,0.28303248,0.0,0.66,2.6,292.4,274.8,MF
2008-07-31,AT-Neu,2008.0,7.0,200807.0,98.0,54.0,215.0,0.32746246,-0.01046399,282.8792,0.27692088,5.0,0.31601664,0.0,0.7,2.9,292.88,276.52,MF
2008-08-31,AT-Neu,2008.0,8.0,200808.0,96.0,42.0,212.0,0.26417068,-0.010331474,283.58286,0.26053265,5.0,0.29642078,0.0,0.73,2.8,293.44,280.28,MF
2008-09-30,AT-Neu,2008.0,9.0,200809.0,68.0,31.0,151.0,0.18546592,-0.007984266,278.094,0.26764807,5.0,0.30025986,0.0,0.64,2.0,286.78,273.8,MF
2008-10-31,AT-Neu,2008.0,10.0,200810.0,48.0,20.0,107.0,0.10188052,-0.005195484,275.32248,0.27259362,5.0,0.247181,2.8387096,0.64,1.4,285.1,272.08,MF
2008-11-30,AT-Neu,2008.0,11.0,200811.0,24.0,13.0,53.0,0.035730015,-0.001908392,267.0865,0.28952578,5.0,0.19858861,33.566666,0.34,0.5,275.14,266.74,MF
2008-12-31,AT-Neu,2008.0,12.0,200812.0,15.0,9.0,32.0,-0.003414001,-0.000597529,263.45386,0.3025782901474678,5.0,0.22477254,97.22581,0.14,0.2,267.3,262.98,MF
2009-01-31,AT-Neu,2009.0,1.0,200901.0,20.0,11.0,46.0,-0.003479731,-0.000986449,260.6815,0.30762356963267506,5.0,0.6287109,98.22581,0.16,0.2,266.38,261.88,MF
2009-02-28,AT-Neu,2009.0,2.0,200902.0,36.0,20.0,80.0,-0.003897268,-0.001943253,263.53717,0.3052982107004508,5.0,0.7135107,99.78571,0.18,0.2,266.8,258.38,MF
2009-03-31,AT-Neu,2009.0,3.0,200903.0,50.0,34.0,109.0,-0.003349023,-0.004704565,267.8853,0.29902732446251884,5.0,0.28468204,96.354836,0.24,0.4,273.36,263.72,MF
2009-04-30,AT-Neu,2009.0,4.0,200904.0,84.0,47.0,188.0,0.07231642,-0.009193562,274.06628,0.29330814075501255,5.0,0.19794841,37.633335,0.53,1.5,288.06,273.24,MF
2009-05-31,AT-Neu,2009.0,5.0,200905.0,92.0,55.0,202.0,0.27540255,-0.008779414,277.10068,0.28776374,5.0,0.30201513,0.9677419,0.67,2.7,292.3,273.66,MF
2009-06-30,AT-Neu,2009.0,6.0,200906.0,87.0,57.0,188.0,0.26470485,-0.008911066,279.99988,0.28099346,5.0,0.2898341,0.0,0.62,2.4,293.66,274.62,MF
2009-07-31,AT-Neu,2009.0,7.0,200907.0,95.0,52.0,209.0,0.26109454,-0.010297678,283.41077,0.2651548,5.0,0.3028254,0.0,0.61,2.4,293.74,279.76,MF
2009-08-31,AT-Neu,2009.0,8.0,200908.0,103.0,42.0,230.0,0.27626306,-0.011987284,284.80722,0.2591155,5.0,0.29902172,0.0,0.77,3.2,295.14,281.38,MF
2009-09-30,AT-Neu,2009.0,9.0,200909.0,78.0,31.0,175.0,0.2030583,-0.008974269,280.90698,0.2591967,5.0,0.29543024,0.0,0.72,2.5,289.34,276.94,MF
2009-10-31,AT-Neu,2009.0,10.0,200910.0,43.0,23.0,95.0,0.10779114,-0.004807942,273.09296,0.27916285,5.0,0.25942075,23.548388,0.54,1.1,282.46,267.0,MF
2009-11-30,AT-Neu,2009.0,11.0,200911.0,23.0,12.0,51.0,0.058321908,-0.001919359,269.54196,0.28952578,5.0,0.18998146,24.3,0.42,0.7,277.66,268.64,MF
2009-12-31,AT-Neu,2009.0,12.0,200912.0,13.0,8.0,29.0,0.000428076,-0.00053668,261.26367,0.3007958454060264,5.0,0.22442947,89.19355,0.28,0.4,264.3,258.7,MF
2010-01-31,AT-Neu,2010.0,1.0,201001.0,21.0,11.0,47.0,-0.001221665,-0.001009889,260.75677,0.3152587373044069,5.0,0.3542498,99.129036,0.18,0.2,265.38,260.08,MF
2010-02-28,AT-Neu,2010.0,2.0,201002.0,37.0,19.0,84.0,0.003733904,-0.002464421,263.12067,0.3310662969823242,5.0,0.6870738,95.64286,0.22,0.3,268.32,260.06,MF
2010-03-31,AT-Neu,2010.0,3.0,201003.0,60.0,34.0,134.0,0.021558143,-0.005298086,267.3919,0.34206756604061483,5.0,0.3017188,77.77419,0.29,0.5,275.4,262.12,MF
2010-04-30,AT-Neu,2010.0,4.0,201004.0,82.0,45.0,184.0,0.08762679,-0.008775257,272.50854,0.33636967944950036,5.0,0.19794841,33.6,0.54,1.4,286.38,269.22,MF
2010-05-31,AT-Neu,2010.0,5.0,201005.0,71.0,53.0,150.0,0.247258,-0.005353391,275.3612,0.31358218,5.0,0.2804201,1.3548387,0.56,1.8,290.56,269.1,MF
2010-06-30,AT-Neu,2010.0,6.0,201006.0,100.0,51.0,220.0,0.32160378,-0.009599827,279.77417,0.28049424,5.0,0.28309298,0.0,0.73,3.0,295.8,276.66,MF
2010-07-31,AT-Neu,2010.0,7.0,201007.0,105.0,47.0,232.0,0.33916086,-0.013846569,285.00476,0.2686337,5.0,0.30944917,0.0,0.72,3.1,296.54,281.46,MF
