year,month,SITE_ID,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,MODIS_LC,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,MODIS_IGBP,MODIS_PFT,gap_flag_month
2011,7,BE-Dor,75.0,52.0,157.0,0.42512116,-0.004966848,288.59412,0.29555446,12.0,0.2651393,0.0,0.59,2.0,295.66,282.44,CRO,CRO,0.0
2011,8,BE-Dor,80.0,44.0,170.0,0.36896312,-0.004280455,289.77045,0.30870152,12.0,0.23040943,0.0,0.59,2.1,295.76,284.36,CRO,CRO,0.0
2011,9,BE-Dor,65.0,32.0,140.0,0.28187543,-0.00369779,288.33533,0.30384162,12.0,0.21930005,0.0,0.58,1.8,294.6,283.64,CRO,CRO,0.0
2011,10,BE-Dor,40.0,19.0,87.0,0.22157606,-0.002446134,283.53363,0.31759694,12.0,0.21570005,0.0,0.66,1.7,289.74,277.52,CRO,CRO,0.0
2011,11,BE-Dor,22.0,11.0,49.0,0.13514425,-0.001092315,280.25775,0.33270448,12.0,0.17240344,0.0,0.62,1.2,283.66,276.16,CRO,CRO,0.0
2011,12,BE-Dor,9.0,6.0,20.0,0.10562504,-0.001002573,277.16006,0.35942638,12.0,0.19779117,3.740038,0.46799999999999997,0.8400000000000001,274.86,271.58,CRO,CRO,0.0
2012,1,BE-Dor,14.0,9.0,30.0,0.09871211,-0.000867486,275.95685,0.36153632,12.0,0.27966368,16.129032,0.38,0.6,275.36,271.1,CRO,CRO,0.0
2012,2,BE-Dor,28.0,16.0,59.0,0.041500565,-0.001001969,272.14352,0.36130852,12.0,0.49008906,64.88526,0.24,0.3,271.8,266.36,CRO,CRO,0.0
2012,3,BE-Dor,56.0,27.0,125.0,0.17411119,-0.002482101,280.34937,0.34702232,12.0,0.10842366,0.44312394,0.49,1.0,287.44,274.32,CRO,CRO,0.0
2012,4,BE-Dor,63.0,44.0,135.0,0.29274192,-0.003651187,280.66913,0.31810716,12.0,0.2057654,0.0,0.5,1.3,286.7,274.56,CRO,CRO,0.0
2012,5,BE-Dor,92.0,47.0,200.0,0.5160652,-0.004641682,286.65958,0.2839889,12.0,0.35058457,0.0,0.78,3.5,293.96,279.5,CRO,CRO,0.0
2012,6,BE-Dor,77.0,53.0,162.0,0.55997807,-0.004407279,287.58902,0.30268857,12.0,0.3609491,0.0,0.58,2.1,292.42,282.64,CRO,CRO,0.0
2012,7,BE-Dor,92.2,50.8,197.6,0.47275481199999997,-0.0053552376,289.773746,0.29050114800000004,12.0,0.29612556,0.0,0.6619999999999999,2.62,295.816,283.39199999999994,CRO,CRO,1.0
2012,8,BE-Dor,97.0,43.0,209.0,0.3596144,-0.005652875,291.1291,0.27956176,12.0,0.21664868,0.0,0.65,2.4,297.76,284.52,CRO,CRO,0.0
2012,9,BE-Dor,64.0,31.0,137.0,0.27472892,-0.003599197,286.28934,0.2881805,12.0,0.21866722,0.0,0.64,2.1,291.98,279.56,CRO,CRO,0.0
2012,10,BE-Dor,34.0,18.0,73.0,0.1942055,-0.002274633,282.9107,0.34109294,12.0,0.21748799,0.0,0.57,1.2,285.54,278.06,CRO,CRO,0.0
2012,11,BE-Dor,16.0,10.0,35.0,0.09817944,-0.001163542,278.95483,0.35687682,12.0,0.20505585,0.0,0.32,0.5,280.92,274.72,CRO,CRO,0.0
2012,12,BE-Dor,8.0,6.0,17.0,0.0773443,-0.000916965,276.26617,0.36835614,12.0,0.17244838,0.0,0.46799999999999997,0.8400000000000001,273.12,269.44,CRO,CRO,0.0
2013,1,BE-Dor,11.0,9.0,23.0,0.026439229,-0.000579432,273.73996,0.36851943,12.0,0.17638566,68.872765,0.09,0.1,265.92,270.06,CRO,CRO,0.0
2013,2,BE-Dor,22.0,15.0,47.0,0.050455403,-0.000985362,272.1681,0.3551213,12.0,0.1504483,31.928572,0.32,0.5,275.04,266.52,CRO,CRO,0.0
2013,3,BE-Dor,45.0,29.0,97.0,0.09221568,-0.001995623,274.2304,0.34641933,12.0,0.079694025,20.129032,0.39,0.7,278.9,267.9,CRO,CRO,0.0
2013,4,BE-Dor,73.0,38.0,159.0,0.23296316,-0.003798813,280.57825,0.30714208,12.0,0.1362195,0.0,0.51,1.3,289.88,275.62,CRO,CRO,0.0
2013,5,BE-Dor,79.0,49.0,169.0,0.4736267,-0.003641054,283.61887,0.2933557,12.0,0.29920557,0.0,0.72,2.8,293.4,278.18,CRO,CRO,0.0
2013,6,BE-Dor,93.0,53.0,200.0,0.58760834,-0.004890703,287.9964,0.2756509,12.0,0.35680422,0.0,0.78,3.7,293.84,281.06,CRO,CRO,0.0
2013,7,BE-Dor,115.0,52.0,253.0,0.50972253,-0.006153442,292.56357,0.27798185,12.0,0.3236514,0.0,0.75,3.2,299.14,286.32,CRO,CRO,0.0
2013,8,BE-Dor,86.0,44.0,186.0,0.32804686,-0.005115986,290.6258,0.28261825,12.0,0.21607554,0.0,0.62,2.1,298.9,283.68,CRO,CRO,0.0
2013,9,BE-Dor,63.0,33.0,134.0,0.25989705,-0.003236339,287.12994,0.30483916,12.0,0.17956117,0.0,0.64,2.3,293.06,280.56,CRO,CRO,0.0
2013,10,BE-Dor,38.0,21.0,80.0,0.19631614,-0.002523817,284.75192,0.32475913,12.0,0.196239,0.0,0.58,1.4,287.04,280.38,CRO,CRO,0.0
2013,11,BE-Dor,14.0,9.0,30.0,0.17219241,-0.000946075,277.87512,0.35647193,12.0,0.19905129,0.0,0.61,1.3,281.06,273.92,CRO,CRO,0.0
2013,12,BE-Dor,14.0,7.0,30.0,0.10791038,-0.001277328,276.68304,0.3584943,12.0,0.21243659,1.4667932,0.47000000000000003,0.8600000000000001,278.14,270.98,CRO,CRO,0.0
2014,1,BE-Dor,15.0,9.0,34.0,0.10899179,-0.001218759,277.22375,0.36280945,12.0,0.18636614,1.9086021,0.5,0.8,278.42,272.88,CRO,CRO,0.0
2014,2,BE-Dor,25.0,15.0,53.0,0.15034904,-0.00203187,277.47122,0.36212224,12.0,0.18824947,0.42063493,0.51,0.9,279.7,273.62,CRO,CRO,0.0
2014,3,BE-Dor,58.0,27.0,129.0,0.2340663,-0.0029741,280.08484,0.3483849,12.0,0.17171933,0.0,0.61,1.3,286.36,274.02,CRO,CRO,0.0
2014,4,BE-Dor,76.0,43.0,164.0,0.41034064,-0.004222844,284.1847,0.29059848,12.0,0.31017008,0.0,0.61,1.9,291.86,277.14,CRO,CRO,0.0
2014,5,BE-Dor,91.0,49.0,196.0,0.56239796,-0.005025223,285.69843,0.27623284,12.0,0.39324266,0.0,0.78,3.4,293.4,278.86,CRO,CRO,0.0
2014,6,BE-Dor,104.0,55.0,225.0,0.5534488,-0.005799204,289.3291,0.2667704,12.0,0.35996255,0.0,0.75,3.3,294.86,281.88,CRO,CRO,0.0
2014,7,BE-Dor,93.0,46.0,198.0,0.4323788,-0.00493367,291.42386,0.29153925,12.0,0.25927895,0.0,0.67,2.7,299.0,284.96,CRO,CRO,0.0
2014,8,BE-Dor,72.0,45.0,153.0,0.32593754,-0.004135616,288.34412,0.31593803,12.0,0.22677319,0.0,0.63,2.3,293.58,283.1,CRO,CRO,0.0
2014,9,BE-Dor,65.0,32.0,140.0,0.27740687,-0.002838053,287.87613,0.31162918,12.0,0.22933014,0.0,0.7,2.3,293.7,282.9,CRO,CRO,0.0
2014,10,BE-Dor,35.0,19.0,75.0,0.1889548,-0.001939155,285.2398,0.34131742,12.0,0.2338689,0.0,0.67,1.6,291.12,280.76,CRO,CRO,0.0
2014,11,BE-Dor,18.0,10.0,39.0,0.10377841,-0.001210503,280.60852,0.35548055,12.0,0.22271845,0.0,0.56,1.1,283.22,274.88,CRO,CRO,0.0
2014,12,BE-Dor,8.0,6.0,16.0,0.07740602,-0.000661202,275.78595,0.3771518,12.0,0.17939436,24.725912,0.32599999999999996,0.5,276.56,269.84,CRO,CRO,0.0
2015,1,BE-Dor,11.0,8.0,23.0,0.07876371,-0.000821389,274.61523,0.36671734,12.0,0.17638566,15.346754,0.37,0.6,275.3,270.9,CRO,CRO,0.0
2015,2,BE-Dor,27.0,16.0,59.0,0.09073027,-0.001287676,274.6496,0.36892658,12.0,0.1682682,7.0,0.36,0.6,277.5,271.28,CRO,CRO,0.0
2015,3,BE-Dor,46.0,25.0,101.0,0.14295979,-0.002373137,278.153,0.3595439,12.0,0.10478397,0.0,0.47,0.9,283.94,272.32,CRO,CRO,0.0
2015,4,BE-Dor,87.0,38.0,192.0,0.33552042,-0.004266806,281.68036,0.33016795,12.0,0.23197263,0.0,0.66,2.1,290.62,276.36,CRO,CRO,0.0
2015,5,BE-Dor,92.0,54.0,199.0,0.57281286,-0.004626691,284.9571,0.27319473,12.0,0.3704956,0.0,0.7,2.6,289.96,278.46,CRO,CRO,0.0
2015,6,BE-Dor,119.0,55.0,259.0,0.5456528,-0.006412238,289.03265,0.26065224,12.0,0.340957,0.0,0.74,3.2,296.16,281.54,CRO,CRO,0.0
2015,7,BE-Dor,100.0,51.0,214.0,0.39913622,-0.006235868,291.73608,0.2699116,12.0,0.2386099,0.0,0.67,2.4,301.5,283.92,CRO,CRO,0.0
2015,8,BE-Dor,97.0,41.0,210.0,0.3439847,-0.005555585,291.72864,0.29823908,12.0,0.18185,0.0,0.67,2.5,298.34,284.98,CRO,CRO,0.0
2015,9,BE-Dor,58.0,33.0,124.0,0.29665703,-0.003410429,285.44098,0.31310752,12.0,0.22300829,0.0,0.68,2.6,291.02,280.58,CRO,CRO,0.0
2015,10,BE-Dor,32.0,18.0,69.0,0.17695434,-0.001605958,282.44232,0.3275887,12.0,0.21188962,0.0,0.53,1.0,287.84,279.22,CRO,CRO,0.0
2015,11,BE-Dor,18.0,10.0,38.0,0.10439105,-0.001518592,281.10718,0.34971637,12.0,0.18439665,0.0,0.49,0.9,283.52,276.38,CRO,CRO,0.0
2015,12,BE-Dor,13.6,8.2,28.8,0.093951064,-0.0010692356,278.39861,0.35831398,12.0,0.1875748,6.9553636,0.508,1.0,279.832,273.26800000000003,CRO,CRO,1.0
2016,1,BE-Dor,13.0,8.0,29.0,0.084834404,-0.000842862,275.34473,0.36623654,12.0,0.17638566,33.258064,0.32,0.4,276.76,268.76,CRO,CRO,0.0
2016,2,BE-Dor,27.0,14.0,58.0,0.15110138,-0.001646131,276.13138,0.37688032,12.0,0.16581462,1.6551725,0.48,0.9,277.92,268.06,CRO,CRO,0.0
2016,3,BE-Dor,44.0,27.0,95.0,0.18579464,-0.002251782,276.79755,0.35889927,12.0,0.15075791,0.0,0.46,0.9,282.2,271.04,CRO,CRO,0.0
2016,4,BE-Dor,73.0,42.0,160.0,0.37648374,-0.003916252,281.04443,0.33639273,12.0,0.2689789,0.0,0.69,2.4,288.0,275.04,CRO,CRO,0.0
2016,5,BE-Dor,91.0,47.0,198.0,0.5137687,-0.004541788,286.14062,0.28338492,12.0,0.34575722,0.0,0.65,2.6,293.64,279.0,CRO,CRO,0.0
2016,6,BE-Dor,84.0,53.0,177.0,0.5375932,-0.003982887,289.1835,0.30760756,12.0,0.36543876,0.0,0.72,3.0,296.4,283.18,CRO,CRO,0.0
2016,7,BE-Dor,94.0,53.0,199.0,0.42430913,-0.005169332,290.91296,0.28539005,12.0,0.261136,0.0,0.64,2.3,299.26,283.9,CRO,CRO,0.0
2016,8,BE-Dor,94.0,42.0,203.0,0.34910035,-0.004933342,290.83502,0.29366422,12.0,0.20354916,0.0,0.7,2.8,298.76,285.38,CRO,CRO,0.0
2016,9,BE-Dor,77.0,32.0,166.0,0.27823406,-0.004196569,289.93695,0.26993078,12.0,0.17446083,0.0,0.72,2.5,297.44,284.22,CRO,CRO,0.0
2016,10,BE-Dor,35.0,19.0,76.0,0.1749989,-0.001896329,282.36496,0.31206983,12.0,0.17878723,0.0,0.58,1.2,286.3,277.12,CRO,CRO,0.0
2016,11,BE-Dor,17.0,10.0,37.0,0.10958321,-0.001278497,278.22272,0.3422105,12.0,0.17891331,0.0,0.29,0.4,279.94,272.82,CRO,CRO,0.0
2016,12,BE-Dor,13.4,8.2,28.2,0.10357616399999998,-0.0010438589999999998,277.979786,0.35735803,12.0,0.181966106,6.9553636,0.5199999999999999,1.06,279.24,272.948,CRO,CRO,1.0
2017,1,BE-Dor,19.0,10.4,41.6,0.11049994780000001,-0.0011962502,275.13610200000005,0.367359564,12.0,0.171172076,12.8432718,0.458,0.8,277.02000000000004,269.23999999999995,CRO,CRO,1.0
2017,2,BE-Dor,39.8,21.0,86.8,0.16756939799999998,-0.0021863386,276.646112,0.35995651,12.0,0.147576698,2.3024628999999996,0.49800000000000005,0.9800000000000001,280.948,270.572,CRO,CRO,1.0
2017,3,BE-Dor,55.0,25.0,120.0,0.21665916,-0.003166206,281.029,0.35788387,12.0,0.1501597,0.0,0.55,1.2,285.78,274.1,CRO,CRO,0.0
2017,4,BE-Dor,73.0,41.0,159.0,0.39281246,-0.003834434,281.03265,0.2928977,12.0,0.26696166,0.0,0.66,2.1,288.04,273.5,CRO,CRO,0.0
2017,5,BE-Dor,102.0,46.0,219.0,0.4913996,-0.005256303,287.58984,0.25616616,12.0,0.30362734,0.0,0.74,3.1,296.56,279.24,CRO,CRO,0.0
2017,6,BE-Dor,107.0,59.0,231.0,0.49552912,-0.006866947,291.63757,0.25135055,12.0,0.31986794,0.0,0.71,2.8,298.7,284.5,CRO,CRO,0.0
2017,7,BE-Dor,95.0,52.4,203.4,0.442264444,-0.0056141138,291.45633799999996,0.275582698,12.0,0.26721944999999997,0.0,0.6699999999999999,2.52,299.312,284.284,CRO,CRO,1.0
2017,8,BE-Dor,76.0,44.0,161.0,0.37255347,-0.004096642,290.49023,0.29315892,12.0,0.20412119,0.0,0.65,2.2,298.42,283.86,CRO,CRO,0.0
2017,9,BE-Dor,59.0,33.0,128.0,0.2944737,-0.003169268,286.17505,0.3100497,12.0,0.23988096,0.0,0.61,1.9,290.02,280.38,CRO,CRO,0.0
2017,10,BE-Dor,38.0,21.0,81.0,0.22432844,-0.002492122,284.87625,0.3324583,12.0,0.25725114,0.0,0.67,1.7,287.62,280.42,CRO,CRO,0.0
2017,11,BE-Dor,17.0,10.0,36.0,0.15190391,-0.00108362,278.5144,0.3507008,12.0,0.19467498,0.0,0.57,1.1,280.26,273.28,CRO,CRO,0.0
2017,12,BE-Dor,7.0,5.0,14.0,0.07459663,-0.000677384,276.26868,0.36701068,12.0,0.17245123,10.050906,0.40599999999999997,0.7400000000000001,275.92,272.42,CRO,CRO,0.0
2018,1,BE-Dor,12.0,8.0,27.0,0.111197665,-0.00104095,277.68054,0.3675376,12.0,0.17638566,4.0992265,0.54,1.0,279.02,269.96,CRO,CRO,0.0
2018,2,BE-Dor,32.0,14.0,71.0,0.12660258,-0.001629919,271.90863,0.35942602,12.0,0.16088878,9.857142,0.58,1.1,276.1,268.52,CRO,CRO,0.0
2018,3,BE-Dor,41.0,25.0,90.0,0.15768923,-0.002237655,277.364,0.34669307,12.0,0.11026248,0.0,0.42,0.8,282.74,271.14,CRO,CRO,0.0
2018,4,BE-Dor,82.6,41.6,179.6,0.42445281800000007,-0.004181266,283.700368,0.289460366,12.0,0.27988778,0.0,0.6639999999999999,2.52,290.496,276.464,CRO,CRO,1.0
2018,5,BE-Dor,107.0,46.0,236.0,0.533367,-0.005287141,288.3277,0.2689048,12.0,0.35175192,0.0,0.78,3.6,295.86,281.26,CRO,CRO,0.0
2018,6,BE-Dor,100.0,53.0,214.0,0.5003327,-0.005395398,290.319,0.26914132,12.0,0.31496158,0.0,0.69,2.9,296.88,283.72,CRO,CRO,0.0
2018,7,BE-Dor,114.0,53.0,249.0,0.3813373,-0.007954761,295.05743,0.24040641,12.0,0.18553336,0.0,0.63,2.3,303.78,285.98,CRO,CRO,0.0
2018,8,BE-Dor,88.6,44.8,191.0,0.34638707,-0.0057451844,291.53599199999996,0.27122381,12.0,0.18129267200000002,0.0,0.642,2.2199999999999998,299.404,283.788,CRO,CRO,1.0
2018,9,BE-Dor,57.8,29.4,124.6,0.273041086,-0.0036720675999999996,287.04978800000004,0.30265391399999997,12.0,0.207558798,0.0,0.654,1.9200000000000004,292.128,280.98799999999994,CRO,CRO,1.0
2018,10,BE-Dor,42.0,18.0,91.0,0.24155231,-0.002869546,284.57617,0.30884358,12.0,0.21597153,0.0,0.71,1.8,290.52,279.5,CRO,CRO,0.0
2018,11,BE-Dor,21.0,10.0,46.0,0.14920036,-0.001375236,279.29132,0.3429599,12.0,0.19498588,0.0,0.62,1.3,282.46,274.62,CRO,CRO,0.0
2018,12,BE-Dor,11.0,7.0,24.0,0.114119984,-0.000743002,277.03418,0.35807678,12.0,0.17136157,0.0,0.4659999999999999,0.86,274.9,272.38,CRO,CRO,0.0
2019,1,BE-Dor,13.0,8.0,27.0,0.09155695,-0.000636756,274.0279,0.36220703,12.0,0.24134386,20.82541,0.13,0.2,275.26,266.48,CRO,CRO,0.0
2019,2,BE-Dor,79.8,41.2,67.8,0.128483954,-0.0020286052,276.127164,0.35832893599999993,12.0,0.163222654,6.136510400000001,0.41999999999999993,0.82,279.252,270.736,CRO,CRO,1.0
2019,3,BE-Dor,152.0,67.8,98.8,0.18463878,-0.0030157432000000005,278.22470799999996,0.344428804,12.0,0.158893576,1.9714284,0.53,1.24,283.148,272.82,CRO,CRO,1.0
2019,4,BE-Dor,215.4,88.4,185.2,0.4165662320000001,-0.0048007326000000005,284.21403399999997,0.28921658399999994,12.0,0.265207826,0.0,0.6639999999999999,2.54,291.104,276.86,CRO,CRO,1.0
2019,5,BE-Dor,90.0,50.0,194.0,0.5469958,-0.004290797,284.18765,0.2826401,12.0,0.3668355,0.0,0.72,3.0,289.28,277.18,CRO,CRO,0.0
2019,6,BE-Dor,117.0,55.0,255.0,0.5460273,-0.006577678,291.18658,0.27566105,12.0,0.33165884,0.0,0.73,3.1,298.08,284.14,CRO,CRO,0.0
2019,7,BE-Dor,103.0,52.0,222.0,0.3731936,-0.006845117,292.51083,0.26063573,12.0,0.19211845,0.0,0.65,2.4,302.34,284.46,CRO,CRO,0.0
2019,8,BE-Dor,88.0,43.0,190.0,0.32323608,-0.005565986,291.8639,0.28197744,12.0,0.15364842,0.0,0.62,2.1,298.98,284.3,CRO,CRO,0.0
2019,9,BE-Dor,62.0,32.0,133.0,0.2816149,-0.004263416,287.75757,0.27994055,12.0,0.17104194,0.0,0.66,2.1,293.5,280.34,CRO,CRO,0.0
2019,10,BE-Dor,33.0,19.0,70.0,0.20024323,-0.002364099,284.3382,0.34449223,12.0,0.19623719,0.0,0.61,1.3,288.54,277.42,CRO,CRO,0.0
2019,11,BE-Dor,18.0,10.0,38.0,0.120880015,-0.000977539,278.13324,0.3511931,12.0,0.21900752,0.0,0.56,1.0,279.38,272.82,CRO,CRO,0.0
2019,12,BE-Dor,12.0,7.0,26.0,0.088874795,-0.001105346,277.27103,0.36261398,12.0,0.17245123,1.0214,0.4659999999999999,0.8600000000000001,277.4,270.52,CRO,CRO,0.0
2020,1,BE-Dor,60.0,33.0,29.0,0.105799854,-0.000934415,277.29575,0.36114234,12.0,0.17638566,0.0,0.33,0.5,278.26,274.34,CRO,CRO,0.0
2020,2,BE-Dor,97.0,60.0,46.0,0.07774735,-0.002344042,278.37292,0.36538196,12.0,0.1642552,0.0,0.42,0.7,278.0,273.46,CRO,CRO,0.0
2020,3,BE-Dor,216.0,99.0,105.0,0.18882366,-0.003294654,278.96237,0.3579366,12.0,0.13936295,0.0,0.55,1.3,284.16,274.08,CRO,CRO,0.0
2020,4,BE-Dor,374.0,141.0,182.0,0.37233108,-0.005572446,284.51562,0.29270637,12.0,0.21969847,0.0,0.68,2.3,294.74,276.9,CRO,CRO,0.0
2020,5,BE-Dor,465.0,180.0,224.0,0.47244805,-0.006615624,286.6752,0.25513858,12.0,0.27749076,0.0,0.72,3.0,292.9,277.82,CRO,CRO,0.0
2020,6,BE-Dor,386.0,206.0,182.0,0.50506085,-0.0062856,290.18463,0.26776135,12.0,0.2809738,0.0,0.71,2.9,299.06,283.5,CRO,CRO,0.0
2020,7,BE-Dor,371.0,202.0,173.0,0.37727138,-0.006168418,290.82172,0.27110776,12.0,0.21948175,0.0,0.62,2.3,299.7,282.12,CRO,CRO,0.0
2020,8,BE-Dor,352.0,177.0,166.0,0.26974177,-0.006610468,294.26675,0.27117547,12.0,0.12506644,0.0,0.54,1.6,300.14,285.52,CRO,CRO,0.0
2020,9,BE-Dor,277.0,131.0,133.0,0.23765579,-0.004484646,289.52155,0.2757931,12.0,0.09940863,0.0,0.62,1.8,298.88,281.94,CRO,CRO,0.0
2020,10,BE-Dor,107.0,74.0,49.0,0.13613248,-0.002379611,283.4345,0.34845942,12.0,0.19685254,0.0,0.51,1.0,286.12,277.56,CRO,CRO,0.0
2020,11,BE-Dor,77.0,40.0,36.0,0.13889731,-0.001468964,280.6349,0.35105312,12.0,0.21954042,0.0,0.56,1.1,282.36,275.68,CRO,CRO,0.0
2020,12,BE-Dor,43.0,27.0,20.0,0.10511938,-0.000704125,277.3199,0.36710665,12.0,0.17244838,2.5889733,0.414,0.7,277.94,271.38,CRO,CRO,0.0
2021,1,BE-Dor,79.6,41.6,46.8,0.1150250958,-0.0016501634000000002,277.267896,0.362841106,12.0,0.179546666,4.984927300000001,0.394,0.74,278.94,271.664,CRO,CRO,1.0
2004,4,BE-Lon,76.0,44.0,166.0,0.23285817,-0.003849424,282.85992,0.21542807,12.0,0.13802911,0.0,0.45,1.0,290.76,274.94,CRO,CRO,0.0
2004,5,BE-Lon,94.0,51.0,205.0,0.3847969,-0.004489139,285.29327,0.20020968,12.0,0.2425461,0.0,0.56,1.6,294.94,277.8,CRO,CRO,0.0
2004,6,BE-Lon,102.0,59.0,218.0,0.5312408,-0.005376838,288.9617,0.20982012,12.0,0.36995664,0.0,0.63,2.2,294.88,281.94,CRO,CRO,0.0
2004,7,BE-Lon,92.0,48.0,199.0,0.459701,-0.005076043,290.19684,0.22885591,12.0,0.3384622,0.0,0.64,2.1,298.14,282.76,CRO,CRO,0.0
2004,8,BE-Lon,79.0,45.0,168.0,0.29946548,-0.004909083,291.6621,0.23088068,12.0,0.19160624,0.0,0.51,1.3,297.08,286.22,CRO,CRO,0.0
2004,9,BE-Lon,66.0,31.0,143.0,0.2494394,-0.004485581,288.47675,0.2435885,12.0,0.16260614,0.0,0.48,1.1,293.22,282.44,CRO,CRO,0.0
2004,10,BE-Lon,37.0,18.0,80.0,0.14549123,-0.002870321,284.4004,0.24995098,12.0,0.15913293,0.0,0.48,0.8,286.4,280.4,CRO,CRO,0.0
2004,11,BE-Lon,18.0,10.0,39.0,0.08317781,-0.00093472,278.83658,0.2684744,12.0,0.17691566,0.0,0.42,0.7,280.14,273.2,CRO,CRO,0.0
2004,12,BE-Lon,11.0,6.0,25.0,0.048459455,-0.000365414,274.96838,0.27778256,12.0,0.16242783,2.516129,0.382,0.6,275.36,271.6,CRO,CRO,0.0
2005,1,BE-Lon,16.0,9.0,34.0,0.04393686,-0.001177415,276.48547,0.29063338,12.0,0.113818005,18.806452,0.11,0.1,276.52,271.02,CRO,CRO,0.0
2005,2,BE-Lon,26.0,16.0,56.0,0.029246042,-0.001183115,274.1811,0.2540833,12.0,0.0740641,36.714287,0.23,0.3,273.8,267.1,CRO,CRO,0.0
2005,3,BE-Lon,46.0,28.0,98.0,0.07761605,-0.002243482,279.185,0.2628479,12.0,0.04044502,27.774193,0.34,0.6,282.84,273.06,CRO,CRO,0.0
2005,4,BE-Lon,70.0,40.0,152.0,0.24927045,-0.003323428,283.0421,0.24387649,12.0,0.17099781,0.0,0.53,1.2,291.56,276.32,CRO,CRO,0.0
2005,5,BE-Lon,96.0,48.0,209.0,0.36875695,-0.005026929,285.95068,0.2097345,12.0,0.24042842,0.0,0.53,1.4,293.64,278.74,CRO,CRO,0.0
2005,6,BE-Lon,117.0,55.0,256.0,0.44406754,-0.006150775,290.83673,0.2110805,12.0,0.26213023,0.0,0.6,1.8,300.34,282.16,CRO,CRO,0.0
2005,7,BE-Lon,88.0,52.0,186.0,0.43460673,-0.005193323,291.32773,0.2228838,12.0,0.28895077,0.0,0.65,2.2,299.64,283.18,CRO,CRO,0.0
2005,8,BE-Lon,84.0,46.0,181.0,0.34832233,-0.004187763,289.21228,0.22926548,12.0,0.18614389,2.7096775,0.53,1.4,296.96,282.86,CRO,CRO,0.0
2005,9,BE-Lon,65.6,35.0,140.8,0.282837606,-0.0037556046000000003,288.723268,0.238966552,12.0,0.174140228,0.5419355,0.5459999999999999,1.28,294.62,282.576,CRO,CRO,1.0
2005,10,BE-Lon,41.0,19.0,89.0,0.17990592,-0.002522208,286.38306,0.24378271,12.0,0.16146462,0.0,0.62,1.2,291.12,280.68,CRO,CRO,0.0
2005,11,BE-Lon,16.0,10.0,35.0,0.12521236,-0.001306243,278.75476,0.25776824,12.0,0.1970203,0.0,0.47,0.8,281.02,276.08,CRO,CRO,0.0
2005,12,BE-Lon,9.0,6.0,20.0,0.060288947,-0.00054419,275.41156,0.28811577,12.0,0.16175717,5.0010543,0.39,0.62,276.24,270.76,CRO,CRO,0.0
2006,1,BE-Lon,16.0,8.0,35.0,0.0508763,-0.000669129,273.38806,0.29425249,12.0,0.12649094,0.0,0.25,0.3,274.46,269.94,CRO,CRO,0.0
2006,2,BE-Lon,21.0,14.0,44.0,0.042322867,-0.001054548,274.58118,0.28860947,12.0,0.06713106,12.859337,0.27,0.4,276.3,270.58,CRO,CRO,0.0
2006,3,BE-Lon,49.0,27.0,106.0,0.057755277,-0.002284654,276.5715,0.2606745,12.0,0.03198831,16.064516,0.29,0.5,280.38,272.4,CRO,CRO,0.0
2006,4,BE-Lon,78.2,40.0,171.0,0.2658220014,-0.004024078,283.653798,0.226731066,12.0,0.174174962,3.2129032000000004,0.49399999999999994,1.2,290.86800000000005,276.92,CRO,CRO,1.0
2006,5,BE-Lon,76.0,46.0,163.0,0.38802403,-0.004515797,286.68976,0.23143454,12.0,0.2625455,0.0,0.54,1.5,291.36,279.46,CRO,CRO,0.0
2006,6,BE-Lon,115.0,57.0,249.0,0.45060596,-0.005104482,289.60605,0.2148735,12.0,0.26541346,0.0,0.63,1.9,298.78,282.64,CRO,CRO,0.0
2006,7,BE-Lon,122.0,51.0,267.0,0.42014244,-0.006956264,295.2895,0.19585042,12.0,0.2625871,0.0,0.64,1.9,303.24,287.72,CRO,CRO,0.0
2006,8,BE-Lon,69.0,48.0,145.0,0.3594368,-0.00374388,288.92157,0.24445674,12.0,0.16508469,0.0,0.53,1.4,294.16,283.18,CRO,CRO,0.0
2006,9,BE-Lon,68.0,31.0,146.0,0.27708358,-0.003838591,290.62268,0.23373933,12.0,0.1954018,0.0,0.57,1.3,297.64,283.72,CRO,CRO,0.0
2006,10,BE-Lon,38.0,20.0,82.0,0.17686354,-0.002601199,286.6164,0.24808004,12.0,0.17076078,0.0,0.53,0.9,289.02,280.08,CRO,CRO,0.0
2006,11,BE-Lon,20.0,10.0,44.0,0.11674429,-0.001453921,281.17252,0.2671935,12.0,0.20436686,0.0,0.46,0.8,283.58,276.88,CRO,CRO,0.0
2006,12,BE-Lon,11.0,7.0,23.0,0.082755625,-0.001197614,277.791,0.286285,12.0,0.18963932,0.0,0.4,0.6399999999999999,278.38,274.88,CRO,CRO,0.0
2007,1,BE-Lon,12.0,7.0,26.0,0.081302986,-0.001545556,278.82965,0.28444195,12.0,0.124838226,0.0,0.34,0.5,276.26,273.76,CRO,CRO,0.0
2007,2,BE-Lon,24.0,14.0,51.0,0.10783509,-0.001513779,278.69962,0.2834573,12.0,0.09514543,0.0,0.4,0.6,279.42,273.16,CRO,CRO,0.0
