year,month,SITE_ID,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,MODIS_LC,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,MODIS_IGBP,MODIS_PFT,gap_flag_month
2009,12,AR-SLu,118.4,33.0,259.4,0.07290751179999999,-0.009906492999999999,293.841214,0.144402594,7.0,-0.103608652,0.0,0.312,0.5599999999999999,307.02,284.36,OSH,SH,1.0
2010,1,AR-SLu,154.0,40.0,336.0,0.20432499,-0.013386652,302.46967,0.15152083,7.0,0.035415366,0.0,0.49,1.2,313.84,293.58,OSH,SH,0.0
2010,2,AR-SLu,120.0,46.0,258.0,0.1455303,-0.008937791,298.78864,0.16655783,7.0,0.000400779,0.0,0.43,0.9,309.86,292.96,OSH,SH,0.0
2010,3,AR-SLu,107.0,31.0,231.0,0.10980482,-0.008132122,297.54816,0.16407675,7.0,-0.022856813,0.0,0.41,0.8,309.18,290.52,OSH,SH,0.0
2010,4,AR-SLu,81.0,27.0,175.0,0.076728895,-0.00675834,291.69604,0.12401654,7.0,-0.042024087,0.0,0.36,0.5,303.24,286.34,OSH,SH,0.0
2010,5,AR-SLu,56.0,19.0,122.0,0.066020064,-0.004725121,287.05652,0.14272605,7.0,-0.010640754,0.0,0.37,0.5,296.2,277.82,OSH,SH,0.0
2010,6,AR-SLu,48.0,15.0,105.0,0.055993885,-0.003966339,284.32104,0.15315518,7.0,-0.0314929,0.0,0.33,0.4,293.18,276.8,OSH,SH,0.0
2010,7,AR-SLu,58.0,15.0,129.0,0.044577617,-0.004890211,282.39343,0.11506776,7.0,-0.07298639,0.0,0.32,0.4,292.12,271.64,OSH,SH,0.0
2010,8,AR-SLu,72.0,23.0,158.0,0.03940548,-0.006607018,285.98975,0.12942678,7.0,-0.12023627,0.0,0.26,0.3,298.98,276.72,OSH,SH,0.0
2010,9,AR-SLu,92.0,30.0,202.0,0.043048184,-0.007369228,289.56998,0.14007734,7.0,-0.13769455,0.0,0.25,0.4,303.02,281.76,OSH,SH,0.0
2010,10,AR-SLu,124.0,35.0,271.0,0.076557115,-0.009151526,292.5633,0.16722338,7.0,-0.10536736,0.0,0.32,0.6,305.08,283.92,OSH,SH,0.0
2010,11,AR-SLu,147.0,39.0,322.0,0.10822074,-0.01190903,298.02554,0.14072989,7.0,-0.06737776,0.0,0.38,0.8,311.82,288.0,OSH,SH,0.0
2010,12,AR-SLu,157.0,38.0,344.0,0.09730604,-0.014495663,303.0575,0.14455558,7.0,-0.08736732,0.0,0.35,0.7,316.2,291.4,OSH,SH,0.0
2011,1,AR-SLu,153.0,42.0,333.0,0.12373857,-0.012760364,302.67914,0.15524794,7.0,-0.05742977,0.0,0.39,0.8,314.56,292.3,OSH,SH,0.0
2011,2,AR-SLu,123.0,40.0,266.0,0.17441228,-0.009652332,298.49115,0.18353738,7.0,0.015588671,0.0,0.46,1.0,308.54,290.96,OSH,SH,0.0
2011,3,AR-SLu,114.0,34.0,247.0,0.18305057,-0.009239569,297.05414,0.1653738,7.0,0.057314258,0.0,0.52,1.1,307.88,290.2,OSH,SH,0.0
2011,4,AR-SLu,96.2,30.2,208.2,0.12200332579999999,-0.007701496800000001,294.36920200000003,0.15594610399999997,7.0,-0.0005237450000000008,0.0,0.42400000000000004,0.78,305.008,287.168,OSH,SH,1.0
2010,2,AR-Vir,117.4,40.0,252.0,0.30572804200000003,-0.008202599,298.979018,0.289148034,9.0,0.20199081200000002,0.0,0.704,2.9400000000000004,305.96000000000004,291.008,SAV,SA,1.0
2010,3,AR-Vir,117.0,36.0,250.0,0.35580766,-0.00634148,297.72784,0.32501653,9.0,0.30432472,0.0,0.78,3.5,302.72,292.26,SAV,SA,0.0
2010,4,AR-Vir,80.0,29.0,172.0,0.2839798,-0.005368337,293.50464,0.32063323,9.0,0.2673957,0.0,0.73,2.8,298.5,287.4,SAV,SA,0.0
2010,5,AR-Vir,80.0,27.6,171.6,0.2603344,-0.0047291526,292.792852,0.326736614,9.0,0.22273014200000002,0.0,0.728,2.6399999999999997,298.32000000000005,286.84000000000003,SAV,SA,1.0
2010,6,AR-Vir,65.6,24.8,142.0,0.21453920600000004,-0.003972962599999999,289.61019999999996,0.35168769400000005,9.0,0.188785692,0.0,0.698,2.2800000000000002,294.852,283.44399999999996,SAV,SA,1.0
2010,7,AR-Vir,69.8,25.4,152.0,0.19975610400000005,-0.0041302534,289.16813199999996,0.360516548,9.0,0.15638727600000002,0.0,0.6739999999999999,2.1399999999999997,295.336,282.788,SAV,SA,1.0
2010,8,AR-Vir,92.8,32.4,202.8,0.22286799200000001,-0.0054513368,290.69686199999995,0.37681064,9.0,0.138650034,0.0,0.652,2.26,297.96799999999996,283.93199999999996,SAV,SA,1.0
2010,9,AR-Vir,110.4,35.6,241.6,0.24998967,-0.0067360732000000005,292.563226,0.361241436,9.0,0.132091664,0.0,0.652,2.4200000000000004,300.568,285.356,SAV,SA,1.0
2010,10,AR-Vir,119.0,41.0,260.0,0.25308308,-0.006693386,292.3426,0.37036404,9.0,0.13657345,0.0,0.64,2.4,301.3,285.58,SAV,SA,0.0
2010,11,AR-Vir,143.0,40.0,313.0,0.31803423,-0.009438761,296.23062,0.30845198,9.0,0.14476806,0.0,0.67,2.8,304.5,287.16,SAV,SA,0.0
2010,12,AR-Vir,132.0,48.0,282.0,0.3697338,-0.007714525,298.17078,0.34871957,9.0,0.18570562,0.0,0.7,3.2,306.02,291.66,SAV,SA,0.0
2011,1,AR-Vir,117.4,40.0,252.0,0.30572804200000003,-0.008202599,298.979018,0.289148034,9.0,0.20199081200000002,0.0,0.704,2.94,305.96000000000004,291.008,SAV,SA,1.0
2011,2,AR-Vir,117.4,40.0,252.0,0.30572804200000003,-0.008202599,298.979018,0.289148034,9.0,0.20199081200000002,0.0,0.704,2.94,305.96000000000004,291.008,SAV,SA,1.0
2011,3,AR-Vir,103.8,36.6,222.2,0.28350693,-0.006996929000000001,297.427724,0.30081255799999995,9.0,0.20113057199999998,0.0,0.706,2.82,304.012,290.03599999999994,SAV,SA,1.0
2011,4,AR-Vir,94.0,30.6,202.2,0.272498444,-0.0059001946,295.18640400000004,0.30598853400000003,9.0,0.21019888,0.0,0.73,2.7800000000000002,301.444,288.5559999999999,SAV,SA,1.0
2011,5,AR-Vir,67.6,25.2,145.4,0.225658036,-0.0040638724,290.62704399999996,0.338992908,9.0,0.19737718,0.0,0.7060000000000001,2.34,296.076,284.396,SAV,SA,1.0
2011,6,AR-Vir,49.0,21.0,106.0,0.21136451,-0.002709828,287.3152,0.37292463,9.0,0.21640767,0.0,0.7,2.1,292.0,281.88,SAV,SA,0.0
2011,7,AR-Vir,55.0,24.0,119.0,0.18242584,-0.003015079,286.8988,0.386298,9.0,0.17755991,0.0,0.67,2.0,291.5,280.04,SAV,SA,0.0
2011,8,AR-Vir,72.0,28.0,158.0,0.18276119,-0.004576981,288.80756,0.38348413,9.0,0.11838274,0.0,0.66,2.2,294.08,282.52,SAV,SA,0.0
2011,9,AR-Vir,101.0,32.0,222.0,0.21006429,-0.006154791,291.2943,0.3647775,9.0,0.10540362,0.0,0.61,2.1,300.92,284.12,SAV,SA,0.0
2011,10,AR-Vir,117.0,37.0,255.0,0.28600556,-0.006816447,294.14105,0.37912953,9.0,0.15533045,0.0,0.68,2.6,302.04,287.4,SAV,SA,0.0
2011,11,AR-Vir,137.0,43.0,297.0,0.34715226,-0.007331189,295.76166,0.36139324,9.0,0.19298722,0.0,0.7,3.0,304.52,289.4,SAV,SA,0.0
2011,12,AR-Vir,129.6,41.8,281.4,0.31480178600000003,-0.0075988615999999995,295.329342,0.353611672,9.0,0.16307296,0.0,0.6780000000000002,2.8,303.676,288.23999999999995,SAV,SA,1.0
2012,1,AR-Vir,150.0,47.0,324.0,0.3494609,-0.01105988,301.64825,0.26168758,9.0,0.16564138,0.0,0.69,3.1,309.94,292.14,SAV,SA,0.0
2012,2,AR-Vir,121.0,52.0,255.0,0.26720712,-0.00967826,302.7314,0.2692186,9.0,0.1188409,0.0,0.61,2.5,311.02,292.78,SAV,SA,0.0
2012,3,AR-Vir,119.0,36.0,259.0,0.27218473,-0.008565038,299.28296,0.26918423,9.0,0.15375136,0.0,0.71,2.8,307.62,290.46,SAV,SA,0.0
2012,4,AR-Vir,82.0,30.0,175.0,0.23835534,-0.00503153,293.89178,0.3200102,9.0,0.16134018,0.0,0.7,2.5,300.2,287.28,SAV,SA,0.0
2012,5,AR-Vir,72.0,22.0,155.0,0.21216469,-0.004194588,291.5248,0.29509848,9.0,0.16418244,0.0,0.73,2.3,298.18,285.38,SAV,SA,0.0
2012,6,AR-Vir,66.0,25.0,142.6,0.205414314,-0.0039056012,289.687628,0.351563088,9.0,0.16757458800000002,0.0,0.692,2.22,295.192,283.41999999999996,SAV,SA,1.0
2012,7,AR-Vir,69.8,25.4,152.0,0.19975610400000005,-0.0041302534000000005,289.16813199999996,0.360516548,9.0,0.156387276,0.0,0.6739999999999999,2.14,295.336,282.788,SAV,SA,1.0
2002,1,AT-Neu,26.0,11.0,58.0,-0.003479731,-0.00141792,260.66064,0.28952578,5.0,0.3542498,98.03226,0.16,0.2,267.84,265.08,MF,MF,0.0
2002,2,AT-Neu,47.2,23.4,106.8,0.0146602654,-0.004155843,264.91783399999997,0.28122377800000004,5.0,0.37282592200000003,86.3019808,0.252,0.44000000000000006,271.304,265.9,MF,MF,1.0
2002,3,AT-Neu,67.0,30.0,152.0,0.031235164,-0.006517723,269.84586,0.26454657800000003,5.0,0.28468204,72.29032,0.4,0.8,278.38,271.04,MF,MF,0.0
2002,4,AT-Neu,79.0,48.0,177.0,0.047175948,-0.008353777,272.3154,0.278832514,5.0,0.19794841,72.7,0.38,0.9,279.74,268.84,MF,MF,0.0
2002,5,AT-Neu,80.0,54.0,173.0,0.24571215,-0.007596985,276.5257,0.27212936,5.0,0.27997357,12.32258,0.64,2.4,288.84,274.56,MF,MF,0.0
2002,6,AT-Neu,112.0,56.0,249.0,0.33910477,-0.012672886,282.68622,0.28147867,5.0,0.2599248,0.0,0.69,2.7,293.38,281.4,MF,MF,0.0
2002,7,AT-Neu,95.0,50.0,208.0,0.34887245,-0.011351332,283.5834,0.2770454,5.0,0.31352216,0.0,0.74,3.3,293.44,278.86,MF,MF,0.0
2002,8,AT-Neu,84.0,44.0,186.0,0.26559213,-0.009925142,282.76358,0.2741223,5.0,0.2887128,0.0,0.72,2.8,292.14,277.74,MF,MF,0.0
2002,9,AT-Neu,64.0,31.0,141.0,0.19242159,-0.007749774,277.3741,0.26633948,5.0,0.30418327,4.133333,0.63,2.3,286.54,274.86,MF,MF,0.0
2002,10,AT-Neu,46.0,21.0,103.0,0.09794027,-0.004792459,272.6443,0.27674684,5.0,0.21516412,2.387097,0.62,1.3,282.38,272.02,MF,MF,0.0
2002,11,AT-Neu,20.0,12.0,44.0,0.05626147,-0.001307979,270.5769,0.28952578,5.0,0.17758535,10.366667,0.42,0.7,274.86,269.6,MF,MF,0.0
2002,12,AT-Neu,17.0,9.0,37.0,0.019383058,-0.000649639,265.8846,0.28952578,5.0,0.22442947,63.51613,0.19,0.3,268.34,265.26,MF,MF,0.0
2003,1,AT-Neu,21.0,11.0,47.0,0.001766447,-0.000908323,261.05444,0.28952578,5.0,0.3542498,89.451614,0.13,0.1,264.44,261.7,MF,MF,0.0
2003,2,AT-Neu,43.0,17.0,100.0,-0.003396501,-0.003581472,260.71283,0.280815394,5.0,0.67299956,99.03571,0.19,0.2,266.12,262.84,MF,MF,0.0
2003,3,AT-Neu,68.0,34.2,153.4,0.0424528292,-0.0065336757999999995,268.42536800000005,0.281223778,5.0,0.37813211,65.2163888,0.34199999999999997,0.7,277.44,266.76000000000005,MF,MF,1.0
2003,4,AT-Neu,85.0,45.0,191.0,0.105900876,-0.00847828,271.47125,0.2831985,5.0,0.22372167,29.233334,0.47,1.1,281.04,268.22,MF,MF,0.0
2003,5,AT-Neu,100.0,53.0,224.0,0.25487185,-0.009436399,277.3662,0.28776374,5.0,0.25669459,0.0,0.69,2.6,291.24,276.16,MF,MF,0.0
2003,6,AT-Neu,115.0,56.0,255.0,0.30054885,-0.014684022,284.92883,0.28699058,5.0,0.25806665,0.0,0.71,2.9,294.82,284.1,MF,MF,0.0
2003,7,AT-Neu,106.0,51.0,235.0,0.3067095,-0.013798915,284.37164,0.2772571,5.0,0.27183333,0.0,0.73,3.0,295.28,281.16,MF,MF,0.0
2003,8,AT-Neu,98.0,43.0,218.0,0.21934868,-0.016004711,285.89185,0.2741223,5.0,0.19616462,0.0,0.67,2.3,298.84,283.58,MF,MF,0.0
2003,9,AT-Neu,73.0,29.0,164.0,0.15882345,-0.009941816,278.83917,0.26633948,5.0,0.21167946,0.0,0.67,1.9,290.54,275.88,MF,MF,0.0
2003,10,AT-Neu,42.0,21.0,92.0,0.084957235,-0.003932513,270.21954,0.27674684,5.0,0.25726876,19.709677,0.53,1.0,279.24,267.44,MF,MF,0.0
2003,11,AT-Neu,27.0,12.0,60.0,0.042884283,-0.00216873,269.90256,0.28952578,5.0,0.1975288,13.633333,0.46,0.8,279.86,269.14,MF,MF,0.0
2003,12,AT-Neu,16.0,9.0,35.0,0.010589608,-0.000564225,262.92627,0.28952578,5.0,0.22442947,57.83871,0.29,0.4,270.6,263.46,MF,MF,0.0
2004,1,AT-Neu,38.0,18.0,86.2,0.0004977783999999999,-0.0028200942,262.08221000000003,0.28327483999999997,5.0,0.5177345120000001,93.5942388,0.184,0.22000000000000003,268.064,261.852,MF,MF,1.0
2004,2,AT-Neu,38.0,18.0,86.2,0.0004977783999999999,-0.0028200942,262.08221000000003,0.279272048,5.0,0.517734512,93.5942388,0.184,0.22000000000000003,268.064,261.852,MF,MF,1.0
2004,3,AT-Neu,68.0,32.0,154.0,0.003208987,-0.00638108,267.6276,0.26454657800000003,5.0,0.508372,91.32258,0.26,0.4,275.94,265.8,MF,MF,0.0
2004,4,AT-Neu,77.0,47.0,170.0,0.07531562,-0.007709824,272.4693,0.28500752599999996,5.0,0.20088528,34.2,0.39,1.0,285.72,265.9,MF,MF,0.0
2004,5,AT-Neu,93.8,53.0,206.8,0.24088721999999999,-0.0094920934,277.162628,0.27903267,5.0,0.254974616,7.904516200000001,0.612,2.2399999999999998,291.54,273.38399999999996,MF,MF,1.0
2004,6,AT-Neu,96.0,53.0,210.0,0.30593193,-0.008816153,278.3621,0.27094686,5.0,0.27566224,0.0,0.68,2.7,293.64,274.26,MF,MF,0.0
2004,7,AT-Neu,88.0,51.0,193.0,0.31785998,-0.010290802,281.87262,0.2772934,5.0,0.29157087,0.0,0.66,2.6,293.92,278.68,MF,MF,0.0
2004,8,AT-Neu,88.0,45.0,193.0,0.25474748,-0.011205748,283.51367,0.2854005,5.0,0.2836054,0.0,0.68,2.5,293.48,280.12,MF,MF,0.0
2004,9,AT-Neu,77.0,28.0,172.0,0.19063297,-0.009539481,280.03143,0.26882875,5.0,0.28108755,0.0,0.72,2.4,290.34,277.58,MF,MF,0.0
2004,10,AT-Neu,46.0,22.0,103.0,0.10351406,-0.004820772,276.67578,0.28281778,5.0,0.24189042,2.8064516,0.57,1.2,284.18,272.7,MF,MF,0.0
2004,11,AT-Neu,20.0,13.0,44.0,0.038972657,-0.002113462,266.26236,0.28952578,5.0,0.18863545,42.3,0.28,0.4,272.38,265.4,MF,MF,0.0
2004,12,AT-Neu,18.0,9.0,39.0,0.015044762,-0.00115066,262.0055,0.28952578,5.0,0.23539095,44.16129,0.26,0.4,271.92,264.72,MF,MF,0.0
2005,1,AT-Neu,21.0,11.0,46.0,0.00429276,-0.000999533,260.2472,0.28952578,5.0,0.3542498,88.16129,0.16,0.2,267.6,260.94,MF,MF,0.0
2005,2,AT-Neu,37.0,19.0,84.0,-0.003382801,-0.002230063,260.76898,0.28952578,5.0,0.6988014,100.0,0.18,0.2,266.22,257.98,MF,MF,0.0
2005,3,AT-Neu,62.0,33.0,138.0,0.016187768,-0.005827442,267.5932,0.266073104,5.0,0.47204253,79.258064,0.27,0.5,275.92,263.86,MF,MF,0.0
2005,4,AT-Neu,75.0,44.0,167.0,0.09649879,-0.008174874,272.71204,0.275622156,5.0,0.16840036,19.833334,0.49,1.2,285.46,268.18,MF,MF,0.0
2005,5,AT-Neu,95.0,54.0,208.0,0.26058018,-0.009461753,276.38037,0.27775654,5.0,0.28753647,5.322581,0.59,2.1,290.9,272.76,MF,MF,0.0
2005,6,AT-Neu,101.0,58.0,222.0,0.30773652,-0.012036338,281.23517,0.27170563,5.0,0.2540945,0.0,0.71,2.8,296.2,277.84,MF,MF,0.0
2005,7,AT-Neu,91.0,48.2,200.2,0.289017854,-0.010795545399999999,282.034744,0.28109084400000006,5.0,0.28160557399999997,0.0,0.696,2.7600000000000002,294.276,278.152,MF,MF,1.0
2005,8,AT-Neu,76.0,40.0,165.0,0.26963454,-0.008495837,281.29236,0.2929614,5.0,0.30386665,0.0,0.71,2.8,292.6,278.22,MF,MF,0.0
2005,9,AT-Neu,73.0,32.0,162.0,0.18467186,-0.00864362,280.05298,0.26602262,5.0,0.27730656,0.0,0.71,2.5,289.74,278.0,MF,MF,0.0
2005,10,AT-Neu,54.0,20.0,123.0,0.11125828,-0.006654091,276.28345,0.2746334,5.0,0.24150781,0.0,0.67,1.5,286.94,275.86,MF,MF,0.0
2005,11,AT-Neu,26.0,13.0,59.0,0.033208307,-0.0027688,266.661,0.28952578,5.0,0.21850868,38.366665,0.38,0.6,274.38,264.64,MF,MF,0.0
2005,12,AT-Neu,21.2,11.4,46.8,0.028852096,-0.001795526,265.256702,0.28654730400000006,5.0,0.205643084,36.959999679999996,0.33999999999999997,0.5199999999999999,273.912,265.704,MF,MF,1.0
2006,1,AT-Neu,30.6,15.8,68.6,0.0140455358,-0.0021418604,263.51907600000004,0.282990788,5.0,0.5625527,74.2364056,0.22200000000000003,0.27999999999999997,270.51599999999996,262.32399999999996,MF,MF,1.0
2006,2,AT-Neu,38.0,20.0,85.0,-0.003554632,-0.002754033,263.61438,0.28952578,5.0,0.7106001,99.89286,0.2,0.2,268.18,259.74,MF,MF,0.0
2006,3,AT-Neu,53.6,30.0,119.4,0.024372326599999997,-0.005043145400000001,266.695568,0.282990788,5.0,0.4523397539999999,71.1615822,0.308,0.5599999999999999,275.332,262.916,MF,MF,1.0
2006,4,AT-Neu,75.0,47.0,165.0,0.06146542,-0.008432929,272.47034,0.28507069599999996,5.0,0.19794841,29.366667,0.5,1.2,286.36,266.92,MF,MF,0.0
2006,5,AT-Neu,85.0,57.0,186.0,0.1849156,-0.007948533,275.8753,0.28776374,5.0,0.28063864,0.9932088,0.54,1.9,287.72,270.74,MF,MF,0.0
2006,6,AT-Neu,106.0,52.0,235.0,0.29904163,-0.011409111,280.21152,0.2710908,5.0,0.26291966,0.0,0.68,2.6,293.92,277.68,MF,MF,0.0
2006,7,AT-Neu,120.0,49.0,269.0,0.31614256,-0.016190104,286.09027,0.28283587,5.0,0.2831507,0.0,0.73,3.2,298.08,282.82,MF,MF,0.0
2006,8,AT-Neu,70.0,43.0,152.0,0.23371567,-0.006964646,279.6833,0.28065792,5.0,0.27534515,0.0,0.67,2.4,290.58,273.2,MF,MF,0.0
2006,9,AT-Neu,85.0,29.0,191.0,0.18196468,-0.010451745,282.359,0.27556533,5.0,0.263838,0.0,0.68,2.2,293.7,279.62,MF,MF,0.0
2006,10,AT-Neu,53.0,21.0,119.0,0.116177574,-0.005923338,277.0031,0.27267128,5.0,0.23561807,0.29032257,0.68,1.6,286.3,275.24,MF,MF,0.0
2006,11,AT-Neu,26.0,13.0,57.0,0.046445146,-0.002380483,268.42838,0.28952578,5.0,0.16125087,2.1333334,0.49,0.8,280.28,270.3,MF,MF,0.0
2006,12,AT-Neu,28.8,13.4,64.2,0.0466451562,-0.002687797,267.76658,0.28615488,5.0,0.207518472,33.573977594,0.398,0.72,275.94,267.72,MF,MF,1.0
2007,1,AT-Neu,20.0,10.0,44.0,0.027440742,-0.001253255,265.8277,0.28952578,5.0,0.3542498,51.80645,0.25,0.4,274.68,267.36,MF,MF,0.0
2007,2,AT-Neu,37.0,19.0,84.0,0.04543161,-0.003472418,267.13712,0.280815394,5.0,0.6948624,31.321428,0.32,0.4,275.9,265.6,MF,MF,0.0
2007,3,AT-Neu,56.0,31.0,125.0,0.051145878,-0.00597126,269.03094,0.273220188,5.0,0.18230633,47.29032,0.39,0.7,279.98,266.08,MF,MF,0.0
2007,4,AT-Neu,95.0,40.0,215.0,0.14706884,-0.011400737,275.03253,0.27020813199999993,5.0,0.19895813,12.833333,0.64,1.9,291.54,274.44,MF,MF,0.0
2007,5,AT-Neu,91.0,52.0,199.0,0.267808,-0.010048151,277.61877,0.29096082,5.0,0.274206,0.0,0.64,2.3,290.72,274.26,MF,MF,0.0
2007,6,AT-Neu,104.0,56.0,228.0,0.32468426,-0.010093741,282.29245,0.2963492,5.0,0.27225012,0.0,0.62,2.2,292.94,275.38,MF,MF,0.0
2007,7,AT-Neu,108.0,47.0,239.0,0.3100913,-0.013208173,283.53363,0.2604731,5.0,0.28080535,0.0,0.72,3.0,296.16,279.58,MF,MF,0.0
2007,8,AT-Neu,83.0,40.0,183.0,0.25143927,-0.009375788,282.63553,0.27276513,5.0,0.26529568,0.0,0.66,2.5,292.7,277.84,MF,MF,0.0
2007,9,AT-Neu,62.0,33.0,137.0,0.17341045,-0.006985024,276.52405,0.23900063,5.0,0.26810944,1.2,0.71,2.2,288.22,274.9,MF,MF,0.0
2007,10,AT-Neu,49.0,21.0,111.0,0.09557639,-0.005296394,273.34274,0.26246196,5.0,0.24625675,4.451613,0.59,1.2,283.96,271.12,MF,MF,0.0
2007,11,AT-Neu,21.0,11.0,45.0,0.019376136,-0.001695819,265.43384,0.28952578,5.0,0.19778527,62.466667,0.25,0.4,270.74,264.62,MF,MF,0.0
2007,12,AT-Neu,18.0,9.0,41.0,0.018018618,-0.000670545,261.30658,0.28952578,5.0,0.22442947,64.6129,0.19,0.2,268.0,263.8,MF,MF,0.0
2008,1,AT-Neu,21.0,10.0,48.0,0.02701498,-0.001362614,265.18433,0.28952578,5.0,0.3542498,60.129032,0.24,0.3,270.88,265.54,MF,MF,0.0
2008,2,AT-Neu,41.0,18.0,93.0,0.03084804,-0.004267782,265.96683,0.280815394,5.0,0.6948624,48.896553,0.33,0.5,274.68,264.66,MF,MF,0.0
2008,3,AT-Neu,55.0,34.0,124.0,0.041837174,-0.004843131,267.66058,0.273220188,5.0,0.2791404,46.903225,0.33,0.6,276.86,262.08,MF,MF,0.0
2008,4,AT-Neu,67.0,46.0,144.0,0.06888645,-0.006306347,271.8772,0.274341914,5.0,0.20088528,44.766666,0.44,1.2,286.16,266.4,MF,MF,0.0
2008,5,AT-Neu,90.0,55.0,198.0,0.2511026,-0.00972414,276.56097,0.28738204,5.0,0.28118792,4.806452,0.57,2.0,291.48,271.44,MF,MF,0.0
2008,6,AT-Neu,97.0,57.0,211.0,0.31198156,-0.008062288,280.60223,0.29654488,5.0,0.28303248,0.0,0.66,2.6,292.4,274.8,MF,MF,0.0
2008,7,AT-Neu,98.0,54.0,215.0,0.32746246,-0.01046399,282.8792,0.27692088,5.0,0.31601664,0.0,0.7,2.9,292.88,276.52,MF,MF,0.0
2008,8,AT-Neu,96.0,42.0,212.0,0.26417068,-0.010331474,283.58286,0.26053265,5.0,0.29642078,0.0,0.73,2.8,293.44,280.28,MF,MF,0.0
2008,9,AT-Neu,68.0,31.0,151.0,0.18546592,-0.007984266,278.094,0.26764807,5.0,0.30025986,0.0,0.64,2.0,286.78,273.8,MF,MF,0.0
2008,10,AT-Neu,48.0,20.0,107.0,0.10188052,-0.005195484,275.32248,0.27259362,5.0,0.247181,2.8387096,0.64,1.4,285.1,272.08,MF,MF,0.0
2008,11,AT-Neu,24.0,13.0,53.0,0.035730015,-0.001908392,267.0865,0.28952578,5.0,0.19858861,33.566666,0.34,0.5,275.14,266.74,MF,MF,0.0
2008,12,AT-Neu,15.0,9.0,32.0,-0.003414001,-0.000597529,263.45386,0.28952578,5.0,0.22477254,97.22581,0.14,0.2,267.3,262.98,MF,MF,0.0
2009,1,AT-Neu,20.0,11.0,46.0,-0.003479731,-0.000986449,260.6815,0.28952578,5.0,0.6287109,98.22581,0.16,0.2,266.38,261.88,MF,MF,0.0
2009,2,AT-Neu,36.0,20.0,80.0,-0.003897268,-0.001943253,263.53717,0.28952578,5.0,0.7135107,99.78571,0.18,0.2,266.8,258.38,MF,MF,0.0
2009,3,AT-Neu,50.0,34.0,109.0,-0.003349023,-0.004704565,267.8853,0.280815394,5.0,0.28468204,96.354836,0.24,0.4,273.36,263.72,MF,MF,0.0
2009,4,AT-Neu,84.0,47.0,188.0,0.07231642,-0.009193562,274.06628,0.27816434,5.0,0.19794841,37.633335,0.53,1.5,288.06,273.24,MF,MF,0.0
2009,5,AT-Neu,92.0,55.0,202.0,0.27540255,-0.008779414,277.10068,0.28776374,5.0,0.30201513,0.9677419,0.67,2.7,292.3,273.66,MF,MF,0.0
2009,6,AT-Neu,87.0,57.0,188.0,0.26470485,-0.008911066,279.99988,0.28099346,5.0,0.2898341,0.0,0.62,2.4,293.66,274.62,MF,MF,0.0
2009,7,AT-Neu,95.0,52.0,209.0,0.26109454,-0.010297678,283.41077,0.2651548,5.0,0.3028254,0.0,0.61,2.4,293.74,279.76,MF,MF,0.0
2009,8,AT-Neu,103.0,42.0,230.0,0.27626306,-0.011987284,284.80722,0.2591155,5.0,0.29902172,0.0,0.77,3.2,295.14,281.38,MF,MF,0.0
2009,9,AT-Neu,78.0,31.0,175.0,0.2030583,-0.008974269,280.90698,0.2591967,5.0,0.29543024,0.0,0.72,2.5,289.34,276.94,MF,MF,0.0
2009,10,AT-Neu,43.0,23.0,95.0,0.10779114,-0.004807942,273.09296,0.27916285,5.0,0.25942075,23.548388,0.54,1.1,282.46,267.0,MF,MF,0.0
2009,11,AT-Neu,23.0,12.0,51.0,0.058321908,-0.001919359,269.54196,0.28952578,5.0,0.18998146,24.3,0.42,0.7,277.66,268.64,MF,MF,0.0
2009,12,AT-Neu,13.0,8.0,29.0,0.000428076,-0.00053668,261.26367,0.28952578,5.0,0.22442947,89.19355,0.28,0.4,264.3,258.7,MF,MF,0.0
2010,1,AT-Neu,21.0,11.0,47.0,-0.001221665,-0.001009889,260.75677,0.28952578,5.0,0.3542498,99.129036,0.18,0.2,265.38,260.08,MF,MF,0.0
2010,2,AT-Neu,37.0,19.0,84.0,0.003733904,-0.002464421,263.12067,0.28952578,5.0,0.6870738,95.64286,0.22,0.3,268.32,260.06,MF,MF,0.0
2010,3,AT-Neu,60.0,34.0,134.0,0.021558143,-0.005298086,267.3919,0.26607310400000006,5.0,0.3017188,77.77419,0.29,0.5,275.4,262.12,MF,MF,0.0
2010,4,AT-Neu,82.0,45.0,184.0,0.08762679,-0.008775257,272.50854,0.27879017000000006,5.0,0.19794841,33.6,0.54,1.4,286.38,269.22,MF,MF,0.0
2010,5,AT-Neu,71.0,53.0,150.0,0.247258,-0.005353391,275.3612,0.31358218,5.0,0.2804201,1.3548387,0.56,1.8,290.56,269.1,MF,MF,0.0
2010,6,AT-Neu,100.0,51.0,220.0,0.32160378,-0.009599827,279.77417,0.28049424,5.0,0.28309298,0.0,0.73,3.0,295.8,276.66,MF,MF,0.0
2010,7,AT-Neu,105.0,47.0,232.0,0.33916086,-0.013846569,285.00476,0.2686337,5.0,0.30944917,0.0,0.72,3.1,296.54,281.46,MF,MF,0.0
2010,8,AT-Neu,85.0,45.0,186.0,0.27292618,-0.008248106,282.50732,0.27391058,5.0,0.29809183,0.0,0.73,2.9,292.32,278.0,MF,MF,0.0
