month,hour,gap_flag_month,gap_flag_hour,timestep_idx_global,TA_ERA,SW_IN_ERA,LW_IN_ERA,VPD_ERA,P_ERA,PA_ERA,EVI,NDVI,NIRv,b1,b2,b3,b4,b5,b6,b7,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,relative_time_idx,encoder_index
0.011611454,0.055833258,0.0068404973,0.028720142,0.03915049,0.11468018,0.06445104,0.04725856,0.015809735,0.009403018,0.020830307,0.07201808,0.01582851,0.0021123758,0.022150788,0.032583408,0.00072048063,0.007144494,0.0111633865,0.056473136,0.03436167,0.023411209,0.008286886,0.013879312,0.01399301,0.005625708,0.032340307,0.027180608,0.02188431,0.021808652,0.03428866,0.015633695,0.08650192,0.01557364,0.010447116,-336
0.011920411,0.048667617,0.0068754186,0.03411936,0.039079748,0.11014926,0.06242656,0.047527313,0.015106683,0.010009914,0.022219807,0.06349906,0.015766785,0.0024805006,0.021601303,0.032802694,0.000574363,0.00824435,0.010894995,0.058726557,0.035053864,0.02465573,0.009298989,0.015700009,0.01450757,0.0053527663,0.030905401,0.029020306,0.024011921,0.024532227,0.032730993,0.0135185495,0.090651885,0.016777754,0.010589415,-335
0.013434859,0.054821987,0.008356425,0.020147676,0.033062328,0.10542759,0.05970661,0.055477206,0.016963327,0.009159435,0.018988328,0.07945788,0.017536584,0.0018988769,0.021898573,0.034274157,0.0006888806,0.0066977306,0.011422345,0.052811775,0.034041338,0.02049002,0.009276761,0.014103116,0.013856589,0.0061358334,0.032937463,0.027733868,0.020607973,0.026026154,0.03721921,0.018096566,0.088064566,0.019723287,0.009454617,-334
0.012329518,0.0666095,0.010968807,0.012671306,0.02990177,0.0982282,0.054347448,0.07054974,0.019659072,0.0087953275,0.018930238,0.09117153,0.018512435,0.0016413223,0.025144076,0.03099888,0.00077832356,0.006599006,0.010998196,0.046186984,0.032200415,0.020291777,0.009002105,0.012734543,0.014008603,0.006803306,0.03448031,0.027645824,0.017579263,0.030849025,0.038915966,0.021691006,0.069951884,0.018889625,0.009934656,-333
0.013984597,0.05730045,0.013278017,0.009978605,0.026683066,0.08878137,0.050462745,0.08118106,0.021066958,0.008257895,0.016417539,0.09398871,0.02016309,0.0015539879,0.02513682,0.031422816,0.00075539405,0.007008476,0.0115032485,0.047038477,0.030793978,0.01939529,0.010064929,0.013655725,0.014690515,0.0071312636,0.035432804,0.028314842,0.016246917,0.039228864,0.040033814,0.021635583,0.06523396,0.022255646,0.009922567,-332
0.01433011,0.05642285,0.009001335,0.012148153,0.024333483,0.08594803,0.05069412,0.074904814,0.017277729,0.007190047,0.017124841,0.07292679,0.021406421,0.0022379805,0.024361953,0.040349457,0.0006346398,0.0068165283,0.013422957,0.043310497,0.030473048,0.02096925,0.011746438,0.014160693,0.014153918,0.0064953775,0.037969578,0.027891727,0.015981337,0.04378312,0.038402244,0.020790022,0.08854893,0.025089998,0.008701497,-331
0.013551972,0.055895012,0.009061838,0.01739963,0.029069167,0.10097812,0.05531906,0.06515635,0.016952783,0.0075144386,0.0196626,0.0709612,0.019424887,0.0023531439,0.023318566,0.035737265,0.00059049565,0.0063835136,0.012044072,0.046647176,0.03293945,0.021523593,0.010707417,0.013308392,0.014059446,0.0063902945,0.03489304,0.029567584,0.020846874,0.034095876,0.03635977,0.016744062,0.088350944,0.02319631,0.008995636,-330
0.016553469,0.037008747,0.005634908,0.04386827,0.015723655,0.11087957,0.059924565,0.04378177,0.011414415,0.0072430507,0.030206317,0.05630351,0.016563965,0.0033441386,0.02084937,0.03488848,0.000769266,0.007555149,0.013508643,0.05353649,0.032098826,0.02440308,0.0128634935,0.026257353,0.014449962,0.0034910224,0.024731753,0.036911212,0.027238855,0.046119653,0.029778827,0.00953302,0.09228455,0.022735218,0.007545518,-329
0.013876919,0.038633596,0.014248415,0.013853125,0.0073255827,0.11337456,0.05395455,0.070844255,0.016188985,0.007820309,0.019489197,0.09125059,0.020714046,0.0019522525,0.025063246,0.028612142,0.00069631485,0.009472971,0.014354278,0.052413095,0.02523937,0.021075126,0.012257649,0.019053904,0.013230581,0.0057260273,0.030347724,0.034441058,0.02390893,0.05488013,0.034296516,0.013775964,0.066265285,0.021719906,0.009643468,-328
0.013035791,0.040271483,0.012488063,0.016076611,0.0050145267,0.12310141,0.06429692,0.0661419,0.017125944,0.008516146,0.01951585,0.07787091,0.018621791,0.002279284,0.024477897,0.032881487,0.00070473563,0.0096006105,0.011768856,0.053003818,0.026653185,0.020623738,0.010794208,0.019149445,0.013410034,0.006008109,0.03149266,0.033610377,0.024118153,0.044755246,0.035732485,0.01483355,0.07093795,0.020763353,0.010323502,-327
