month,day,hour,gap_flag_month,gap_flag_hour,timestep_idx_global,TA_ERA,SW_IN_ERA,LW_IN_ERA,VPD_ERA,P_ERA,PA_ERA,EVI,NDVI,NIRv,b1,b2,b3,b4,b5,b6,b7,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,relative_time_idx,GPP_NT_VUT_REF,encoder_index
0.01250611,0.010300575,0.015842589,0.0021033366,0.11072321,0.010442813,0.06910659,0.013922661,0.01571509,0.013766344,0.05086924,0.019574555,0.017330622,0.01719368,0.027327972,0.03075888,0.0018556677,0.009410988,0.036487464,0.0198832,0.020480808,0.0032819973,0.0217129,0.010281311,0.015034715,0.010463132,0.009091216,0.00959343,0.0046845214,0.029391022,0.0021257224,0.039004833,0.018100537,0.030007793,0.01621348,0.101285405,0.15412559,-336
0.012674706,0.010354235,0.015618103,0.0020711608,0.11152584,0.010296507,0.06752159,0.013900662,0.015573854,0.0142651275,0.051328253,0.019358233,0.01713713,0.017219722,0.027797554,0.03044059,0.001970085,0.009056528,0.036023308,0.019628432,0.020270556,0.0031727406,0.021516943,0.010098151,0.014915204,0.010596288,0.009092118,0.009879804,0.0045807045,0.02933834,0.0021229235,0.03878611,0.017988715,0.02994139,0.016120499,0.103469364,0.15434851,-335
0.012506723,0.01055893,0.016091906,0.002079276,0.11522592,0.010284743,0.06647863,0.013895323,0.015596895,0.014385836,0.051789876,0.01938712,0.017122954,0.016154148,0.02814331,0.030305848,0.0019548764,0.009002608,0.036139887,0.019728879,0.020295583,0.0033455726,0.021528265,0.010099583,0.014865586,0.010629121,0.009135542,0.009553802,0.0046101506,0.029757643,0.0020589926,0.038930736,0.01847525,0.030799778,0.016145106,0.09743371,0.15550189,-334
0.012503647,0.010926069,0.014895764,0.0020593265,0.11370732,0.009993635,0.0693836,0.014065751,0.015456953,0.0143474685,0.05089911,0.019135593,0.017007379,0.016325332,0.02656138,0.029578298,0.002070678,0.008812243,0.035973735,0.019450197,0.020087536,0.003269565,0.021287572,0.009911166,0.014641781,0.010594442,0.009118308,0.009851977,0.0045563015,0.029489879,0.0020448994,0.03852591,0.018433658,0.03014816,0.015919756,0.101855084,0.15711059,-333
0.012427807,0.01045623,0.014601287,0.0020737108,0.11725216,0.010227811,0.069460444,0.014155374,0.015641646,0.01473724,0.0500942,0.01928705,0.017134681,0.01683153,0.026406579,0.030490356,0.0020640655,0.008682484,0.034382645,0.019438032,0.020213336,0.0032420976,0.021405065,0.010120712,0.0147205945,0.010628485,0.00908302,0.009682714,0.004506811,0.029344872,0.0020831807,0.04027411,0.018420536,0.030646607,0.01605954,0.10424413,0.14947887,-332
0.01254063,0.0104404865,0.015032217,0.0020139653,0.11122388,0.009989962,0.064830974,0.012718297,0.015612638,0.01496092,0.048629448,0.019281255,0.016995164,0.01931352,0.028527776,0.031650823,0.0019458409,0.0084927855,0.032952543,0.01961074,0.020227006,0.0030350054,0.021661565,0.010123839,0.0151302125,0.010245965,0.008825211,0.010529163,0.0052557965,0.028983194,0.0021957513,0.039288934,0.01724939,0.031074587,0.016456317,0.124642655,0.13831154,-331
0.012306549,0.01078237,0.015233891,0.0021352153,0.12346877,0.009848866,0.06645203,0.013420873,0.015580276,0.015043052,0.050316997,0.019167067,0.017002683,0.016665041,0.026353916,0.030508641,0.0020636467,0.008307632,0.034392428,0.019447446,0.020139067,0.0032668873,0.021379732,0.00998654,0.014627436,0.010268958,0.0088392645,0.009914505,0.0047933133,0.029355127,0.0020299861,0.040563814,0.01818516,0.031558175,0.016110905,0.10556071,0.14492302,-330
0.013799076,0.010561632,0.013903554,0.0018482099,0.09588097,0.0098007275,0.06800153,0.01350787,0.015714053,0.014416747,0.050259326,0.019381657,0.017051365,0.020723268,0.030250205,0.031414684,0.0020316355,0.009136444,0.03350224,0.019751195,0.02027026,0.0028034162,0.021697765,0.010051301,0.015559147,0.01131891,0.009238963,0.010503674,0.0048589413,0.029185135,0.002345837,0.036813438,0.016823225,0.028916162,0.016361233,0.13030891,0.1420073,-329
0.012512315,0.010442924,0.016066985,0.0023551346,0.11513815,0.010122391,0.07056428,0.014473831,0.01597701,0.0128431395,0.054479253,0.019830087,0.017421538,0.015169906,0.027708884,0.030717677,0.0019562596,0.008713474,0.04079821,0.019803362,0.02074981,0.0032355136,0.021968266,0.010227768,0.01521723,0.010921799,0.009163695,0.008898253,0.0043823677,0.030854506,0.0020430498,0.04059452,0.019009745,0.029511437,0.016076265,0.08160952,0.15844148,-328
0.01226869,0.00992425,0.016646998,0.0039041599,0.13138214,0.011436615,0.07840355,0.014797937,0.016284032,0.014461573,0.059874807,0.020307865,0.017642537,0.011231561,0.025947815,0.032808516,0.001962082,0.008371558,0.049085826,0.020370947,0.021369264,0.0036993343,0.022616897,0.0103528015,0.014922724,0.011747811,0.008942933,0.006205341,0.0037326934,0.031428862,0.0016415758,0.04607099,0.020447703,0.031828135,0.016357232,0.04706293,0.14445938,-327
0.012372704,0.009977054,0.014997703,0.004981277,0.121972874,0.011086756,0.08374254,0.014481486,0.016139938,0.016313462,0.059488844,0.02006234,0.017420419,0.011112169,0.025907066,0.033601776,0.0019594748,0.008044224,0.04851497,0.020502266,0.021221837,0.0036105765,0.022456305,0.010182033,0.014534495,0.012638532,0.00887044,0.0061848746,0.0035235917,0.031016858,0.0015504195,0.04720807,0.019950232,0.03298757,0.016495334,0.05077139,0.14411807,-326
