month,hour,gap_flag_month,gap_flag_hour,timestep_idx_global,TA_ERA,SW_IN_ERA,LW_IN_ERA,VPD_ERA,P_ERA,PA_ERA,EVI,NDVI,NIRv,b1,b2,b3,b4,b5,b6,b7,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,relative_time_idx,encoder_index
0.009021744,0.0108805625,0.011969926,0.1806278,0.029495247,0.014310868,0.05725298,0.026171925,0.0018979928,0.047036935,0.028192714,0.047978263,0.014761945,0.050009828,0.0017517334,0.013793309,0.016393365,0.028813262,0.026917394,0.033101674,0.037134256,0.013476065,0.001256504,0.018041495,0.017513283,0.07865395,0.022121008,0.032104556,0.010702143,0.0078877,0.023815122,0.051273268,0.013714137,0.017351171,0.0045759645,-336
0.008227104,0.010356342,0.011867121,0.19551969,0.030183587,0.015878158,0.047897574,0.025861688,0.0015699805,0.043462057,0.032186285,0.05737327,0.014660774,0.04433827,0.0016565213,0.013964396,0.015318466,0.029520115,0.026147047,0.030463336,0.033323962,0.012508266,0.0014939883,0.022497155,0.016724382,0.07585668,0.018881429,0.037240617,0.013888447,0.00946605,0.021392988,0.047175176,0.011735519,0.017024588,0.0043390244,-335
0.010842754,0.011942733,0.012703705,0.15366589,0.030813236,0.016696189,0.06436669,0.028892454,0.0019571045,0.040039834,0.027357485,0.04469568,0.016778152,0.04666506,0.0017097393,0.016203882,0.017604247,0.020887034,0.028314492,0.036177278,0.043586448,0.013882479,0.0011386408,0.014879887,0.01791932,0.08567645,0.023259368,0.03006245,0.011911828,0.0082841795,0.024790145,0.058957454,0.014953815,0.018035045,0.004348837,-334
0.00901642,0.012807599,0.013959353,0.15551953,0.03061819,0.016649129,0.06068156,0.028964808,0.0017813991,0.031201314,0.028926656,0.04983889,0.01830114,0.0465767,0.0018938684,0.01570378,0.015539358,0.021659445,0.028536117,0.03559669,0.043184638,0.013897201,0.0010444128,0.016273852,0.017713567,0.0874434,0.023457836,0.029652556,0.014558629,0.009230494,0.024071231,0.060210843,0.013789032,0.016990284,0.0047099707,-333
0.009771469,0.011958176,0.01494967,0.13327749,0.030252682,0.018740172,0.05995129,0.029476354,0.0015155738,0.0338649,0.030038277,0.056292363,0.020596014,0.040108066,0.0017046368,0.016152166,0.016243486,0.018380525,0.029356036,0.036139887,0.03899706,0.014328584,0.0012096703,0.01608556,0.017864143,0.09722676,0.023106085,0.03382376,0.014625863,0.010668517,0.024820307,0.060644515,0.014220787,0.01892967,0.0046794624,-332
0.008409548,0.009891772,0.014504675,0.13399519,0.028673565,0.016809404,0.048145376,0.027567174,0.0012111564,0.038112592,0.037622534,0.07403264,0.01983376,0.036558706,0.0016902763,0.014510365,0.015639901,0.02438396,0.02836198,0.03186107,0.029666882,0.014119858,0.0016398405,0.022733413,0.017054044,0.09563322,0.019594332,0.04269389,0.016930299,0.013186439,0.022290953,0.05590168,0.013028904,0.019196529,0.00451406,-331
0.009867784,0.010645421,0.014181845,0.117865175,0.028480127,0.018979931,0.0605992,0.028457873,0.0014878339,0.04378912,0.030657668,0.059777256,0.019264493,0.044642687,0.0015632701,0.015552244,0.015505153,0.024957424,0.029175403,0.034348127,0.034428224,0.01400489,0.0013541748,0.017955063,0.018186137,0.092166096,0.023650315,0.03864168,0.013165931,0.011270379,0.026191233,0.059231065,0.015345631,0.019991504,0.0046195784,-330
0.010596581,0.012483252,0.012233072,0.18496771,0.037610814,0.011098168,0.06006907,0.029036067,0.0017834448,0.031328302,0.030013269,0.051230304,0.016581267,0.031155044,0.0019008503,0.019713521,0.013306329,0.018186966,0.026824107,0.03807264,0.04535834,0.017779147,0.0012081659,0.015352693,0.017755477,0.0775297,0.020186065,0.027896883,0.013949837,0.0089712655,0.023243716,0.060005836,0.01284923,0.015706511,0.0040164352,-329
0.0066351574,0.010146501,0.014259287,0.15370554,0.030014234,0.015261672,0.041249312,0.02573821,0.0011584761,0.03787426,0.045092996,0.08845606,0.015705569,0.029666053,0.0017507245,0.013225312,0.015048864,0.027554603,0.026849793,0.02970187,0.027311789,0.014813489,0.0019083718,0.028360657,0.01657653,0.0794475,0.017938204,0.05251009,0.021533953,0.013260865,0.019741729,0.04425836,0.010570393,0.017892502,0.0047810962,-328
0.008079473,0.010962012,0.013548758,0.16410463,0.030623378,0.013828743,0.051245056,0.027256474,0.0014459329,0.035676427,0.033975635,0.063731566,0.01712537,0.040515427,0.0017795941,0.015335589,0.0136555135,0.027283689,0.027786352,0.033048008,0.035656746,0.014094718,0.001349102,0.02132289,0.017289985,0.082517415,0.020421207,0.036476336,0.01708669,0.010945577,0.022664389,0.05438692,0.01267184,0.017458191,0.004650287,-327
