month,hour,gap_flag_month,gap_flag_hour,timestep_idx_global,TA_ERA,SW_IN_ERA,LW_IN_ERA,VPD_ERA,P_ERA,PA_ERA,EVI,NDVI,NIRv,b1,b2,b3,b4,b5,b6,b7,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,relative_time_idx,encoder_index
0.0017608233,0.01927565,0.010410141,0.090199046,0.027335884,0.050579023,0.07768529,0.030732516,0.006224302,0.019459456,0.020057214,0.020225924,0.017432489,0.15353899,0.008596484,0.039352514,0.0015761994,0.054415796,0.008459912,0.020790199,0.02058131,0.008587176,0.0028609978,0.012328898,0.009275253,0.009167908,0.04283014,0.025143242,0.024091644,0.011667631,0.03262327,0.02114286,0.07363482,0.019473793,0.008483208,-336
0.0017212402,0.017632132,0.010455358,0.08599127,0.027374614,0.050473604,0.072085865,0.030982504,0.0058473097,0.018535443,0.02125667,0.020809546,0.01889925,0.1620446,0.00790972,0.0382707,0.0015345373,0.06099272,0.008444484,0.017853165,0.019730551,0.008147719,0.0032495428,0.013567983,0.008869164,0.009267736,0.039315183,0.02621654,0.027105281,0.013938973,0.031220302,0.019987542,0.072476074,0.019941084,0.007851686,-335
0.001828382,0.018898837,0.010523326,0.078770086,0.026882863,0.052408397,0.07428861,0.031581637,0.005898063,0.020014305,0.021164706,0.020910122,0.020098498,0.15793839,0.0074185454,0.039154775,0.0014940249,0.055722587,0.008432645,0.017670244,0.020358495,0.007991674,0.0033037353,0.012894253,0.008688931,0.009416631,0.040149413,0.026686363,0.026645437,0.013563163,0.032395627,0.020784114,0.077918634,0.020476531,0.0076279202,-334
0.0016882559,0.022953931,0.011182876,0.07598918,0.027384495,0.05076469,0.072106965,0.032489654,0.006062981,0.015897537,0.023018073,0.022141378,0.02370704,0.1487863,0.007773895,0.040496565,0.0014499218,0.05838828,0.008682382,0.017025579,0.021108951,0.008654407,0.003253505,0.014490493,0.008431492,0.009301033,0.040916808,0.027125062,0.0295776,0.015146319,0.031632498,0.021752656,0.072641805,0.020377008,0.0076004458,-333
0.0017751345,0.018735535,0.011470473,0.05939677,0.027100656,0.0572039,0.071226776,0.033243835,0.0053839707,0.01730725,0.02293807,0.023092242,0.026136544,0.15198372,0.0075729312,0.04054955,0.0014321064,0.06044834,0.008735144,0.015139542,0.018190872,0.008126632,0.0036348503,0.014957682,0.008166174,0.009813922,0.04086324,0.028831264,0.030272882,0.017284183,0.0334435,0.021720978,0.075149216,0.0215859,0.0070861997,-332
0.0018173483,0.01794523,0.01130625,0.036420044,0.026195569,0.055747267,0.07236332,0.03411144,0.0055801417,0.016293338,0.023110898,0.022745324,0.03319743,0.15610602,0.007895361,0.040704064,0.0012979718,0.06421985,0.008439517,0.012106887,0.016473351,0.008813188,0.00444495,0.013494279,0.0077334777,0.010547293,0.042817876,0.028492402,0.02634744,0.01973687,0.034194194,0.022463866,0.08765803,0.022667972,0.006511552,-331
0.0018342942,0.017704481,0.01118951,0.053832486,0.026515394,0.06126897,0.07262903,0.033162404,0.005375692,0.019529784,0.021565156,0.02227691,0.026325589,0.15182975,0.0076584867,0.040193908,0.0014173901,0.055683743,0.008612015,0.015060116,0.017269075,0.008096698,0.0037303355,0.013291941,0.008128845,0.010848827,0.04367195,0.02809938,0.027021162,0.016337901,0.035014555,0.02206501,0.08379973,0.021912148,0.0070473463,-330
0.0019287363,0.016896797,0.010555876,0.05603754,0.027127236,0.05186905,0.073220804,0.033904493,0.0055076545,0.018917117,0.022538861,0.022504061,0.024639072,0.15649316,0.007675373,0.041883353,0.001284362,0.06418412,0.0082605025,0.014629971,0.018892238,0.008089484,0.004123859,0.013890247,0.008638666,0.009079227,0.03943588,0.028973924,0.027702449,0.017410774,0.033529308,0.020874744,0.08045373,0.022093013,0.0067543257,-329
0.001624669,0.017897733,0.012367564,0.05747977,0.017383493,0.0589081,0.07527133,0.03587882,0.0051425453,0.015745424,0.027932124,0.027196039,0.028142737,0.12659682,0.008361492,0.04304767,0.0013212585,0.06299851,0.008801504,0.013865448,0.016894069,0.009035615,0.0047170594,0.019459698,0.0077388724,0.010488989,0.03731726,0.034576293,0.038929168,0.02167796,0.031426903,0.019966202,0.07139106,0.02330221,0.0071156556,-328
0.0017389979,0.017031863,0.01186283,0.05451022,0.010377908,0.05474533,0.07434014,0.033420827,0.0052760495,0.01625191,0.024953982,0.024739934,0.02860066,0.15901816,0.008242298,0.04033611,0.0014826292,0.07129151,0.008919302,0.0132812215,0.016684981,0.007925038,0.0040344927,0.018230347,0.007950589,0.010722055,0.037880994,0.031108126,0.033773493,0.019946909,0.03144835,0.021377545,0.069155045,0.022149106,0.0071910243,-327
0.0016406336,0.015635472,0.012243714,0.052435603,0.005873332,0.076295994,0.076275356,0.03199272,0.00552419,0.017038364,0.023602374,0.023893947,0.025716178,0.15401264,0.009653993,0.038109887,0.0017430976,0.066980496,0.009310841,0.013954701,0.014732409,0.0081595965,0.003911863,0.017433275,0.008101303,0.013638647,0.040503677,0.029656569,0.03196746,0.019050414,0.03098368,0.02121776,0.068821706,0.021727936,0.008160156,-326
0.0017844079,0.016090484,0.011980544,0.07889803,0.0050912932,0.06749468,0.07860409,0.030377032,0.005496132,0.01802715,0.022692362,0.023811057,0.019569464,0.15867114,0.009113454,0.037370045,0.0019584284,0.068280846,0.009529065,0.017070048,0.017316211,0.0071619083,0.0030827038,0.019092571,0.0091097625,0.011553193,0.037113644,0.029692136,0.033795916,0.016676737,0.029670447,0.020157363,0.054505482,0.0203689,0.008793279,-325
0.001636278,0.014021028,0.012120549,0.0603743,0.0042559872,0.07583521,0.08593465,0.030738357,0.005701158,0.019227799,0.023525137,0.024463112,0.020791633,0.15072612,0.01023643,0.03684046,0.0020049121,0.06918277,0.009550767,0.014455028,0.013941278,0.0076011186,0.0037300482,0.019560903,0.008449093,0.014813841,0.03679524,0.032687996,0.03250302,0.018484754,0.029449271,0.01990853,0.060049586,0.021228055,0.009175544,-324
0.0016823787,0.015110638,0.012413065,0.0590384,0.004318763,0.080261044,0.0831193,0.02868833,0.0056905965,0.018531734,0.021613473,0.022663789,0.020989906,0.16733938,0.009665463,0.034479715,0.002344701,0.0700313,0.009968063,0.014902726,0.014054471,0.007117662,0.0030033,0.01823735,0.00828844,0.013737386,0.037663806,0.028758952,0.030719453,0.016700923,0.030613586,0.022094699,0.056630008,0.020056887,0.009470364,-323
0.0017072321,0.013451603,0.011840615,0.056489967,0.004638192,0.07926593,0.08622727,0.02858962,0.005715432,0.019082103,0.020932257,0.022137642,0.019916583,0.1728365,0.009812064,0.034185443,0.0022419472,0.07240278,0.009635978,0.014352747,0.013558664,0.0070476844,0.0032053585,0.017273284,0.008397219,0.013281644,0.036918342,0.028661953,0.029563418,0.016851343,0.030487716,0.021163596,0.058750425,0.020055369,0.009322158,-322
0.0015145167,0.015371589,0.012396668,0.062704764,0.0061718985,0.090498865,0.093575224,0.029743161,0.0057483846,0.018706648,0.022013973,0.023319274,0.019582275,0.1412167,0.01031114,0.03603232,0.0021812576,0.06145536,0.009789034,0.015857471,0.013458716,0.00791486,0.0030940752,0.01790319,0.008041548,0.014080444,0.038322054,0.030005183,0.0305449,0.016741753,0.03148667,0.020937553,0.058979817,0.020451643,0.009847167,-321
0.0018618321,0.0126381125,0.011595187,0.043312214,0.010630533,0.09499501,0.10427522,0.03147166,0.0051649883,0.021552797,0.019916847,0.023686234,0.017466588,0.13985752,0.008958886,0.0378976,0.0018806268,0.061082933,0.009132584,0.014703849,0.0140999,0.0069607454,0.0036224506,0.015409469,0.008399622,0.009865528,0.03509712,0.0367468,0.032577027,0.018662341,0.033859726,0.019729739,0.06293619,0.021603364,0.008348726,-320
0.0014080233,0.021269124,0.010434839,0.119412445,0.016365362,0.05288451,0.08467903,0.027298767,0.0073162396,0.015540389,0.020375723,0.019120608,0.014338272,0.15659945,0.0098505085,0.035092924,0.0019748835,0.062043242,0.008806396,0.02010981,0.01957587,0.009338013,0.0023936292,0.014135786,0.008958754,0.010152387,0.037445117,0.023142405,0.02377385,0.011237499,0.027513633,0.020214308,0.05862311,0.017345747,0.011229427,-319
0.0017442137,0.015770992,0.0106976265,0.08491553,0.024421385,0.07385475,0.09061524,0.029110756,0.0060749915,0.022964546,0.019201498,0.020407373,0.013828728,0.14879054,0.008483369,0.0367083,0.0019192739,0.054452095,0.008765526,0.021574391,0.018250955,0.0076633855,0.0026472316,0.013212203,0.009247006,0.009018253,0.03649459,0.027414141,0.025618365,0.012225509,0.03246513,0.019410372,0.06299083,0.019453008,0.009587851,-318
0.0015917453,0.02759553,0.009870984,0.20169942,0.028612709,0.03575257,0.07037154,0.024841769,0.007964124,0.015053906,0.018268125,0.016942428,0.010872422,0.13135335,0.0091086095,0.033301435,0.0021114666,0.05043527,0.008460385,0.024087045,0.024692163,0.010503415,0.0020189397,0.012259554,0.009949134,0.008107952,0.03507792,0.020694265,0.020412395,0.0066329674,0.024599304,0.018648984,0.05104345,0.0145435,0.0125211915,-317
