"SITE_ID","SITE_IGBP","month","TA_F_avg","VPD_F_avg","P_F_avg","NETRAD_avg","NEE_VUT_REF_avg","NEE_VUT_REF_QC_avg","NEE_CUT_REF_avg","NEE_CUT_REF_QC_avg","GPP_NT_VUT_REF_avg","GPP_DT_VUT_REF_avg","GPP_NT_CUT_REF_avg","GPP_DT_CUT_REF_avg","RECO_NT_VUT_REF_avg","RECO_DT_VUT_REF_avg","RECO_NT_CUT_REF_avg","RECO_DT_CUT_REF_avg","ET_avg","BESS-PAR_avg","BESS-PARdiff_avg","BESS-RSDN_avg","CSIF-SIFdaily_avg","CSIF-SIFinst_avg","PET_avg","Ts_avg","Tmean_avg","prcp_avg","vpd_avg","prcp-lag3_avg","ESACCI-sm_avg","b1_avg","b2_avg","b3_avg","b4_avg","b5_avg","b6_avg","b7_avg","EVI_avg","GCI_avg","NDVI_avg","NDWI_avg","NIRv_avg","kNDVI_avg","Percent_Snow_avg","Fpar_avg","Lai_avg","LST_Day_avg","LST_Night_avg","CO2_concentration_avg","dataset","MODIS_IGBP","MODIS_PFT","koppen_sub","koppen","hemisphere","LOCATION_LAT","LOCATION_LONG"
"AU-ASM","SAV",4,22.7276666666667,19.3836666666667,0.984666666666667,115.4630122,0.004861,0.978472333333333,0.00914966666666666,0.980787,0.705889033333333,0.708056,0.707101433333333,0.709296666666667,0.715037333333333,0.671441,0.715367333333333,0.691134,2.74888363333333,110.333333333333,26,241.333333333333,0.001866089,0.00544167166666666,-0.0117125186666667,298.323713333333,296.515103333333,0.000676689666666667,1.8903184,0.00335314233333333,0.12744188,0.09684666,0.17320222,0.0323522196666667,0.056022221,0.2519211,0.28034554,0.222699986666667,0.126433696666667,2.09006043333333,0.28294533,-0.23668078,0.0491314756666667,0.0810041423333333,0,0.196666666666667,0.3,311.806666666667,290.14,395.288333333333,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",5,18.3603333333333,14.1876666666667,0.37,86.6542559366667,-0.0902153666666667,0.967965666666667,-0.0892038333333333,0.971326333333333,0.491221,0.501780333333333,0.488860666666667,0.49561,0.402017333333333,0.365808333333333,0.397804666666667,0.374257333333333,1.5848387,89.6666666666667,22,197.666666666667,-0.002259905,-0.00678213266666667,-0.00905520966666667,293.160253333333,291.899136666667,0.000404349333333333,1.2972441,0.00194854966666667,0.130352562,0.0898075276666667,0.159327956666667,0.029826884,0.0519978476666667,0.23639354,0.265101056666667,0.205384943333333,0.117817042,2.06395113333333,0.2793192,-0.249872156666667,0.044505243,0.0782115766666667,0,0.183333333333333,0.233333333333333,305.726666666667,285.486666666667,395.87,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",6,14.1626666666667,10.542,0.0156666666666667,69.61316418,-0.111232666666667,0.983565,-0.1089343,0.984259333333333,0.241733666666667,0.263549,0.243542333333333,0.262972,0.132799333333333,0.137354333333333,0.136343333333333,0.1192398,1.30648996666667,80,19.6666666666667,176,-0.003970862,-0.0122489693333333,-0.00784717233333333,288.58088,287.41524,5.35793333333333e-05,0.94901045,0.00113465033333333,0.115477745333333,0.088513895,0.155225003333333,0.029387223,0.0516333366666667,0.23050387,0.25578111,0.198663876666667,0.113652458666667,2.00660546666667,0.273447806666667,-0.245663326666667,0.0425191833333333,0.074918852,0,0.19,0.233333333333333,301.36,280.96,395.601666666667,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",7,13.7933333333333,11.3006666666667,0.191333333333333,79.74122935,-0.0877735,0.954077,-0.0833893,0.955869333333333,0.210244333333333,0.212355333333333,0.211064333333333,0.212430666666667,0.126855433333333,0.1193766,0.129104266666667,0.0987168333333333,0.58878469,89,17.6666666666667,198.333333333333,-0.004267444,-0.013194292,-0.00812070066666667,288.118713333333,287.15209,0.000189745,1.01907003333333,0.000647661666666667,0.123891571333333,0.092473118,0.15887956,0.0301817196666667,0.0528268813333333,0.237110753333333,0.26818925,0.206576346666667,0.111622803333333,2.00795093333333,0.26431297,-0.256172276666667,0.0420007343333333,0.0699469183333333,0,0.183333333333333,0.233333333333333,302.486666666667,280.086666666667,395.09,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",8,17.013,16.531,0,106.091173833333,-0.128608333333333,0.966173666666667,-0.1265893,0.96819,0.228462,0.259776666666667,0.224336,0.259439333333333,0.1018724,0.130881233333333,0.1010426,0.160010333333333,1.77502506666667,112,17.3333333333333,251,-0.004536563,-0.0135237963333333,-0.010636079,292.103313333333,290.6354,1.98666666666667e-06,1.5183772,0.000245315333333333,0.0952273813333333,0.104398906333333,0.172264506666667,0.032976343,0.0576548316666667,0.25639033,0.293015043333333,0.23429031,0.1093789,1.98792603333333,0.2456915,-0.259669766666667,0.042282113,0.0604749633333333,0,0.173333333333333,0.266666666666667,308.893333333333,282.646666666667,394.343333333333,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",9,21.7895,21.41225,0.551,129.544503075,-0.20585345,0.90191,-0.198485775,0.9078125,0.65710675,0.71162775,0.656365,0.72309275,0.45916825,0.67303385,0.45971275,0.63460945,2.17636905,124.75,24.5,275.75,0.000959801,0.00267367125,-0.0127749795,297.602575,295.6447575,0.000492385,2.0756039,0.001220598,0.11454518625,0.11067999725,0.1866841675,0.03585666525,0.06198917125,0.27148249,0.3051466575,0.24818915,0.12088175625,2.01360445,0.2569109775,-0.2393515625,0.048025528,0.06797752975,0,0.1925,0.325,313.855,287.105,392.13875,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",10,25.18325,27.746,0.3985,165.99458305,-0.112583305,0.88709675,-0.1118793105,0.891633,0.571868825,0.62499075,0.5718424,0.6326065,0.4608994,0.63307525,0.462832225,0.592525,1.845459525,143.25,28.75,317.25,0.00082028525,0.00221368,-0.0150607005,301.472875,298.824845,0.0003225545,2.66532455,0.0008622725,0.1017931725,0.1212717725,0.20072581,0.03867177275,0.067279839,0.29075645,0.3276653275,0.2702645175,0.12189084125,1.986961725,0.247651795,-0.2397405375,0.0498132615,0.0629679575,0,0.1775,0.35,318.55,289.845,392.32125,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",11,27.97,29.74275,0.7755,171.3356133,0.23803525,0.9194445,0.23029175,0.92065975,0.33751258,0.30587225,0.3285241225,0.31705475,0.56826725,0.570508,0.55738275,0.49941975,1.8471769,146.25,40,317.75,-0.002299074,-0.00592475575,-0.01536124575,304.806925,301.727165,0.00074194525,2.93351465,0.00155687275,0.10648845625,0.1328208275,0.21072501,0.04157166625,0.07256667,0.3071633175,0.3498308,0.291255015,0.11501934375,1.90613335,0.22752989,-0.2480404575,0.04788795575,0.05231358725,0,0.16,0.325,320.48,294.445,393.06375,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-ASM","SAV",12,28.474,27.5355,2.126,170.05447925,0.209071675,0.9122985,0.204078225,0.91717075,0.9079985,0.9543695,0.90716725,0.9617535,1.1129545,1.22188975,1.11114375,1.16569575,2.86259555,140,45.25,300.25,0.0048015855,0.01251198075,-0.01442888575,304.8158425,302.2468075,0.00202187125,2.71517155,0.00308636575,0.1298252525,0.1358766075,0.2224387025,0.043883063,0.0761387095,0.3198524,0.355535475,0.2969419275,0.127030404,1.9227713,0.241758955,-0.23021213,0.05395016875,0.05951449825,0,0.18,0.325,320.645,295.405,393.76625,"FLUXNET","CSH","SH","BWh","Arid","S",-22.283,133.249
"AU-Cpr","SAV",1,25.056,23.8585,0.458,174.76149885,-0.11217535,0.9882395,-0.1202349,0.9875675,1.562497,1.540217,1.5572095,1.527603,1.4505865,1.4094155,1.437662,1.37108,3.44801005,155,38,334.5,0.0480872205,0.121471425,-0.012743112,302.934345,298.64795,0.0004085325,2.16667795,0.0024929455,0.14652541,0.13200806,0.25797099,0.0470806435,0.0840983825,0.335299985,0.328348365,0.24718545,0.18557721,2.0675741,0.322832155,-0.1201001125,0.08337386,0.10408486,0,0.315,0.6,320.7,290.41,392.47,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",2,24.3715,20.8945,2.525,145.2503259,-0.119325,0.9756645,-0.116677,0.9738685,1.1482585,1.2384515,1.1356985,1.241213,1.0193005,1.085354,1.0187615,1.038661,3.6852668,134,39.5,287.5,0.045861991,0.12190432,-0.010568507,302.248585,298.168825,0.001185974,1.94298245,0.002721001,0.15090434,0.1241331225,0.24876281,0.044413975,0.079354925,0.32213489,0.306183445,0.228389345,0.187695875,2.13556695,0.3342942,-0.103358675,0.083198104,0.1115717625,0,0.325,0.6,316.96,290.6,392.8425,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",3,21.5435,15.962,0.1775,118.44093885,-0.317901255,0.969422,-0.325366575,0.968414,2.12613,2.049265,2.12546,2.058355,1.81602,1.660415,1.803765,1.56877,3.35942565,112.5,36,240.5,0.05656164,0.15844889,-0.0086208245,297.326015,295.00945,0.0004901575,1.3972558,0.0020846865,0.169127075,0.10865322,0.237801605,0.038866132,0.071359673,0.30302735,0.281112895,0.200716125,0.202147065,2.33586365,0.373225675,-0.082795465,0.088737295,0.138888405,0,0.375,0.65,310.04,287,393.1925,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",4,17.4245,11.3925,0.3165,75.498958335,-0.738491,0.973264,-0.7396385,0.9708335,1.717825,1.750765,1.69321,1.742695,0.9783685,0.9293965,0.9593585,0.9003085,2.6237918,81,26.5,174.5,0.067148665,0.19651065,-0.0060530695,293.41373,291.61507,0.000297847,1.07001315,0.001973976,0.178640545,0.0925799925,0.225289995,0.0330333315,0.0624899995,0.27777167,0.24024334,0.164366665,0.216585965,2.6097441,0.4177559,-0.031288022,0.094272505,0.17365025,0,0.41,0.6,304.45,282.22,394.05,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",5,14.3686666666667,7.19766666666667,0.785666666666667,41.7265917533333,-0.119182666666667,0.942428,-0.125763,0.945116666666667,1.03721433333333,1.04485703333333,1.053181,1.05270793333333,0.918083666666667,0.650838333333333,0.912115333333333,0.557993,1.94746223333333,53,22.6666666666667,112.666666666667,0.0337679056666667,0.102857392666667,-0.00396004066666667,288.056736666667,287.737033333333,0.000900261666666667,0.60986258,0.00229265966666667,0.214599126666667,0.0832036666666667,0.202245186666667,0.0295724156666667,0.054997658,0.25220654,0.222489023333333,0.15043431,0.20166943,2.7178034,0.41988645,-0.0444681433333333,0.0848822353333333,0.177442366666667,0,0.336666666666667,0.433333333333333,295.926666666667,280.053333333333,395.87,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",6,10.844,3.99766666666667,0.629,28.8236603633333,-0.201457666666667,0.982407666666667,-0.204242,0.982176,0.898539666666667,0.947732966666667,0.892997,0.976626,0.723923333333333,0.586304,0.689440666666667,0.564998,1.8093601,42,18,88,0.032861634,0.104314196666667,-0.00272087,284.444166666667,284.429573333333,0.000584315333333333,0.35170274,0.00244518166666667,0.232927983333333,0.0747049286666667,0.191975543333333,0.026093938,0.0502159643333333,0.238288733333333,0.205608613333333,0.135765146666667,0.203233666666667,2.84232026666667,0.440923336666667,-0.0318426136666667,0.0847168146666667,0.19359273,0,0.343333333333333,0.5,290.18,277.433333333333,395.601666666667,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",7,10.6446666666667,4.60566666666667,0.565333333333333,32.4528958966667,-0.287533666666667,0.977150666666667,-0.289374666666667,0.984767,0.968498,0.890787633333333,0.986199,1.01627666666667,0.689330666666667,0.524914,0.697018,0.592804333333333,1.78755866666667,46,20.3333333333333,97,0.0337051633333333,0.107131017333333,-0.003020135,283.87001,283.896876666667,0.000746685333333333,0.369043283333333,0.00223126233333333,0.2296095,0.07491431,0.190099556666667,0.026202832,0.0505717103333333,0.238531666666667,0.207274596666667,0.13806389,0.199811276666667,2.78400216666667,0.435790283333333,-0.0409335093333333,0.0829571133333333,0.189680266666667,0,0.353333333333333,0.466666666666667,291.266666666667,277.06,395.09,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",8,11.85775,6.714,0.4985,56.936367485,-0.45161325,0.96824625,-0.45816325,0.97026225,1.0470285,1.17879,1.052134,1.164043,0.60067575,0.6250775,0.58957575,0.5872935,1.5989014125,64,26.75,137.25,0.0293198275,0.08834998275,-0.00442788175,285.4382,284.9241175,0.00056123875,0.52809769,0.00181251225,0.21489935,0.09533279375,0.20055292,0.03359548925,0.06083154525,0.26145232,0.25291757,0.19016241,0.1741523975,2.345788025,0.361409635,-0.10898751525,0.0720889355,0.13440221625,0,0.3075,0.4,294.385,277.57,392.73625,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",9,15.2925,10.051,0.7985,88.85324023,-0.335652575,0.899479,-0.3352364,0.90295125,1.1084675,1.20984375,1.10054425,1.1545935,0.7838625,0.60016675,0.773622,0.61455075,2.42839805,91.25,35.25,196,0.0242729965,0.06706752125,-0.00682904,290.1577525,288.6340175,0.00093395575,0.874980575,0.0022533845,0.1970535775,0.1160054215,0.2214412575,0.040926248,0.072319995,0.295178755,0.30211416,0.2371733275,0.1645476075,2.088100025,0.3166542575,-0.150626805,0.069614455,0.1022598415,0,0.2825,0.45,303.52,280.375,392.13875,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",10,18.498,14.6296666666667,0.763333333333333,123.588261633333,-0.195837333333333,0.961693333333333,-0.198386333333333,0.962589666666667,0.997929333333333,0.901516,0.981476666666667,0.905404666666667,0.797275333333333,0.547198,0.774401666666667,0.565127,1.4894148,124.333333333333,38.6666666666667,269,0.0223571303333333,0.0568552776666667,-0.00907531666666667,295.02374,291.88639,0.000641208333333333,1.29158108666667,0.00220080566666667,0.173773616666667,0.136770968333333,0.24222687,0.0478129023333333,0.0838602183333333,0.326360193333333,0.341360203333333,0.27797525,0.15565247,1.9076016,0.281753333333333,-0.166631192,0.067809608,0.0813123153333333,0,0.25,0.433333333333333,312.54,282.4,391.743333333333,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",11,21.0845,17.87925,0.52175,150.1834348,-0.1556447,0.9743055,-0.154074975,0.97395825,0.97639775,0.9726335,0.991899,0.9659165,0.81287825,0.7779425,0.830552,0.774444,3.16789735,140.25,43.5,302.5,0.02544365175,0.06210967225,-0.01049551575,298.3689325,294.6173025,0.000661628,1.632258125,0.0021124925,0.1544691,0.1421350075,0.25172501,0.05003332775,0.08734250375,0.337899995,0.34944165,0.2834391675,0.1592714675,1.896401025,0.2809657425,-0.1610587975,0.07038800575,0.08039877425,0,0.2525,0.475,315.81,285.145,393.06375,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cpr","SAV",12,23.15125,20.056,1.06925,171.252284,-0.05860947,0.970766,-0.0641812,0.969926,1.138957,1.0845625,1.14849925,1.12158275,1.06582825,1.00146825,1.08899875,0.9758395,3.778682825,152.25,45.75,328,0.03209699,0.078423969,-0.0115634465,300.5414275,296.492415,0.00097765,1.817536075,0.00215618675,0.153660615,0.14460645,0.2589524175,0.050458064,0.0891516135,0.3454895,0.3547628775,0.288441925,0.1644167675,1.91798655,0.2858699225,-0.1543717275,0.073773357,0.08335249,0,0.2525,0.5,319.355,287.21,393.76625,"FLUXNET","CSH","SH","BWk","Arid","S",-34.0021,140.5891
"AU-Cum","EBF",1,23.913,11.565,2.9065,144.04911385,-0.1524135,0.963038,-0.139485,0.965726,3.128235,2.969355,3.18943,2.98732,2.99814,2.93691,3.049945,3.02169,6.51730815,122,47,262.5,0.1712535,0.432991805,-0.021654822,296.39104,295.87564,0.0035197135,0.94187865,0.0098655285,0.1882798,0.09574355,0.26618225,0.0465241915,0.084470965,0.33159676,0.294858075,0.17839841,0.28589687,2.15177015,0.470564065,-0.050812426,0.12566023,0.21847507,0,0.42,1.1,313.91,290.57,394.89,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",2,22.3245,7.963,4.1515,140.50774485,0.186709,0.964658,0.124424,0.9620535,3.494155,3.364885,3.48718,3.376645,3.6179,3.769225,3.6116,3.732235,4.55636185,100,45.5,212,0.1827799,0.48686883,-0.0149589665,294.23957,294.13144,0.005897027,0.60957383,0.0107805155,0.215369855,0.077254458,0.251753565,0.038570539,0.073320535,0.30035089,0.251725885,0.147841955,0.306313025,2.4477065,0.53046945,0.0020762925,0.1340109575,0.276160505,0,0.45,1.2,308.56,288.56,395.17,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",3,21.5955,7.4845,1.8485,131.67271505,-0.436555,0.968078,-0.375045,0.9707665,4.43188,4.40371,4.46341,4.270125,4.039955,4.273295,4.088365,4.072445,5.04874915,91,39,195,0.225575255,0.63204945,-0.0132793485,293.21231,293.42741,0.00331671,0.569566215,0.01273345,0.214487285,0.064840323,0.270395165,0.033025805,0.067820965,0.298746775,0.22244514,0.1196193575,0.364022285,2.9910675,0.6131466,0.098046305,0.165882565,0.35940643,0,0.55,1.4,303.08,288.19,395.755,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",4,18.3155,6.2955,1.28,99.602777765,-0.9064645,0.9413195,-0.9960023,0.9458335,4.30696,3.800175,4.32295,3.78589,3.35538,2.892475,3.32695,2.926355,4.6655105,73.5,29.5,158,0.20245941,0.59077516,-0.010190919,289.52795,290.02614,0.001842297,0.47115554,0.0110560345,0.208531165,0.059525,0.26044,0.030767502,0.062739164,0.28241165,0.199740835,0.103644165,0.36229275,3.1600609,0.6283776,0.132227525,0.16362877,0.37555887,0,0.565,1.2,298.67,285.36,396.5375,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",5,15.3335,5.8995,0.5905,69.94942876,-1.3524425,0.920027,-1.2760705,0.919691,3.281375,3.610985,3.290025,3.67954,2.0186,2.46181,2.013955,2.2525,3.3308099,57,20,125,0.159840385,0.485698385,-0.009702433,286.50532,287.28256,0.0009115905,0.442215335,0.006070598,0.18916421,0.0586532205,0.2400621,0.030337098,0.0584782285,0.2656492,0.1888258,0.098115315,0.332254235,3.1052121,0.607141235,0.11929267,0.145804045,0.35281218,0,0.545,1,295.71,280.99,397.21,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",6,12.838,3.338,2.573,39.64606481,-0.911684,0.978472,-0.844303,0.975694,2.31516,2.6431,2.31516,2.6431,1.47086,2.15558,1.47086,2.39651,2.038738,39,18,83,0.11595142,0.36725163,-0.005804546,284.08234,284.8669,0.003991826,0.2674527,0.00749899,0.24491094,0.05745667,0.21460329,0.029819995,0.05622667,0.24145836,0.16254166,0.08667832,0.29381981,2.815612,0.577459,0.13895771,0.1239611,0.32163444,0,0.45,0.8,289.84,278.64,395.855,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",7,12.112,5.2025,0.116,54.66297043,-1.0475365,0.970766,-1.1069405,0.9758065,2.837305,2.769095,2.843415,2.78898,1.727175,1.4506,1.736475,1.43856,2.2934308,52.5,18,115.5,0.112612052,0.35819851,-0.010291912,283.327695,284.16303,0.000594355,0.38750541,0.003893181,0.209675025,0.069185488,0.227245165,0.03528871,0.062659673,0.26565002,0.2005887,0.1139032325,0.287003975,2.6421739,0.53491492,0.064739375,0.121390155,0.279520085,0,0.48,0.85,292.32,277.46,396.385,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",8,13.598,6.7875,0.8675,86.515456985,-1.032082,0.969086,-1.0232685,0.9707665,2.74975,3.17477,2.757405,3.156635,1.736445,1.913425,1.73414,1.970635,3.7756429,69.5,24.5,153,0.120541325,0.36359734,-0.013141535,284.44101,284.98665,0.0017942965,0.45945938,0.0047758875,0.219568335,0.076938703,0.235019355,0.03839516,0.06764032,0.2808597,0.220887095,0.12793065,0.28041035,2.4763025,0.50640935,0.030766757,0.11925485,0.251692605,0,0.46,0.8,295.39,278.76,395.5875,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",9,17.202,9.5565,0.553,132.80277775,-0.92846,0.9572915,-0.903901,0.961806,3.37394,3.375355,3.383095,3.412605,2.453305,2.42693,2.479195,2.36566,5.93084315,96.5,31,212,0.15774883,0.43467273,-0.0195975825,288.718855,288.93039,0.001142791,0.7216993,0.003531442,0.20376242,0.078910002,0.247901675,0.03925333,0.071983335,0.298260015,0.23893001,0.140006655,0.2958926,2.44598435,0.5173125,0.0183386355,0.12821575,0.261518675,0,0.455,1,299.95,281.68,394.9,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",10,19.746,12.821,0.5485,162.7425821,-0.1057965,0.897177,-0.06548,0.9022175,2.955675,3.616605,3.047615,3.84088,2.856615,3.79814,2.982135,4.023885,6.93089075,120,39.5,264,0.16682314,0.426114175,-0.026228003,291.94509,291.81924,0.001482409,1.0269804,0.0044194955,0.181420835,0.0926241925,0.264203235,0.0457806425,0.081725805,0.324858055,0.270295135,0.163816115,0.29084426,2.24229885,0.48217924,-0.010287659,0.1272982825,0.22947267,0,0.44,1.05,306.64,283.07,395.135,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",11,20.8383333333333,10.7793333333333,3.08333333333333,155.4665847,-0.148432333333333,0.969907666666667,-0.170729666666667,0.970139,2.95666333333333,3.35859,2.94445666666667,3.35887666666667,2.75326333333333,3.66296666666667,2.77373333333333,3.66026666666667,7.76932953333333,117,51,252.666666666667,0.165644413333333,0.405383606666667,-0.0210950226666667,293.200193333333,292.835803333333,0.00381992766666667,0.81774528,0.00616212033333333,0.188964223333333,0.098661108,0.2650578,0.0484955533333333,0.0857410983333333,0.331115523333333,0.291531106666667,0.174968873333333,0.278776573333333,2.0969097,0.458153953333333,-0.0471595783333333,0.121451595333333,0.207649816666667,0,0.413333333333333,1.06666666666667,307.76,286.22,394.673333333333,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-Cum","EBF",12,22.577,10.887,1.586,170.285022366667,0.0242303333333333,0.957661333333333,0.0331403333333333,0.958557333333333,3.64966333333333,3.86016,3.64839666666667,3.78384333333333,3.64902333333333,4.30009333333333,3.68154333333333,4.27011666666667,8.173268,127.666666666667,50.6666666666667,274,0.216640196666667,0.53065261,-0.0220244426666667,295.005466666667,294.669193333333,0.003236036,0.891830666666667,0.00832355466666667,0.191254893333333,0.08926344,0.275817173333333,0.044287094,0.0834913933333333,0.331448376666667,0.27992795,0.16438278,0.31528237,2.30464546666667,0.510692366666667,-0.00724694633333333,0.141118586666667,0.255711746666667,0,0.453333333333333,1.23333333333333,308.84,288.466666666667,395.438333333333,"FLUXNET","SAV","SA","Cfa","Temperate","S",-33.61518,150.72362
"AU-DaP","GRA",1,27.1773333333333,8.13266666666667,9.01533333333333,135.5300465,-2.40321,0.976030666666667,-2.28002666666667,0.97043,9.18576,9.44623333333333,9.18321333333333,9.40402666666667,6.78254333333333,7.03487,6.81667666666667,6.91559666666667,8.09837646666667,121,62.3333333333333,242.333333333333,0.44724635,1.24096136666667,-0.00787765033333333,302.061363333333,301.207733333333,0.00937123266666667,0.795746283333333,0.0203278976666667,0.28046562,0.0755231156666667,0.370742973333333,0.0315460556666667,0.0887660806666667,0.40374855,0.301991306666667,0.15271236,0.464874713333333,3.168724,0.65573929,0.0986438666666667,0.24671742,0.408449916666667,0,0.596666666666667,2.23333333333333,308.933333333333,297.2,388.75,"FLUXNET","GRA","GRA","Aw","Tropical","S",-14.0633,131.3181
"AU-DaP","GRA",2,26.739,7.29033333333333,12.2693333333333,128.797808313333,-3.34372333333333,0.971803333333333,-3.21104,0.965106666666667,9.80483333333333,9.96710333333333,9.70545,9.84381,6.46110666666667,6.58953666666667,6.63098,6.44819,7.606504,121.666666666667,55.6666666666667,245.666666666667,0.473410476666667,1.34757686666667,-0.00719260166666667,301.76944,300.91032,0.0116070303333333,0.747206623333333,0.0259349063333333,0.279663006666667,0.0659852883333333,0.404632123333333,0.0291489023333333,0.0878633586666667,0.41367864,0.280291933333333,0.12860225,0.534910676666667,3.6214633,0.718995716666667,0.18130158,0.29142683,0.475375376666667,0,0.7,3.2,308.286666666667,296.24,388.65,"FLUXNET","GRA","GRA","Aw","Tropical","S",-14.0633,131.3181
